experiment_id,org_id,variant,assigned_at,eligible_segment
onboarding_guided_v1,org_00377,control,2025-12-27T00:00:00,SMB
onboarding_guided_v1,org_00378,treatment,2025-06-24T00:00:00,SMB
onboarding_guided_v1,org_00379,treatment,2025-04-12T00:00:00,SMB
onboarding_guided_v1,org_00380,control,2025-10-25T00:00:00,Mid-Market
onboarding_guided_v1,org_00381,control,2025-04-11T00:00:00,SMB
onboarding_guided_v1,org_00382,treatment,2025-09-23T00:00:00,SMB
onboarding_guided_v1,org_00383,treatment,2025-05-28T00:00:00,Mid-Market
onboarding_guided_v1,org_00384,control,2025-02-06T00:00:00,Enterprise
onboarding_guided_v1,org_00385,control,2025-03-19T00:00:00,SMB
onboarding_guided_v1,org_00386,treatment,2025-08-07T00:00:00,SMB
onboarding_guided_v1,org_00387,treatment,2025-01-09T00:00:00,SMB
onboarding_guided_v1,org_00388,treatment,2025-06-29T00:00:00,Enterprise
onboarding_guided_v1,org_00389,control,2025-03-22T00:00:00,Mid-Market
onboarding_guided_v1,org_00390,control,2025-06-21T00:00:00,SMB
onboarding_guided_v1,org_00391,control,2025-12-10T00:00:00,Enterprise
onboarding_guided_v1,org_00392,treatment,2025-10-08T00:00:00,Enterprise
onboarding_guided_v1,org_00393,control,2025-06-06T00:00:00,Mid-Market
onboarding_guided_v1,org_00394,control,2025-08-19T00:00:00,SMB
onboarding_guided_v1,org_00395,control,2025-04-11T00:00:00,Mid-Market
onboarding_guided_v1,org_00396,control,2025-10-28T00:00:00,SMB
onboarding_guided_v1,org_00397,treatment,2025-12-17T00:00:00,SMB
onboarding_guided_v1,org_00398,control,2025-12-26T00:00:00,SMB
onboarding_guided_v1,org_00399,control,2025-11-13T00:00:00,SMB
onboarding_guided_v1,org_00400,control,2025-02-16T00:00:00,Mid-Market
onboarding_guided_v1,org_00401,control,2025-12-19T00:00:00,Enterprise
onboarding_guided_v1,org_00402,treatment,2025-03-25T00:00:00,Mid-Market
onboarding_guided_v1,org_00403,control,2025-06-13T00:00:00,Enterprise
onboarding_guided_v1,org_00404,control,2025-11-13T00:00:00,SMB
onboarding_guided_v1,org_00405,treatment,2025-12-10T00:00:00,SMB
onboarding_guided_v1,org_00406,treatment,2025-05-19T00:00:00,Mid-Market
onboarding_guided_v1,org_00407,treatment,2025-09-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00408,treatment,2025-09-14T00:00:00,Mid-Market
onboarding_guided_v1,org_00409,control,2025-03-21T00:00:00,SMB
onboarding_guided_v1,org_00410,treatment,2025-09-02T00:00:00,Mid-Market
onboarding_guided_v1,org_00411,control,2025-06-10T00:00:00,Mid-Market
onboarding_guided_v1,org_00412,control,2025-10-20T00:00:00,SMB
onboarding_guided_v1,org_00413,control,2025-02-18T00:00:00,SMB
onboarding_guided_v1,org_00414,control,2025-05-23T00:00:00,SMB
onboarding_guided_v1,org_00415,control,2025-04-11T00:00:00,SMB
onboarding_guided_v1,org_00416,control,2025-01-04T00:00:00,SMB
onboarding_guided_v1,org_00417,treatment,2025-03-23T00:00:00,SMB
onboarding_guided_v1,org_00418,treatment,2025-09-28T00:00:00,SMB
onboarding_guided_v1,org_00419,control,2025-09-03T00:00:00,Mid-Market
onboarding_guided_v1,org_00420,control,2025-01-27T00:00:00,SMB
onboarding_guided_v1,org_00421,treatment,2025-08-11T00:00:00,SMB
onboarding_guided_v1,org_00422,control,2025-09-24T00:00:00,SMB
onboarding_guided_v1,org_00423,control,2025-06-09T00:00:00,SMB
onboarding_guided_v1,org_00424,control,2025-06-10T00:00:00,SMB
onboarding_guided_v1,org_00425,treatment,2025-05-17T00:00:00,SMB
onboarding_guided_v1,org_00426,control,2025-03-20T00:00:00,SMB
onboarding_guided_v1,org_00427,control,2025-06-10T00:00:00,SMB
onboarding_guided_v1,org_00428,treatment,2025-07-01T00:00:00,SMB
onboarding_guided_v1,org_00429,control,2025-12-09T00:00:00,SMB
onboarding_guided_v1,org_00430,treatment,2025-04-13T00:00:00,SMB
onboarding_guided_v1,org_00431,treatment,2025-07-03T00:00:00,Mid-Market
onboarding_guided_v1,org_00432,control,2025-01-28T00:00:00,SMB
onboarding_guided_v1,org_00433,control,2025-10-30T00:00:00,Mid-Market
onboarding_guided_v1,org_00434,treatment,2025-08-07T00:00:00,Enterprise
onboarding_guided_v1,org_00435,control,2025-04-27T00:00:00,SMB
onboarding_guided_v1,org_00436,treatment,2025-09-10T00:00:00,SMB
onboarding_guided_v1,org_00437,control,2025-05-18T00:00:00,Mid-Market
onboarding_guided_v1,org_00438,control,2025-04-30T00:00:00,Mid-Market
onboarding_guided_v1,org_00439,control,2025-03-18T00:00:00,SMB
onboarding_guided_v1,org_00440,treatment,2025-12-15T00:00:00,Mid-Market
onboarding_guided_v1,org_00441,control,2025-07-05T00:00:00,SMB
onboarding_guided_v1,org_00442,treatment,2025-01-22T00:00:00,Mid-Market
onboarding_guided_v1,org_00443,treatment,2025-12-06T00:00:00,Enterprise
onboarding_guided_v1,org_00444,control,2025-01-09T00:00:00,SMB
onboarding_guided_v1,org_00445,treatment,2025-03-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00446,control,2025-10-03T00:00:00,SMB
onboarding_guided_v1,org_00447,treatment,2025-10-05T00:00:00,Enterprise
onboarding_guided_v1,org_00448,treatment,2025-04-08T00:00:00,SMB
onboarding_guided_v1,org_00449,treatment,2025-10-04T00:00:00,Mid-Market
onboarding_guided_v1,org_00450,control,2025-01-08T00:00:00,Mid-Market
onboarding_guided_v1,org_00451,control,2025-06-24T00:00:00,Mid-Market
onboarding_guided_v1,org_00452,treatment,2025-12-22T00:00:00,SMB
onboarding_guided_v1,org_00453,control,2025-06-23T00:00:00,Mid-Market
onboarding_guided_v1,org_00454,control,2025-12-29T00:00:00,SMB
onboarding_guided_v1,org_00455,treatment,2025-01-23T00:00:00,SMB
onboarding_guided_v1,org_00456,control,2025-07-05T00:00:00,SMB
onboarding_guided_v1,org_00457,treatment,2025-04-08T00:00:00,SMB
onboarding_guided_v1,org_00458,treatment,2025-12-27T00:00:00,Mid-Market
onboarding_guided_v1,org_00459,control,2025-05-16T00:00:00,Mid-Market
onboarding_guided_v1,org_00460,treatment,2025-01-04T00:00:00,Enterprise
onboarding_guided_v1,org_00461,treatment,2025-07-06T00:00:00,SMB
onboarding_guided_v1,org_00462,treatment,2025-11-18T00:00:00,SMB
onboarding_guided_v1,org_00463,treatment,2025-07-02T00:00:00,Mid-Market
onboarding_guided_v1,org_00464,treatment,2025-05-25T00:00:00,Mid-Market
onboarding_guided_v1,org_00465,treatment,2025-03-03T00:00:00,Enterprise
onboarding_guided_v1,org_00466,control,2025-01-13T00:00:00,SMB
onboarding_guided_v1,org_00467,treatment,2025-12-27T00:00:00,Mid-Market
onboarding_guided_v1,org_00468,treatment,2025-02-11T00:00:00,Mid-Market
onboarding_guided_v1,org_00469,control,2025-04-22T00:00:00,Mid-Market
onboarding_guided_v1,org_00470,control,2025-01-27T00:00:00,Mid-Market
onboarding_guided_v1,org_00471,treatment,2025-11-27T00:00:00,SMB
onboarding_guided_v1,org_00472,control,2025-08-19T00:00:00,Mid-Market
onboarding_guided_v1,org_00473,control,2025-11-20T00:00:00,Enterprise
onboarding_guided_v1,org_00474,treatment,2025-09-27T00:00:00,SMB
onboarding_guided_v1,org_00475,treatment,2025-05-18T00:00:00,Mid-Market
onboarding_guided_v1,org_00476,treatment,2025-03-07T00:00:00,SMB
onboarding_guided_v1,org_00477,treatment,2025-09-16T00:00:00,SMB
onboarding_guided_v1,org_00478,treatment,2025-03-07T00:00:00,SMB
onboarding_guided_v1,org_00479,treatment,2025-10-13T00:00:00,Mid-Market
onboarding_guided_v1,org_00480,control,2025-05-25T00:00:00,Enterprise
onboarding_guided_v1,org_00481,control,2025-11-15T00:00:00,Enterprise
onboarding_guided_v1,org_00482,control,2025-03-05T00:00:00,Enterprise
onboarding_guided_v1,org_00483,treatment,2025-10-15T00:00:00,SMB
onboarding_guided_v1,org_00484,control,2025-04-16T00:00:00,SMB
onboarding_guided_v1,org_00485,control,2025-01-13T00:00:00,SMB
onboarding_guided_v1,org_00486,treatment,2025-09-16T00:00:00,Enterprise
onboarding_guided_v1,org_00487,treatment,2025-09-23T00:00:00,Mid-Market
onboarding_guided_v1,org_00488,treatment,2025-06-14T00:00:00,Mid-Market
onboarding_guided_v1,org_00489,control,2025-08-01T00:00:00,SMB
onboarding_guided_v1,org_00490,treatment,2025-09-22T00:00:00,SMB
onboarding_guided_v1,org_00491,treatment,2025-06-28T00:00:00,Mid-Market
onboarding_guided_v1,org_00492,treatment,2025-01-04T00:00:00,SMB
onboarding_guided_v1,org_00493,control,2025-06-05T00:00:00,SMB
onboarding_guided_v1,org_00494,treatment,2025-06-17T00:00:00,SMB
onboarding_guided_v1,org_00495,treatment,2025-10-13T00:00:00,SMB
onboarding_guided_v1,org_00496,control,2025-12-23T00:00:00,SMB
onboarding_guided_v1,org_00497,control,2025-03-05T00:00:00,SMB
onboarding_guided_v1,org_00498,treatment,2025-10-29T00:00:00,SMB
onboarding_guided_v1,org_00499,control,2025-04-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00500,treatment,2025-06-23T00:00:00,Mid-Market
onboarding_guided_v1,org_00501,control,2025-10-20T00:00:00,Mid-Market
onboarding_guided_v1,org_00502,treatment,2025-08-24T00:00:00,SMB
onboarding_guided_v1,org_00503,treatment,2025-03-16T00:00:00,Mid-Market
onboarding_guided_v1,org_00504,treatment,2025-10-31T00:00:00,SMB
onboarding_guided_v1,org_00505,treatment,2025-06-23T00:00:00,SMB
onboarding_guided_v1,org_00506,treatment,2025-03-18T00:00:00,SMB
onboarding_guided_v1,org_00507,treatment,2025-01-19T00:00:00,SMB
onboarding_guided_v1,org_00508,treatment,2025-08-08T00:00:00,SMB
onboarding_guided_v1,org_00509,treatment,2025-01-20T00:00:00,Mid-Market
onboarding_guided_v1,org_00510,control,2025-09-02T00:00:00,SMB
onboarding_guided_v1,org_00511,treatment,2025-04-28T00:00:00,SMB
onboarding_guided_v1,org_00512,treatment,2025-04-29T00:00:00,Mid-Market
onboarding_guided_v1,org_00513,control,2025-03-20T00:00:00,SMB
onboarding_guided_v1,org_00514,treatment,2025-03-21T00:00:00,Mid-Market
onboarding_guided_v1,org_00515,treatment,2025-09-14T00:00:00,SMB
onboarding_guided_v1,org_00516,treatment,2025-12-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00517,control,2025-08-23T00:00:00,SMB
onboarding_guided_v1,org_00518,treatment,2025-11-05T00:00:00,SMB
onboarding_guided_v1,org_00519,treatment,2025-04-20T00:00:00,SMB
onboarding_guided_v1,org_00520,control,2025-12-31T00:00:00,SMB
onboarding_guided_v1,org_00521,control,2025-01-26T00:00:00,Enterprise
onboarding_guided_v1,org_00522,control,2025-03-16T00:00:00,SMB
onboarding_guided_v1,org_00523,treatment,2025-07-23T00:00:00,SMB
onboarding_guided_v1,org_00524,control,2025-09-28T00:00:00,Mid-Market
onboarding_guided_v1,org_00525,treatment,2025-12-27T00:00:00,Mid-Market
onboarding_guided_v1,org_00526,treatment,2025-11-05T00:00:00,SMB
onboarding_guided_v1,org_00527,treatment,2025-05-30T00:00:00,SMB
onboarding_guided_v1,org_00528,treatment,2025-02-24T00:00:00,SMB
onboarding_guided_v1,org_00529,treatment,2025-06-06T00:00:00,SMB
onboarding_guided_v1,org_00530,treatment,2025-12-20T00:00:00,SMB
onboarding_guided_v1,org_00531,treatment,2025-03-15T00:00:00,SMB
onboarding_guided_v1,org_00532,treatment,2025-09-07T00:00:00,Enterprise
onboarding_guided_v1,org_00533,treatment,2025-04-17T00:00:00,SMB
onboarding_guided_v1,org_00534,control,2025-08-20T00:00:00,Mid-Market
onboarding_guided_v1,org_00535,control,2025-02-22T00:00:00,SMB
onboarding_guided_v1,org_00536,treatment,2025-12-12T00:00:00,SMB
onboarding_guided_v1,org_00537,treatment,2025-08-15T00:00:00,Enterprise
onboarding_guided_v1,org_00538,control,2025-08-05T00:00:00,Mid-Market
onboarding_guided_v1,org_00539,treatment,2025-05-01T00:00:00,Mid-Market
onboarding_guided_v1,org_00540,control,2025-08-26T00:00:00,Enterprise
onboarding_guided_v1,org_00541,treatment,2025-12-13T00:00:00,SMB
onboarding_guided_v1,org_00542,treatment,2025-05-27T00:00:00,SMB
onboarding_guided_v1,org_00543,treatment,2025-06-27T00:00:00,Mid-Market
onboarding_guided_v1,org_00544,control,2025-02-13T00:00:00,SMB
onboarding_guided_v1,org_00545,control,2025-08-18T00:00:00,Enterprise
onboarding_guided_v1,org_00546,control,2025-05-27T00:00:00,Mid-Market
onboarding_guided_v1,org_00547,control,2025-09-27T00:00:00,Enterprise
onboarding_guided_v1,org_00548,control,2025-04-30T00:00:00,Mid-Market
onboarding_guided_v1,org_00549,control,2025-06-05T00:00:00,Mid-Market
onboarding_guided_v1,org_00550,treatment,2025-08-27T00:00:00,SMB
onboarding_guided_v1,org_00551,control,2025-07-29T00:00:00,SMB
onboarding_guided_v1,org_00552,treatment,2025-02-23T00:00:00,SMB
onboarding_guided_v1,org_00553,treatment,2025-08-06T00:00:00,SMB
onboarding_guided_v1,org_00554,treatment,2025-05-24T00:00:00,SMB
onboarding_guided_v1,org_00555,treatment,2025-04-29T00:00:00,SMB
onboarding_guided_v1,org_00556,control,2025-09-17T00:00:00,Mid-Market
onboarding_guided_v1,org_00557,control,2025-12-07T00:00:00,SMB
onboarding_guided_v1,org_00558,control,2025-05-16T00:00:00,Mid-Market
onboarding_guided_v1,org_00559,treatment,2025-09-28T00:00:00,SMB
onboarding_guided_v1,org_00560,control,2025-11-19T00:00:00,Mid-Market
onboarding_guided_v1,org_00561,control,2025-06-18T00:00:00,SMB
onboarding_guided_v1,org_00562,treatment,2025-05-08T00:00:00,Mid-Market
onboarding_guided_v1,org_00563,treatment,2025-07-22T00:00:00,SMB
onboarding_guided_v1,org_00564,control,2025-02-05T00:00:00,SMB
onboarding_guided_v1,org_00565,treatment,2025-12-17T00:00:00,Mid-Market
onboarding_guided_v1,org_00566,control,2025-05-25T00:00:00,Mid-Market
onboarding_guided_v1,org_00567,treatment,2025-10-04T00:00:00,SMB
onboarding_guided_v1,org_00568,control,2025-02-05T00:00:00,SMB
onboarding_guided_v1,org_00569,control,2025-02-24T00:00:00,SMB
onboarding_guided_v1,org_00570,control,2025-10-13T00:00:00,Enterprise
onboarding_guided_v1,org_00571,treatment,2025-09-29T00:00:00,SMB
onboarding_guided_v1,org_00572,treatment,2025-11-09T00:00:00,SMB
onboarding_guided_v1,org_00573,treatment,2025-08-23T00:00:00,SMB
onboarding_guided_v1,org_00574,control,2025-08-29T00:00:00,Mid-Market
onboarding_guided_v1,org_00575,control,2025-02-04T00:00:00,Mid-Market
onboarding_guided_v1,org_00576,control,2025-07-02T00:00:00,SMB
onboarding_guided_v1,org_00577,treatment,2025-03-25T00:00:00,Mid-Market
onboarding_guided_v1,org_00578,control,2025-07-03T00:00:00,SMB
onboarding_guided_v1,org_00579,treatment,2025-08-17T00:00:00,SMB
onboarding_guided_v1,org_00580,control,2025-05-02T00:00:00,SMB
onboarding_guided_v1,org_00581,control,2025-01-03T00:00:00,SMB
onboarding_guided_v1,org_00582,control,2025-04-19T00:00:00,Mid-Market
onboarding_guided_v1,org_00583,control,2025-01-14T00:00:00,Enterprise
onboarding_guided_v1,org_00584,control,2025-06-27T00:00:00,SMB
onboarding_guided_v1,org_00585,treatment,2025-02-19T00:00:00,SMB
onboarding_guided_v1,org_00586,treatment,2025-10-29T00:00:00,Enterprise
onboarding_guided_v1,org_00587,control,2025-04-15T00:00:00,SMB
onboarding_guided_v1,org_00588,control,2025-03-05T00:00:00,SMB
onboarding_guided_v1,org_00589,treatment,2025-08-04T00:00:00,SMB
onboarding_guided_v1,org_00590,treatment,2025-04-08T00:00:00,Mid-Market
onboarding_guided_v1,org_00591,control,2025-04-05T00:00:00,Mid-Market
onboarding_guided_v1,org_00592,treatment,2025-07-10T00:00:00,SMB
onboarding_guided_v1,org_00593,treatment,2025-01-04T00:00:00,Mid-Market
onboarding_guided_v1,org_00594,treatment,2025-05-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00595,treatment,2025-05-07T00:00:00,SMB
onboarding_guided_v1,org_00596,treatment,2025-02-06T00:00:00,Mid-Market
onboarding_guided_v1,org_00597,control,2025-08-15T00:00:00,Enterprise
onboarding_guided_v1,org_00598,treatment,2025-04-07T00:00:00,SMB
onboarding_guided_v1,org_00599,treatment,2025-09-20T00:00:00,SMB
onboarding_guided_v1,org_00600,treatment,2025-12-20T00:00:00,SMB
onboarding_guided_v1,org_00601,control,2025-02-15T00:00:00,Mid-Market
onboarding_guided_v1,org_00602,control,2025-12-28T00:00:00,Mid-Market
onboarding_guided_v1,org_00603,control,2025-03-05T00:00:00,SMB
onboarding_guided_v1,org_00604,control,2025-06-14T00:00:00,Mid-Market
onboarding_guided_v1,org_00605,treatment,2025-03-20T00:00:00,SMB
onboarding_guided_v1,org_00606,treatment,2025-03-04T00:00:00,SMB
onboarding_guided_v1,org_00607,treatment,2025-05-24T00:00:00,Enterprise
onboarding_guided_v1,org_00608,treatment,2025-07-21T00:00:00,Mid-Market
onboarding_guided_v1,org_00609,control,2025-02-15T00:00:00,Mid-Market
onboarding_guided_v1,org_00610,control,2025-05-10T00:00:00,SMB
onboarding_guided_v1,org_00611,control,2025-11-27T00:00:00,Mid-Market
onboarding_guided_v1,org_00612,control,2025-06-29T00:00:00,Mid-Market
onboarding_guided_v1,org_00613,treatment,2025-05-28T00:00:00,Mid-Market
onboarding_guided_v1,org_00614,treatment,2025-10-10T00:00:00,SMB
onboarding_guided_v1,org_00615,control,2025-07-05T00:00:00,Enterprise
onboarding_guided_v1,org_00616,treatment,2025-02-10T00:00:00,Enterprise
onboarding_guided_v1,org_00617,treatment,2025-12-15T00:00:00,Mid-Market
onboarding_guided_v1,org_00618,treatment,2025-10-31T00:00:00,Mid-Market
onboarding_guided_v1,org_00619,treatment,2025-08-07T00:00:00,SMB
onboarding_guided_v1,org_00620,treatment,2025-06-14T00:00:00,SMB
onboarding_guided_v1,org_00621,control,2025-04-25T00:00:00,SMB
onboarding_guided_v1,org_00622,treatment,2025-07-04T00:00:00,SMB
onboarding_guided_v1,org_00623,control,2025-03-12T00:00:00,SMB
onboarding_guided_v1,org_00624,control,2025-04-06T00:00:00,Mid-Market
onboarding_guided_v1,org_00625,control,2025-03-25T00:00:00,Mid-Market
onboarding_guided_v1,org_00626,treatment,2025-06-21T00:00:00,Mid-Market
onboarding_guided_v1,org_00627,treatment,2025-06-22T00:00:00,SMB
onboarding_guided_v1,org_00628,treatment,2025-07-29T00:00:00,SMB
onboarding_guided_v1,org_00629,treatment,2025-09-17T00:00:00,Mid-Market
onboarding_guided_v1,org_00630,control,2025-08-03T00:00:00,Enterprise
onboarding_guided_v1,org_00631,control,2025-06-09T00:00:00,Enterprise
onboarding_guided_v1,org_00632,treatment,2025-07-10T00:00:00,SMB
onboarding_guided_v1,org_00633,treatment,2025-11-30T00:00:00,Mid-Market
onboarding_guided_v1,org_00634,control,2025-01-16T00:00:00,SMB
onboarding_guided_v1,org_00635,treatment,2025-06-18T00:00:00,SMB
onboarding_guided_v1,org_00636,treatment,2025-07-06T00:00:00,Mid-Market
onboarding_guided_v1,org_00637,treatment,2025-03-05T00:00:00,SMB
onboarding_guided_v1,org_00638,treatment,2025-08-14T00:00:00,Mid-Market
onboarding_guided_v1,org_00639,treatment,2025-04-13T00:00:00,SMB
onboarding_guided_v1,org_00640,treatment,2025-01-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00641,treatment,2025-05-19T00:00:00,SMB
onboarding_guided_v1,org_00642,control,2025-12-07T00:00:00,SMB
onboarding_guided_v1,org_00643,control,2025-06-02T00:00:00,Enterprise
onboarding_guided_v1,org_00644,control,2025-12-12T00:00:00,SMB
onboarding_guided_v1,org_00645,control,2025-01-10T00:00:00,SMB
onboarding_guided_v1,org_00646,control,2025-07-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00647,treatment,2025-11-14T00:00:00,SMB
onboarding_guided_v1,org_00648,control,2025-03-22T00:00:00,SMB
onboarding_guided_v1,org_00649,control,2025-11-26T00:00:00,SMB
onboarding_guided_v1,org_00650,control,2025-04-11T00:00:00,Mid-Market
onboarding_guided_v1,org_00651,treatment,2025-05-04T00:00:00,Enterprise
onboarding_guided_v1,org_00652,treatment,2025-09-05T00:00:00,SMB
onboarding_guided_v1,org_00653,treatment,2025-09-01T00:00:00,SMB
onboarding_guided_v1,org_00654,treatment,2025-08-05T00:00:00,SMB
onboarding_guided_v1,org_00655,control,2025-01-17T00:00:00,SMB
onboarding_guided_v1,org_00656,control,2025-05-10T00:00:00,SMB
onboarding_guided_v1,org_00657,treatment,2025-04-19T00:00:00,SMB
onboarding_guided_v1,org_00658,control,2025-09-01T00:00:00,Mid-Market
onboarding_guided_v1,org_00659,control,2025-05-13T00:00:00,SMB
onboarding_guided_v1,org_00660,treatment,2025-08-09T00:00:00,SMB
onboarding_guided_v1,org_00661,control,2025-04-12T00:00:00,SMB
onboarding_guided_v1,org_00662,treatment,2025-03-02T00:00:00,SMB
onboarding_guided_v1,org_00663,control,2025-10-28T00:00:00,SMB
onboarding_guided_v1,org_00664,control,2025-07-31T00:00:00,SMB
onboarding_guided_v1,org_00665,treatment,2025-04-11T00:00:00,SMB
onboarding_guided_v1,org_00666,control,2025-10-07T00:00:00,SMB
onboarding_guided_v1,org_00667,treatment,2025-03-15T00:00:00,SMB
onboarding_guided_v1,org_00668,control,2025-09-13T00:00:00,Enterprise
onboarding_guided_v1,org_00669,control,2025-11-18T00:00:00,SMB
onboarding_guided_v1,org_00670,treatment,2025-02-23T00:00:00,Mid-Market
onboarding_guided_v1,org_00671,control,2025-02-16T00:00:00,Mid-Market
onboarding_guided_v1,org_00672,control,2025-09-30T00:00:00,Mid-Market
onboarding_guided_v1,org_00673,treatment,2025-07-31T00:00:00,Mid-Market
onboarding_guided_v1,org_00674,control,2025-03-01T00:00:00,SMB
onboarding_guided_v1,org_00675,control,2025-09-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00676,control,2025-10-04T00:00:00,SMB
onboarding_guided_v1,org_00677,control,2025-09-11T00:00:00,SMB
onboarding_guided_v1,org_00678,treatment,2025-10-21T00:00:00,Enterprise
onboarding_guided_v1,org_00679,treatment,2025-06-01T00:00:00,Mid-Market
onboarding_guided_v1,org_00680,treatment,2025-05-02T00:00:00,Mid-Market
onboarding_guided_v1,org_00681,treatment,2025-04-07T00:00:00,SMB
onboarding_guided_v1,org_00682,treatment,2025-06-17T00:00:00,SMB
onboarding_guided_v1,org_00683,control,2025-09-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00684,treatment,2025-10-10T00:00:00,SMB
onboarding_guided_v1,org_00685,treatment,2025-08-31T00:00:00,Mid-Market
onboarding_guided_v1,org_00686,treatment,2025-12-11T00:00:00,SMB
onboarding_guided_v1,org_00687,treatment,2025-12-15T00:00:00,SMB
onboarding_guided_v1,org_00688,treatment,2025-06-05T00:00:00,Mid-Market
onboarding_guided_v1,org_00689,treatment,2025-10-25T00:00:00,SMB
onboarding_guided_v1,org_00690,control,2025-10-27T00:00:00,SMB
onboarding_guided_v1,org_00691,treatment,2025-10-03T00:00:00,SMB
onboarding_guided_v1,org_00692,control,2025-07-01T00:00:00,Mid-Market
onboarding_guided_v1,org_00693,control,2025-08-06T00:00:00,Mid-Market
onboarding_guided_v1,org_00694,treatment,2025-03-18T00:00:00,Mid-Market
onboarding_guided_v1,org_00695,treatment,2025-12-11T00:00:00,SMB
onboarding_guided_v1,org_00696,control,2025-09-05T00:00:00,SMB
onboarding_guided_v1,org_00697,treatment,2025-07-11T00:00:00,Mid-Market
onboarding_guided_v1,org_00698,treatment,2025-02-16T00:00:00,Mid-Market
onboarding_guided_v1,org_00699,treatment,2025-10-01T00:00:00,SMB
onboarding_guided_v1,org_00700,treatment,2025-06-05T00:00:00,SMB
onboarding_guided_v1,org_00701,treatment,2025-10-26T00:00:00,Enterprise
onboarding_guided_v1,org_00702,treatment,2025-05-15T00:00:00,Mid-Market
onboarding_guided_v1,org_00703,treatment,2025-06-21T00:00:00,Enterprise
onboarding_guided_v1,org_00704,control,2025-02-10T00:00:00,SMB
onboarding_guided_v1,org_00705,treatment,2025-06-04T00:00:00,SMB
onboarding_guided_v1,org_00706,treatment,2025-11-05T00:00:00,SMB
onboarding_guided_v1,org_00707,control,2025-02-14T00:00:00,SMB
onboarding_guided_v1,org_00708,control,2025-06-03T00:00:00,Enterprise
onboarding_guided_v1,org_00709,control,2025-10-05T00:00:00,Enterprise
onboarding_guided_v1,org_00710,treatment,2025-06-22T00:00:00,Enterprise
onboarding_guided_v1,org_00711,control,2025-07-20T00:00:00,Mid-Market
onboarding_guided_v1,org_00712,control,2025-11-06T00:00:00,SMB
onboarding_guided_v1,org_00713,treatment,2025-10-03T00:00:00,SMB
onboarding_guided_v1,org_00714,control,2025-02-24T00:00:00,SMB
onboarding_guided_v1,org_00715,control,2025-11-03T00:00:00,Mid-Market
onboarding_guided_v1,org_00716,treatment,2025-02-11T00:00:00,SMB
onboarding_guided_v1,org_00717,treatment,2025-01-28T00:00:00,SMB
onboarding_guided_v1,org_00718,treatment,2025-05-11T00:00:00,SMB
onboarding_guided_v1,org_00719,control,2025-04-04T00:00:00,SMB
onboarding_guided_v1,org_00720,treatment,2025-06-24T00:00:00,SMB
onboarding_guided_v1,org_00721,treatment,2025-11-16T00:00:00,SMB
onboarding_guided_v1,org_00722,control,2025-09-04T00:00:00,SMB
onboarding_guided_v1,org_00723,treatment,2025-07-24T00:00:00,SMB
onboarding_guided_v1,org_00724,treatment,2025-12-06T00:00:00,SMB
onboarding_guided_v1,org_00725,control,2025-02-17T00:00:00,Mid-Market
onboarding_guided_v1,org_00726,control,2025-08-25T00:00:00,SMB
onboarding_guided_v1,org_00727,control,2025-06-23T00:00:00,SMB
onboarding_guided_v1,org_00728,treatment,2025-10-26T00:00:00,Mid-Market
onboarding_guided_v1,org_00729,treatment,2025-11-15T00:00:00,Enterprise
onboarding_guided_v1,org_00730,control,2025-08-07T00:00:00,SMB
onboarding_guided_v1,org_00731,treatment,2025-12-16T00:00:00,SMB
onboarding_guided_v1,org_00732,control,2025-02-18T00:00:00,SMB
onboarding_guided_v1,org_00733,treatment,2025-12-09T00:00:00,Enterprise
onboarding_guided_v1,org_00734,control,2025-09-16T00:00:00,SMB
onboarding_guided_v1,org_00735,treatment,2025-07-08T00:00:00,SMB
onboarding_guided_v1,org_00736,control,2025-08-26T00:00:00,Enterprise
onboarding_guided_v1,org_00737,treatment,2025-02-01T00:00:00,SMB
onboarding_guided_v1,org_00738,treatment,2025-01-24T00:00:00,Enterprise
onboarding_guided_v1,org_00739,treatment,2025-03-25T00:00:00,SMB
onboarding_guided_v1,org_00740,treatment,2025-04-19T00:00:00,SMB
onboarding_guided_v1,org_00741,treatment,2025-11-15T00:00:00,Mid-Market
onboarding_guided_v1,org_00742,control,2025-07-09T00:00:00,SMB
onboarding_guided_v1,org_00743,control,2025-03-06T00:00:00,Mid-Market
onboarding_guided_v1,org_00744,control,2025-12-11T00:00:00,SMB
onboarding_guided_v1,org_00745,treatment,2025-12-17T00:00:00,Enterprise
onboarding_guided_v1,org_00746,control,2025-11-14T00:00:00,SMB
onboarding_guided_v1,org_00747,control,2025-11-18T00:00:00,SMB
onboarding_guided_v1,org_00748,treatment,2025-11-14T00:00:00,Mid-Market
onboarding_guided_v1,org_00749,control,2025-09-24T00:00:00,Enterprise
onboarding_guided_v1,org_00750,treatment,2025-12-06T00:00:00,SMB
onboarding_guided_v1,org_00751,control,2025-12-01T00:00:00,SMB
