org_id,week_start,active_users,sessions,features_used
org_00431,2025-07-14,1,6,2
org_00431,2025-07-21,1,5,3
org_00431,2025-07-28,2,5,3
org_00431,2025-08-04,1,6,2
org_00431,2025-08-11,2,3,2
org_00431,2025-08-18,1,4,3
org_00431,2025-08-25,3,4,1
org_00431,2025-09-01,1,2,2
org_00431,2025-09-08,1,6,2
org_00431,2025-09-15,1,3,3
org_00431,2025-09-22,1,4,3
org_00431,2025-09-29,1,2,3
org_00431,2025-10-06,0,0,0
org_00431,2025-10-13,1,1,1
org_00431,2025-10-20,1,2,3
org_00431,2025-10-27,1,2,3
org_00431,2025-11-03,1,1,1
org_00431,2025-11-10,1,1,2
org_00431,2025-11-17,0,0,0
org_00431,2025-11-24,0,0,0
org_00431,2025-12-01,1,1,2
org_00431,2025-12-08,0,0,0
org_00431,2025-12-15,0,0,0
org_00431,2025-12-22,1,1,1
org_00431,2025-12-29,0,0,0
org_00432,2025-01-27,1,7,3
org_00432,2025-02-03,2,2,1
org_00432,2025-02-10,2,4,3
org_00432,2025-02-17,1,5,1
org_00432,2025-02-24,1,6,5
org_00432,2025-03-03,2,2,2
org_00432,2025-03-10,1,3,2
org_00432,2025-03-17,1,1,1
org_00432,2025-03-24,1,7,1
org_00432,2025-03-31,1,3,2
org_00432,2025-04-07,1,6,3
org_00432,2025-04-14,1,3,1
org_00432,2025-04-21,0,0,0
org_00432,2025-04-28,1,4,3
org_00432,2025-05-05,1,4,2
org_00432,2025-05-12,1,2,2
org_00432,2025-05-19,1,4,4
org_00432,2025-05-26,2,4,2
org_00432,2025-06-02,1,4,2
org_00432,2025-06-09,1,4,4
org_00432,2025-06-16,1,4,3
org_00432,2025-06-23,1,5,2
org_00432,2025-06-30,1,2,1
org_00432,2025-07-07,1,1,3
org_00432,2025-07-14,2,3,1
org_00432,2025-07-21,1,3,2
org_00432,2025-07-28,1,4,2
org_00432,2025-08-04,1,2,1
org_00432,2025-08-11,1,2,3
org_00432,2025-08-18,1,5,4
org_00432,2025-08-25,0,0,0
org_00432,2025-09-01,2,9,3
org_00432,2025-09-08,2,3,3
org_00432,2025-09-15,1,5,2
org_00432,2025-09-22,1,3,1
org_00432,2025-09-29,1,3,1
org_00432,2025-10-06,1,1,3
org_00432,2025-10-13,1,4,2
org_00432,2025-10-20,1,3,3
org_00432,2025-10-27,1,3,1
org_00432,2025-11-03,1,7,5
org_00432,2025-11-10,1,2,3
org_00432,2025-11-17,2,2,1
org_00432,2025-11-24,1,3,1
org_00432,2025-12-01,0,0,0
org_00432,2025-12-08,2,4,2
org_00432,2025-12-15,1,5,2
org_00432,2025-12-22,2,4,5
org_00432,2025-12-29,1,3,3
org_00432,2026-01-05,1,7,1
org_00432,2026-01-12,1,5,2
org_00432,2026-01-19,1,4,2
org_00432,2026-01-26,1,4,3
org_00432,2026-02-02,1,6,2
org_00432,2026-02-09,1,5,1
org_00432,2026-02-16,1,5,2
org_00432,2026-02-23,0,0,0
org_00432,2026-03-02,0,0,0
org_00432,2026-03-09,1,4,4
org_00432,2026-03-16,1,1,3
org_00432,2026-03-23,1,1,1
org_00432,2026-03-30,1,4,2
org_00432,2026-04-06,2,3,3
org_00432,2026-04-13,1,1,5
org_00432,2026-04-20,1,1,1
org_00432,2026-04-27,2,7,2
org_00433,2025-10-27,5,22,4
org_00433,2025-11-03,6,29,2
org_00433,2025-11-10,6,32,2
org_00433,2025-11-17,5,29,1
org_00433,2025-11-24,6,41,3
org_00433,2025-12-01,5,28,4
org_00433,2025-12-08,6,42,4
org_00433,2025-12-15,6,35,5
org_00433,2025-12-22,6,33,4
org_00433,2025-12-29,4,46,3
org_00433,2026-01-05,4,27,3
org_00433,2026-01-12,6,47,3
org_00433,2026-01-19,6,36,2
org_00433,2026-01-26,5,42,4
org_00433,2026-02-02,6,38,4
org_00433,2026-02-09,6,36,4
org_00433,2026-02-16,6,47,2
org_00433,2026-02-23,5,36,4
org_00433,2026-03-02,6,36,4
org_00433,2026-03-09,6,36,4
org_00433,2026-03-16,6,46,3
org_00433,2026-03-23,5,39,4
org_00433,2026-03-30,6,42,6
org_00433,2026-04-06,6,33,4
org_00433,2026-04-13,5,43,3
org_00433,2026-04-20,6,37,3
org_00433,2026-04-27,6,39,1
org_00434,2025-08-04,3,17,2
org_00434,2025-08-11,2,11,1
org_00434,2025-08-18,1,15,4
org_00434,2025-08-25,3,16,1
org_00434,2025-09-01,2,5,2
org_00434,2025-09-08,4,11,3
org_00434,2025-09-15,2,6,1
org_00434,2025-09-22,1,7,1
org_00434,2025-09-29,1,6,3
org_00434,2025-10-06,2,4,2
org_00434,2025-10-13,1,1,2
org_00434,2025-10-20,3,5,5
org_00434,2025-10-27,1,3,3
org_00434,2025-11-03,1,1,3
org_00434,2025-11-10,1,2,1
org_00434,2025-11-17,1,2,2
org_00434,2025-11-24,1,1,1
org_00434,2025-12-01,1,3,1
org_00434,2025-12-08,1,1,2
org_00434,2025-12-15,0,0,0
org_00434,2025-12-22,0,0,0
org_00434,2025-12-29,2,1,1
org_00434,2026-01-05,1,2,3
org_00434,2026-01-12,1,1,3
org_00434,2026-01-19,0,0,0
org_00434,2026-01-26,1,1,1
org_00434,2026-02-02,1,1,1
org_00435,2025-04-21,1,13,3
org_00435,2025-04-28,1,11,3
org_00435,2025-05-05,3,15,2
org_00435,2025-05-12,3,16,1
org_00435,2025-05-19,3,11,2
org_00435,2025-05-26,3,12,1
org_00435,2025-06-02,4,12,2
org_00435,2025-06-09,3,15,4
org_00435,2025-06-16,5,12,3
org_00435,2025-06-23,2,11,1
org_00435,2025-06-30,3,18,1
org_00435,2025-07-07,2,13,3
org_00435,2025-07-14,4,6,2
org_00435,2025-07-21,2,15,2
org_00435,2025-07-28,2,15,3
org_00435,2025-08-04,2,11,5
org_00435,2025-08-11,2,11,2
org_00435,2025-08-18,1,8,3
org_00435,2025-08-25,2,12,2
org_00435,2025-09-01,2,19,1
org_00435,2025-09-08,2,11,3
org_00435,2025-09-15,4,7,3
org_00435,2025-09-22,5,20,1
org_00435,2025-09-29,5,11,3
org_00435,2025-10-06,5,16,4
org_00435,2025-10-13,3,13,5
org_00435,2025-10-20,5,12,2
org_00435,2025-10-27,4,16,3
org_00435,2025-11-03,4,18,5
org_00435,2025-11-10,3,11,4
org_00435,2025-11-17,2,9,2
org_00435,2025-11-24,3,14,2
org_00435,2025-12-01,3,9,3
org_00435,2025-12-08,3,9,5
org_00435,2025-12-15,2,10,4
org_00435,2025-12-22,4,15,3
org_00435,2025-12-29,2,12,3
org_00435,2026-01-05,2,17,5
org_00435,2026-01-12,2,16,4
org_00435,2026-01-19,2,12,3
org_00435,2026-01-26,2,18,2
org_00435,2026-02-02,3,13,3
org_00435,2026-02-09,7,9,2
org_00435,2026-02-16,1,11,2
org_00435,2026-02-23,4,9,4
org_00435,2026-03-02,2,9,2
org_00435,2026-03-09,3,10,2
org_00435,2026-03-16,4,9,4
org_00435,2026-03-23,4,13,5
org_00435,2026-03-30,4,9,3
org_00435,2026-04-06,6,16,3
org_00435,2026-04-13,3,10,2
org_00435,2026-04-20,3,15,1
org_00435,2026-04-27,2,8,1
org_00436,2025-09-08,5,11,5
org_00436,2025-09-15,3,15,2
org_00436,2025-09-22,3,6,1
org_00436,2025-09-29,5,13,4
org_00436,2025-10-06,2,13,4
org_00436,2025-10-13,4,14,1
org_00436,2025-10-20,2,13,4
org_00436,2025-10-27,4,10,2
org_00436,2025-11-03,3,9,1
org_00436,2025-11-10,4,11,4
org_00436,2025-11-17,3,15,4
org_00436,2025-11-24,2,5,1
org_00436,2025-12-01,2,3,2
org_00436,2025-12-08,1,3,2
org_00436,2025-12-15,2,5,4
org_00436,2025-12-22,1,5,6
org_00436,2025-12-29,3,20,3
org_00436,2026-01-05,3,12,6
org_00436,2026-01-12,4,20,1
org_00436,2026-01-19,4,20,6
org_00436,2026-01-26,4,12,2
org_00436,2026-02-02,3,9,3
org_00436,2026-02-09,2,11,2
org_00436,2026-02-16,2,10,2
org_00436,2026-02-23,3,12,3
org_00436,2026-03-02,4,11,1
org_00436,2026-03-09,1,11,3
org_00436,2026-03-16,3,17,3
org_00436,2026-03-23,3,16,3
org_00436,2026-03-30,3,11,2
org_00436,2026-04-06,3,11,5
org_00436,2026-04-13,3,9,2
org_00436,2026-04-20,3,14,2
org_00436,2026-04-27,2,15,2
org_00437,2025-05-12,3,17,3
org_00437,2025-05-19,2,11,1
org_00437,2025-05-26,5,11,5
org_00437,2025-06-02,2,7,2
org_00437,2025-06-09,2,10,3
org_00437,2025-06-16,2,9,3
org_00437,2025-06-23,2,4,2
org_00437,2025-06-30,2,7,3
org_00437,2025-07-07,3,6,4
org_00437,2025-07-14,2,4,1
org_00437,2025-07-21,2,5,2
org_00437,2025-07-28,1,4,3
org_00437,2025-08-04,1,2,2
org_00437,2025-08-11,1,2,2
org_00437,2025-08-18,2,7,1
org_00437,2025-08-25,2,1,2
org_00437,2025-09-01,1,3,2
org_00437,2025-09-08,0,0,0
org_00437,2025-09-15,1,1,2
org_00437,2025-09-22,0,0,0
org_00437,2025-09-29,0,0,0
org_00437,2025-10-06,1,1,1
org_00437,2025-10-13,1,1,1
org_00437,2025-10-20,1,1,1
org_00437,2025-10-27,0,0,0
org_00437,2025-11-03,0,0,0
org_00437,2025-11-10,0,0,0
org_00438,2025-04-28,3,16,2
org_00438,2025-05-05,1,8,5
org_00438,2025-05-12,2,5,2
org_00438,2025-05-19,3,12,1
org_00438,2025-05-26,2,6,3
org_00438,2025-06-02,3,4,3
org_00438,2025-06-09,1,8,3
org_00438,2025-06-16,3,5,5
org_00438,2025-06-23,1,9,2
org_00438,2025-06-30,2,4,1
org_00438,2025-07-07,2,2,1
org_00438,2025-07-14,1,4,3
org_00438,2025-07-21,1,1,2
org_00438,2025-07-28,1,1,2
org_00438,2025-08-04,2,2,1
org_00438,2025-08-11,0,0,0
org_00438,2025-08-18,1,2,3
org_00438,2025-08-25,1,4,2
org_00438,2025-09-01,1,1,1
org_00438,2025-09-08,1,1,4
org_00438,2025-09-15,1,1,1
org_00438,2025-09-22,1,2,2
org_00438,2025-09-29,2,1,1
org_00438,2025-10-06,1,1,2
org_00438,2025-10-13,1,1,1
org_00438,2025-10-20,0,0,0
org_00438,2025-10-27,0,0,0
org_00439,2025-03-17,3,5,1
org_00439,2025-03-24,2,6,2
org_00439,2025-03-31,1,9,3
org_00439,2025-04-07,1,13,2
org_00439,2025-04-14,1,8,2
org_00439,2025-04-21,1,4,3
org_00439,2025-04-28,2,8,2
org_00439,2025-05-05,1,5,1
org_00439,2025-05-12,4,10,3
org_00439,2025-05-19,1,7,2
org_00439,2025-05-26,3,4,2
org_00439,2025-06-02,1,11,2
org_00439,2025-06-09,2,8,2
org_00439,2025-06-16,1,4,2
org_00439,2025-06-23,1,7,2
org_00439,2025-06-30,3,10,1
org_00439,2025-07-07,3,2,2
org_00439,2025-07-14,4,14,3
org_00439,2025-07-21,2,5,3
org_00439,2025-07-28,2,9,2
org_00439,2025-08-04,3,4,1
org_00439,2025-08-11,2,11,3
org_00439,2025-08-18,1,5,2
org_00439,2025-08-25,1,2,1
org_00439,2025-09-01,2,6,3
org_00439,2025-09-08,3,13,2
org_00439,2025-09-15,2,6,1
org_00439,2025-09-22,1,6,1
org_00439,2025-09-29,1,10,1
org_00439,2025-10-06,3,9,5
org_00439,2025-10-13,2,13,3
org_00439,2025-10-20,1,6,1
org_00439,2025-10-27,1,6,1
org_00439,2025-11-03,2,12,1
org_00439,2025-11-10,1,6,1
org_00439,2025-11-17,1,6,2
org_00439,2025-11-24,2,10,4
org_00439,2025-12-01,1,6,2
org_00439,2025-12-08,2,1,2
org_00439,2025-12-15,1,7,3
org_00439,2025-12-22,1,4,1
org_00439,2025-12-29,1,6,2
org_00439,2026-01-05,2,4,1
org_00439,2026-01-12,1,14,4
org_00439,2026-01-19,2,5,1
org_00439,2026-01-26,1,6,3
org_00439,2026-02-02,2,7,4
org_00439,2026-02-09,3,5,4
org_00439,2026-02-16,3,4,3
org_00439,2026-02-23,1,6,4
org_00439,2026-03-02,1,10,6
org_00439,2026-03-09,1,11,2
org_00439,2026-03-16,1,9,6
org_00439,2026-03-23,1,6,2
org_00439,2026-03-30,1,4,2
org_00439,2026-04-06,2,5,1
org_00439,2026-04-13,1,8,3
org_00439,2026-04-20,2,10,1
org_00439,2026-04-27,3,8,1
org_00440,2025-12-15,6,37,5
org_00440,2025-12-22,5,29,2
org_00440,2025-12-29,7,29,2
org_00440,2026-01-05,7,26,2
org_00440,2026-01-12,3,17,6
org_00440,2026-01-19,2,16,3
org_00440,2026-01-26,3,21,4
org_00440,2026-02-02,3,12,3
org_00440,2026-02-09,3,14,3
org_00440,2026-02-16,3,8,4
org_00440,2026-02-23,3,5,3
org_00440,2026-03-02,1,11,3
org_00440,2026-03-09,2,10,3
org_00440,2026-03-16,1,5,1
org_00440,2026-03-23,1,6,3
org_00440,2026-03-30,1,6,4
org_00440,2026-04-06,2,8,1
org_00440,2026-04-13,3,3,3
org_00440,2026-04-20,2,2,1
org_00440,2026-04-27,2,2,1
org_00441,2025-06-30,1,3,3
org_00441,2025-07-07,1,4,6
org_00441,2025-07-14,2,1,1
org_00441,2025-07-21,1,1,2
org_00441,2025-07-28,0,0,0
org_00441,2025-08-04,0,0,0
org_00441,2025-08-11,1,2,2
org_00441,2025-08-18,1,1,1
org_00441,2025-08-25,0,0,0
org_00441,2025-09-01,1,1,1
org_00441,2025-09-08,1,1,1
org_00441,2025-09-15,0,0,0
org_00441,2025-09-22,1,3,2
org_00441,2025-09-29,0,0,0
org_00441,2025-10-06,1,2,4
org_00441,2025-10-13,0,0,0
org_00441,2025-10-20,0,0,0
org_00441,2025-10-27,0,0,0
org_00441,2025-11-03,1,1,2
org_00441,2025-11-10,0,0,0
org_00441,2025-11-17,0,0,0
org_00441,2025-11-24,0,0,0
org_00441,2025-12-01,0,0,0
org_00441,2025-12-08,1,1,1
org_00441,2025-12-15,0,0,0
org_00441,2025-12-22,0,0,0
org_00441,2025-12-29,0,0,0
org_00442,2025-01-20,4,18,1
org_00442,2025-01-27,2,19,4
org_00442,2025-02-03,2,11,1
org_00442,2025-02-10,6,17,1
org_00442,2025-02-17,2,10,3
org_00442,2025-02-24,3,6,2
org_00442,2025-03-03,1,9,2
org_00442,2025-03-10,4,4,3
org_00442,2025-03-17,1,4,2
org_00442,2025-03-24,2,5,3
org_00442,2025-03-31,1,4,1
org_00442,2025-04-07,2,6,2
org_00442,2025-04-14,2,1,1
org_00442,2025-04-21,1,5,2
org_00442,2025-04-28,1,4,6
org_00442,2025-05-05,1,3,2
org_00442,2025-05-12,1,1,2
org_00442,2025-05-19,1,1,4
org_00442,2025-05-26,2,1,2
org_00442,2025-06-02,2,1,1
org_00442,2025-06-09,1,1,1
org_00442,2025-06-16,1,1,1
org_00442,2025-06-23,0,0,0
org_00442,2025-06-30,1,1,1
org_00442,2025-07-07,0,0,0
org_00442,2025-07-14,1,1,2
org_00442,2025-07-21,1,1,1
org_00443,2025-12-01,2,9,2
org_00443,2025-12-08,1,5,2
org_00443,2025-12-15,1,7,4
org_00443,2025-12-22,1,5,4
org_00443,2025-12-29,1,5,3
org_00443,2026-01-05,1,3,1
org_00443,2026-01-12,1,7,3
org_00443,2026-01-19,1,2,2
org_00443,2026-01-26,1,3,1
org_00443,2026-02-02,1,2,2
org_00443,2026-02-09,1,4,2
org_00443,2026-02-16,1,4,2
org_00443,2026-02-23,1,1,1
org_00443,2026-03-02,1,1,1
org_00443,2026-03-09,0,0,0
org_00443,2026-03-16,0,0,0
org_00443,2026-03-23,1,2,1
org_00443,2026-03-30,0,0,0
org_00443,2026-04-06,0,0,0
org_00443,2026-04-13,0,0,0
org_00443,2026-04-20,0,0,0
org_00443,2026-04-27,1,2,3
org_00444,2025-01-06,1,3,3
org_00444,2025-01-13,0,0,0
org_00444,2025-01-20,1,3,2
org_00444,2025-01-27,1,6,4
org_00444,2025-02-03,1,2,1
org_00444,2025-02-10,2,3,1
org_00444,2025-02-17,0,0,0
org_00444,2025-02-24,0,0,0
org_00444,2025-03-03,1,2,3
org_00444,2025-03-10,1,1,1
org_00444,2025-03-17,1,2,2
org_00444,2025-03-24,0,0,0
org_00444,2025-03-31,0,0,0
org_00444,2025-04-07,0,0,0
org_00444,2025-04-14,1,1,1
org_00444,2025-04-21,0,0,0
org_00444,2025-04-28,0,0,0
org_00444,2025-05-05,0,0,0
org_00444,2025-05-12,0,0,0
org_00444,2025-05-19,0,0,0
org_00444,2025-05-26,0,0,0
org_00444,2025-06-02,0,0,0
org_00444,2025-06-09,0,0,0
org_00444,2025-06-16,0,0,0
org_00444,2025-06-23,0,0,0
org_00444,2025-06-30,1,1,4
org_00444,2025-07-07,0,0,0
org_00445,2025-03-24,2,4,1
org_00445,2025-03-31,1,5,2
org_00445,2025-04-07,1,5,3
org_00445,2025-04-14,1,5,5
org_00445,2025-04-21,1,3,2
org_00445,2025-04-28,1,7,5
org_00445,2025-05-05,1,1,3
org_00445,2025-05-12,1,3,1
org_00445,2025-05-19,1,2,3
org_00445,2025-05-26,1,2,1
org_00445,2025-06-02,0,0,0
org_00445,2025-06-09,1,2,2
org_00445,2025-06-16,0,0,0
org_00445,2025-06-23,1,1,3
org_00445,2025-06-30,0,0,0
org_00445,2025-07-07,0,0,0
org_00445,2025-07-14,0,0,0
org_00445,2025-07-21,0,0,0
org_00445,2025-07-28,0,0,0
org_00445,2025-08-04,1,1,3
org_00445,2025-08-11,0,0,0
org_00445,2025-08-18,0,0,0
org_00445,2025-08-25,0,0,0
org_00445,2025-09-01,0,0,0
org_00445,2025-09-08,0,0,0
org_00445,2025-09-15,0,0,0
org_00445,2025-09-22,0,0,0
org_00446,2025-09-29,2,6,2
org_00446,2025-10-06,2,5,3
org_00446,2025-10-13,3,4,4
org_00446,2025-10-20,1,4,2
org_00446,2025-10-27,2,2,3
org_00446,2025-11-03,1,7,3
org_00446,2025-11-10,0,0,0
org_00446,2025-11-17,1,2,1
org_00446,2025-11-24,1,2,2
org_00446,2025-12-01,1,1,1
org_00447,2025-09-29,1,41,2
org_00447,2025-10-06,1,31,4
org_00447,2025-10-13,1,19,2
org_00447,2025-10-20,1,20,4
org_00447,2025-10-27,1,25,6
org_00447,2025-11-03,1,24,2
org_00447,2025-11-10,1,17,3
org_00447,2025-11-17,1,23,3
org_00447,2025-11-24,1,17,3
org_00447,2025-12-01,1,4,1
org_00447,2025-12-08,1,8,2
org_00447,2025-12-15,1,8,3
org_00447,2025-12-22,1,3,2
org_00447,2025-12-29,1,7,1
org_00447,2026-01-05,1,12,2
org_00447,2026-01-12,1,4,2
org_00447,2026-01-19,1,7,2
org_00447,2026-01-26,1,1,3
org_00447,2026-02-02,1,3,3
org_00447,2026-02-09,1,4,4
org_00447,2026-02-16,1,1,1
org_00447,2026-02-23,0,0,0
org_00447,2026-03-02,1,3,1
org_00447,2026-03-09,1,2,1
org_00447,2026-03-16,0,0,0
org_00447,2026-03-23,1,1,1
org_00447,2026-03-30,0,0,0
org_00448,2025-04-07,1,16,4
org_00448,2025-04-14,1,17,3
org_00448,2025-04-21,1,17,4
org_00448,2025-04-28,1,22,4
org_00448,2025-05-05,1,21,3
org_00448,2025-05-12,1,22,2
org_00448,2025-05-19,1,16,2
org_00448,2025-05-26,1,21,3
org_00448,2025-06-02,1,9,1
org_00448,2025-06-09,1,20,5
org_00448,2025-06-16,1,18,4
org_00448,2025-06-23,1,16,3
org_00448,2025-06-30,1,20,6
org_00448,2025-07-07,1,15,1
org_00448,2025-07-14,1,15,4
org_00448,2025-07-21,1,17,6
org_00448,2025-07-28,1,19,3
org_00448,2025-08-04,1,14,6
org_00448,2025-08-11,1,13,4
org_00448,2025-08-18,1,16,5
org_00448,2025-08-25,1,19,2
org_00448,2025-09-01,1,9,4
org_00448,2025-09-08,1,18,3
org_00448,2025-09-15,1,21,1
org_00448,2025-09-22,1,17,6
org_00448,2025-09-29,1,18,1
org_00448,2025-10-06,1,9,2
org_00448,2025-10-13,1,18,5
org_00448,2025-10-20,1,22,3
org_00448,2025-10-27,1,17,2
org_00448,2025-11-03,1,19,3
org_00448,2025-11-10,1,20,2
org_00448,2025-11-17,1,17,2
org_00448,2025-11-24,1,17,2
org_00448,2025-12-01,1,18,4
org_00448,2025-12-08,1,24,4
org_00448,2025-12-15,1,16,2
org_00448,2025-12-22,1,14,1
org_00448,2025-12-29,1,15,4
org_00448,2026-01-05,1,17,4
org_00448,2026-01-12,1,18,3
org_00448,2026-01-19,1,25,2
org_00448,2026-01-26,1,21,4
org_00448,2026-02-02,1,17,4
org_00448,2026-02-09,1,18,6
org_00448,2026-02-16,1,11,2
org_00448,2026-02-23,1,11,3
org_00448,2026-03-02,1,17,3
org_00448,2026-03-09,1,15,3
org_00448,2026-03-16,1,18,2
org_00448,2026-03-23,1,15,4
org_00448,2026-03-30,1,18,1
org_00448,2026-04-06,1,16,2
org_00448,2026-04-13,1,19,2
org_00448,2026-04-20,1,15,5
org_00448,2026-04-27,1,23,4
org_00449,2025-09-29,2,5,2
org_00449,2025-10-06,2,6,3
org_00449,2025-10-13,2,3,2
org_00449,2025-10-20,2,4,1
org_00449,2025-10-27,1,3,2
org_00449,2025-11-03,1,4,1
org_00449,2025-11-10,1,4,4
org_00449,2025-11-17,1,2,1
org_00449,2025-11-24,1,3,1
org_00449,2025-12-01,1,4,4
org_00449,2025-12-08,1,2,2
org_00449,2025-12-15,1,4,3
org_00449,2025-12-22,0,0,0
org_00449,2025-12-29,1,3,3
org_00449,2026-01-05,1,3,2
org_00449,2026-01-12,1,1,2
org_00449,2026-01-19,1,1,2
org_00449,2026-01-26,1,1,1
org_00449,2026-02-02,0,0,0
org_00449,2026-02-09,1,1,2
org_00449,2026-02-16,1,1,1
org_00449,2026-02-23,2,3,2
org_00449,2026-03-02,0,0,0
org_00449,2026-03-09,0,0,0
org_00449,2026-03-16,0,0,0
org_00449,2026-03-23,0,0,0
org_00449,2026-03-30,0,0,0
org_00450,2025-01-06,5,15,2
org_00450,2025-01-13,3,16,2
org_00450,2025-01-20,3,16,1
org_00450,2025-01-27,1,17,5
org_00450,2025-02-03,2,11,1
org_00450,2025-02-10,2,13,3
org_00450,2025-02-17,1,5,1
org_00450,2025-02-24,2,11,4
org_00450,2025-03-03,2,7,2
org_00450,2025-03-10,2,5,2
org_00450,2025-03-17,2,3,3
org_00450,2025-03-24,0,0,0
org_00450,2025-03-31,1,7,3
org_00450,2025-04-07,1,4,2
org_00450,2025-04-14,1,1,1
org_00450,2025-04-21,1,1,2
org_00450,2025-04-28,2,2,1
org_00450,2025-05-05,0,0,0
org_00450,2025-05-12,1,2,3
org_00450,2025-05-19,1,3,1
org_00450,2025-05-26,2,2,1
org_00450,2025-06-02,1,1,1
org_00450,2025-06-09,1,1,1
org_00450,2025-06-16,1,1,4
org_00450,2025-06-23,2,1,2
org_00450,2025-06-30,0,0,0
org_00450,2025-07-07,1,2,2
org_00451,2025-06-23,2,18,3
org_00451,2025-06-30,2,17,2
org_00451,2025-07-07,2,16,2
org_00451,2025-07-14,1,15,1
org_00451,2025-07-21,2,21,4
org_00451,2025-07-28,1,24,2
org_00451,2025-08-04,1,23,5
org_00451,2025-08-11,1,22,1
org_00451,2025-08-18,2,17,2
org_00451,2025-08-25,2,21,5
org_00451,2025-09-01,1,24,5
org_00451,2025-09-08,2,21,3
org_00451,2025-09-15,2,19,2
org_00451,2025-09-22,1,22,2
org_00451,2025-09-29,1,16,3
org_00451,2025-10-06,1,18,4
org_00451,2025-10-13,1,26,3
org_00451,2025-10-20,1,19,4
org_00451,2025-10-27,1,26,6
org_00451,2025-11-03,2,21,6
org_00451,2025-11-10,1,10,5
org_00451,2025-11-17,1,19,3
org_00451,2025-11-24,2,19,4
org_00451,2025-12-01,1,20,2
org_00451,2025-12-08,2,20,3
org_00451,2025-12-15,2,20,2
org_00451,2025-12-22,2,29,3
org_00451,2025-12-29,2,21,3
org_00451,2026-01-05,1,19,1
org_00451,2026-01-12,1,20,4
org_00451,2026-01-19,2,22,4
org_00451,2026-01-26,2,21,2
org_00451,2026-02-02,2,26,3
org_00451,2026-02-09,2,22,5
org_00451,2026-02-16,1,21,4
org_00451,2026-02-23,2,33,4
org_00451,2026-03-02,2,22,1
org_00451,2026-03-09,1,24,2
org_00451,2026-03-16,1,20,2
org_00451,2026-03-23,1,20,4
org_00451,2026-03-30,2,19,3
org_00451,2026-04-06,1,15,4
org_00451,2026-04-13,2,26,3
org_00451,2026-04-20,1,20,2
org_00451,2026-04-27,2,19,3
org_00452,2025-12-22,3,11,3
org_00452,2025-12-29,4,10,3
org_00452,2026-01-05,1,5,3
org_00452,2026-01-12,2,6,4
org_00452,2026-01-19,1,7,2
org_00452,2026-01-26,1,3,1
org_00452,2026-02-02,2,5,4
org_00452,2026-02-09,1,6,1
org_00452,2026-02-16,3,5,2
org_00452,2026-02-23,1,2,1
org_00452,2026-03-02,2,5,2
org_00452,2026-03-09,2,2,2
org_00452,2026-03-16,1,3,3
org_00452,2026-03-23,1,2,2
org_00452,2026-03-30,0,0,0
org_00452,2026-04-06,1,4,1
org_00452,2026-04-13,1,1,2
org_00452,2026-04-20,0,0,0
org_00452,2026-04-27,1,3,2
org_00453,2025-06-23,1,10,1
org_00453,2025-06-30,2,12,6
org_00453,2025-07-07,1,9,1
org_00453,2025-07-14,3,5,5
org_00453,2025-07-21,3,13,4
org_00453,2025-07-28,1,8,3
org_00453,2025-08-04,1,8,4
org_00453,2025-08-11,2,11,3
org_00453,2025-08-18,3,13,1
org_00453,2025-08-25,2,16,3
org_00453,2025-09-01,1,11,2
org_00453,2025-09-08,5,12,2
org_00453,2025-09-15,2,11,3
org_00453,2025-09-22,3,10,5
org_00453,2025-09-29,2,11,2
org_00453,2025-10-06,2,8,3
org_00453,2025-10-13,5,6,3
org_00453,2025-10-20,3,6,2
org_00453,2025-10-27,2,15,5
org_00453,2025-11-03,2,9,5
org_00453,2025-11-10,2,10,3
org_00453,2025-11-17,3,13,3
org_00453,2025-11-24,3,10,2
org_00453,2025-12-01,2,1,1
org_00453,2025-12-08,3,9,3
org_00453,2025-12-15,1,3,2
org_00453,2025-12-22,2,2,3
org_00453,2025-12-29,1,5,4
org_00453,2026-01-05,4,14,3
org_00453,2026-01-12,4,14,2
org_00453,2026-01-19,5,6,3
org_00453,2026-01-26,4,13,4
org_00453,2026-02-02,3,8,3
org_00453,2026-02-09,2,7,5
org_00453,2026-02-16,1,6,2
org_00453,2026-02-23,2,6,5
org_00453,2026-03-02,2,6,1
org_00453,2026-03-09,4,10,1
org_00453,2026-03-16,3,8,2
org_00453,2026-03-23,4,14,3
org_00453,2026-03-30,3,13,3
org_00453,2026-04-06,2,10,5
org_00453,2026-04-13,2,14,2
org_00453,2026-04-20,3,11,2
org_00453,2026-04-27,2,10,3
org_00454,2025-12-29,2,7,4
org_00454,2026-01-05,2,7,2
org_00454,2026-01-12,3,5,2
org_00454,2026-01-19,1,6,2
org_00454,2026-01-26,4,5,2
org_00454,2026-02-02,2,1,1
org_00454,2026-02-09,0,0,0
org_00454,2026-02-16,0,0,0
org_00454,2026-02-23,1,2,1
org_00454,2026-03-02,1,1,2
org_00454,2026-03-09,1,3,3
org_00454,2026-03-16,1,2,1
org_00454,2026-03-23,1,1,3
org_00454,2026-03-30,0,0,0
org_00454,2026-04-06,0,0,0
org_00454,2026-04-13,2,1,2
org_00454,2026-04-20,3,1,1
org_00454,2026-04-27,0,0,0
org_00455,2025-01-20,1,6,1
org_00455,2025-01-27,1,10,1
org_00455,2025-02-03,1,5,2
org_00455,2025-02-10,1,5,3
org_00455,2025-02-17,1,2,2
org_00455,2025-02-24,1,2,2
