subscription_id,org_id,plan_type,mrr_amount,start_date,end_date,status,churn_reason
sub_000376,org_00364,Starter,49.0,2025-04-23,2025-07-11,churned,
sub_000377,org_00367,Trial,0.0,2025-07-24,2025-08-07,trial_ended,
sub_000378,org_00368,Trial,0.0,2025-07-30,2025-08-13,trial_ended,
sub_000379,org_00371,Trial,0.0,2025-08-01,2025-08-15,trial_ended,
sub_000380,org_00372,Trial,0.0,2025-07-09,2025-07-23,trial_ended,
sub_000381,org_00375,Trial,0.0,2025-09-01,2025-09-15,trial_ended,
sub_000382,org_00375,Growth,149.0,2025-09-17,,active,
sub_000383,org_00376,Trial,0.0,2025-06-30,2025-07-14,trial_ended,
sub_000384,org_00376,Starter,49.0,2025-07-15,,active,
sub_000385,org_00377,Trial,0.0,2025-12-30,2026-01-13,trial_ended,
sub_000386,org_00377,Growth,149.0,2026-01-15,2026-02-20,churned,Low adoption
sub_000387,org_00380,Trial,0.0,2025-10-27,2025-11-10,trial_ended,
sub_000388,org_00380,Starter,49.0,2025-11-11,,active,
sub_000389,org_00381,Trial,0.0,2025-04-17,2025-05-01,trial_ended,
sub_000390,org_00382,Trial,0.0,2025-09-27,2025-10-11,trial_ended,
sub_000391,org_00383,Trial,0.0,2025-05-30,2025-06-13,trial_ended,
sub_000392,org_00383,Growth,149.0,2025-06-15,,active,
sub_000393,org_00384,Trial,0.0,2025-02-09,2025-02-23,trial_ended,
sub_000394,org_00384,Starter,49.0,2025-02-26,,active,
sub_000395,org_00385,Trial,0.0,2025-03-26,2025-04-09,trial_ended,
sub_000396,org_00386,Trial,0.0,2025-08-10,2025-08-24,trial_ended,
sub_000397,org_00386,Growth,149.0,2025-08-24,,active,
sub_000398,org_00387,Trial,0.0,2025-01-12,2025-01-26,trial_ended,
sub_000399,org_00388,Trial,0.0,2025-07-02,2025-07-16,trial_ended,
sub_000400,org_00388,Growth,149.0,2025-07-19,,active,
sub_000401,org_00391,Trial,0.0,2025-12-15,2025-12-29,trial_ended,
sub_000402,org_00391,Growth,149.0,2025-12-30,,active,
sub_000403,org_00393,Trial,0.0,2025-06-12,2025-06-26,trial_ended,
sub_000404,org_00393,Business,399.0,2025-06-28,,active,
sub_000405,org_00394,Trial,0.0,2025-08-20,2025-09-03,trial_ended,
sub_000406,org_00395,Trial,0.0,2025-04-17,2025-05-01,trial_ended,
sub_000407,org_00395,Growth,149.0,2025-05-01,2025-07-19,churned,Low adoption
sub_000408,org_00396,Trial,0.0,2025-10-30,2025-11-13,trial_ended,
sub_000409,org_00397,Trial,0.0,2025-12-24,2026-01-07,trial_ended,
sub_000410,org_00398,Trial,0.0,2025-12-27,2026-01-10,trial_ended,
sub_000411,org_00398,Growth,149.0,2026-01-13,,active,
sub_000412,org_00399,Trial,0.0,2025-11-17,2025-12-01,trial_ended,
sub_000413,org_00399,Growth,149.0,2025-12-02,,active,
sub_000414,org_00401,Trial,0.0,2025-12-21,2026-01-04,trial_ended,
sub_000415,org_00401,Growth,149.0,2026-01-06,,active,
sub_000416,org_00403,Trial,0.0,2025-06-20,2025-07-04,trial_ended,
sub_000417,org_00403,Growth,149.0,2025-07-04,,active,
sub_000418,org_00405,Trial,0.0,2025-12-17,2025-12-31,trial_ended,
sub_000419,org_00406,Trial,0.0,2025-05-24,2025-06-07,trial_ended,
sub_000420,org_00407,Trial,0.0,2025-09-29,2025-10-13,trial_ended,
sub_000421,org_00408,Trial,0.0,2025-09-21,2025-10-05,trial_ended,
sub_000422,org_00409,Trial,0.0,2025-03-27,2025-04-10,trial_ended,
sub_000423,org_00409,Business,399.0,2025-04-10,,active,
sub_000424,org_00410,Trial,0.0,2025-09-04,2025-09-18,trial_ended,
sub_000425,org_00412,Trial,0.0,2025-10-26,2025-11-09,trial_ended,
sub_000426,org_00413,Trial,0.0,2025-02-19,2025-03-05,trial_ended,
sub_000427,org_00413,Growth,149.0,2025-03-05,2025-05-20,churned,
sub_000428,org_00415,Trial,0.0,2025-04-17,2025-05-01,trial_ended,
sub_000429,org_00415,Starter,49.0,2025-05-03,,active,
sub_000430,org_00417,Trial,0.0,2025-03-24,2025-04-07,trial_ended,
sub_000431,org_00418,Trial,0.0,2025-10-02,2025-10-16,trial_ended,
sub_000432,org_00420,Trial,0.0,2025-02-02,2025-02-16,trial_ended,
sub_000433,org_00420,Starter,49.0,2025-02-17,,active,
sub_000434,org_00421,Trial,0.0,2025-08-12,2025-08-26,trial_ended,
sub_000435,org_00422,Trial,0.0,2025-09-29,2025-10-13,trial_ended,
sub_000436,org_00422,Enterprise,999.0,2025-10-14,2025-11-29,churned,Budget
sub_000437,org_00425,Trial,0.0,2025-05-20,2025-06-03,trial_ended,
sub_000438,org_00426,Trial,0.0,2025-03-21,2025-04-04,trial_ended,
sub_000439,org_00427,Trial,0.0,2025-06-14,2025-06-28,trial_ended,
sub_000440,org_00427,Business,399.0,2025-06-29,,active,
sub_000441,org_00429,Trial,0.0,2025-12-15,2025-12-29,trial_ended,
sub_000442,org_00429,Business,399.0,2025-12-29,,active,
sub_000443,org_00430,Trial,0.0,2025-04-19,2025-05-03,trial_ended,
sub_000444,org_00430,Business,399.0,2025-05-06,,active,
sub_000445,org_00432,Trial,0.0,2025-01-29,2025-02-12,trial_ended,
sub_000446,org_00432,Starter,49.0,2025-02-14,,active,
sub_000447,org_00433,Trial,0.0,2025-10-31,2025-11-14,trial_ended,
sub_000448,org_00433,Enterprise,999.0,2025-11-15,,active,
sub_000449,org_00435,Trial,0.0,2025-05-04,2025-05-18,trial_ended,
sub_000450,org_00435,Growth,149.0,2025-05-18,,active,
sub_000451,org_00436,Trial,0.0,2025-09-15,2025-09-29,trial_ended,
sub_000452,org_00436,Starter,49.0,2025-10-01,,active,
sub_000453,org_00437,Trial,0.0,2025-05-24,2025-06-07,trial_ended,
sub_000454,org_00439,Trial,0.0,2025-03-22,2025-04-05,trial_ended,
sub_000455,org_00439,Starter,49.0,2025-04-08,,active,
sub_000456,org_00442,Trial,0.0,2025-01-27,2025-02-10,trial_ended,
sub_000457,org_00445,Trial,0.0,2025-03-27,2025-04-10,trial_ended,
sub_000458,org_00446,Trial,0.0,2025-10-05,2025-10-19,trial_ended,
sub_000459,org_00446,Starter,49.0,2025-10-21,2025-12-11,churned,Budget
sub_000460,org_00447,Trial,0.0,2025-10-07,2025-10-21,trial_ended,
sub_000461,org_00448,Trial,0.0,2025-04-11,2025-04-25,trial_ended,
sub_000462,org_00448,Business,399.0,2025-04-26,,active,
sub_000463,org_00451,Trial,0.0,2025-06-27,2025-07-11,trial_ended,
sub_000464,org_00451,Starter,49.0,2025-07-13,,active,
sub_000465,org_00453,Trial,0.0,2025-06-25,2025-07-09,trial_ended,
sub_000466,org_00453,Starter,49.0,2025-07-10,,active,
sub_000467,org_00454,Trial,0.0,2026-01-03,2026-01-17,trial_ended,
sub_000468,org_00455,Trial,0.0,2025-01-28,2025-02-11,trial_ended,
sub_000469,org_00456,Trial,0.0,2025-07-10,2025-07-24,trial_ended,
sub_000470,org_00456,Starter,49.0,2025-07-26,,active,
sub_000471,org_00457,Trial,0.0,2025-04-13,2025-04-27,trial_ended,
sub_000472,org_00460,Trial,0.0,2025-01-06,2025-01-20,trial_ended,
sub_000473,org_00460,Business,399.0,2025-01-21,,active,
sub_000474,org_00461,Trial,0.0,2025-07-13,2025-07-27,trial_ended,
sub_000475,org_00463,Trial,0.0,2025-07-09,2025-07-23,trial_ended,
sub_000476,org_00463,Starter,49.0,2025-07-23,2025-10-31,churned,Budget
sub_000477,org_00464,Trial,0.0,2025-05-29,2025-06-12,trial_ended,
sub_000478,org_00464,Starter,49.0,2025-06-15,,active,
sub_000479,org_00466,Trial,0.0,2025-01-20,2025-02-03,trial_ended,
sub_000480,org_00467,Trial,0.0,2026-01-01,2026-01-15,trial_ended,
sub_000481,org_00468,Trial,0.0,2025-02-18,2025-03-04,trial_ended,
sub_000482,org_00468,Growth,149.0,2025-03-07,2025-04-23,churned,
sub_000483,org_00469,Trial,0.0,2025-04-27,2025-05-11,trial_ended,
sub_000484,org_00473,Trial,0.0,2025-11-24,2025-12-08,trial_ended,
sub_000485,org_00473,Growth,149.0,2025-12-09,,active,
sub_000486,org_00476,Trial,0.0,2025-03-14,2025-03-28,trial_ended,
sub_000487,org_00478,Trial,0.0,2025-03-08,2025-03-22,trial_ended,
sub_000488,org_00479,Trial,0.0,2025-10-15,2025-10-29,trial_ended,
sub_000489,org_00480,Trial,0.0,2025-05-28,2025-06-11,trial_ended,
sub_000490,org_00480,Enterprise,999.0,2025-06-12,2025-07-22,churned,Low adoption
sub_000491,org_00481,Trial,0.0,2025-11-22,2025-12-06,trial_ended,
sub_000492,org_00481,Business,399.0,2025-12-08,,active,
sub_000493,org_00482,Trial,0.0,2025-03-12,2025-03-26,trial_ended,
sub_000494,org_00486,Trial,0.0,2025-09-17,2025-10-01,trial_ended,
sub_000495,org_00486,Growth,149.0,2025-10-04,2026-01-15,churned,Missing feature
sub_000496,org_00487,Trial,0.0,2025-09-25,2025-10-09,trial_ended,
sub_000497,org_00487,Starter,49.0,2025-10-09,,active,
sub_000498,org_00488,Trial,0.0,2025-06-20,2025-07-04,trial_ended,
sub_000499,org_00488,Business,399.0,2025-07-06,2025-10-11,churned,Missing feature
sub_000500,org_00489,Trial,0.0,2025-08-02,2025-08-16,trial_ended,
sub_000501,org_00489,Business,399.0,2025-08-17,,active,
sub_000502,org_00490,Trial,0.0,2025-09-24,2025-10-08,trial_ended,
sub_000503,org_00490,Growth,149.0,2025-10-11,,active,
sub_000504,org_00491,Trial,0.0,2025-07-05,2025-07-19,trial_ended,
sub_000505,org_00491,Business,399.0,2025-07-21,,active,
sub_000506,org_00492,Trial,0.0,2025-01-08,2025-01-22,trial_ended,
sub_000507,org_00493,Trial,0.0,2025-06-09,2025-06-23,trial_ended,
sub_000508,org_00493,Business,399.0,2025-06-26,,active,
sub_000509,org_00494,Trial,0.0,2025-06-20,2025-07-04,trial_ended,
sub_000510,org_00494,Growth,149.0,2025-07-06,,active,
sub_000511,org_00499,Trial,0.0,2025-05-03,2025-05-17,trial_ended,
sub_000512,org_00499,Growth,149.0,2025-05-19,,active,
sub_000513,org_00500,Trial,0.0,2025-06-27,2025-07-11,trial_ended,
sub_000514,org_00500,Growth,149.0,2025-07-12,,active,
sub_000515,org_00501,Trial,0.0,2025-10-24,2025-11-07,trial_ended,
sub_000516,org_00501,Starter,49.0,2025-11-10,,active,
sub_000517,org_00504,Trial,0.0,2025-11-07,2025-11-21,trial_ended,
sub_000518,org_00504,Growth,149.0,2025-11-22,,active,
sub_000519,org_00506,Trial,0.0,2025-03-22,2025-04-05,trial_ended,
sub_000520,org_00506,Enterprise,999.0,2025-04-07,,active,
sub_000521,org_00507,Trial,0.0,2025-01-23,2025-02-06,trial_ended,
sub_000522,org_00507,Growth,149.0,2025-02-07,2025-05-07,churned,Missing feature
sub_000523,org_00508,Trial,0.0,2025-08-12,2025-08-26,trial_ended,
sub_000524,org_00508,Starter,49.0,2025-08-29,,active,
sub_000525,org_00511,Trial,0.0,2025-04-30,2025-05-14,trial_ended,
sub_000526,org_00511,Business,399.0,2025-05-14,,active,
sub_000527,org_00513,Trial,0.0,2025-03-26,2025-04-09,trial_ended,
sub_000528,org_00513,Business,399.0,2025-04-11,2025-07-28,churned,Low adoption
sub_000529,org_00514,Trial,0.0,2025-03-23,2025-04-06,trial_ended,
sub_000530,org_00515,Trial,0.0,2025-09-17,2025-10-01,trial_ended,
sub_000531,org_00516,Trial,0.0,2026-01-02,2026-01-16,trial_ended,
sub_000532,org_00518,Trial,0.0,2025-11-07,2025-11-21,trial_ended,
sub_000533,org_00518,Starter,49.0,2025-11-21,2026-02-09,churned,Low adoption
sub_000534,org_00519,Trial,0.0,2025-04-23,2025-05-07,trial_ended,
sub_000535,org_00522,Trial,0.0,2025-03-21,2025-04-04,trial_ended,
sub_000536,org_00522,Starter,49.0,2025-04-04,,active,
sub_000537,org_00524,Trial,0.0,2025-10-02,2025-10-16,trial_ended,
sub_000538,org_00524,Enterprise,999.0,2025-10-18,,active,
sub_000539,org_00525,Trial,0.0,2025-12-30,2026-01-13,trial_ended,
sub_000540,org_00526,Trial,0.0,2025-11-06,2025-11-20,trial_ended,
sub_000541,org_00526,Starter,49.0,2025-11-21,2026-02-18,churned,Low adoption
sub_000542,org_00527,Trial,0.0,2025-06-02,2025-06-16,trial_ended,
sub_000543,org_00530,Trial,0.0,2025-12-23,2026-01-06,trial_ended,
sub_000544,org_00530,Growth,149.0,2026-01-07,,active,
sub_000545,org_00531,Trial,0.0,2025-03-22,2025-04-05,trial_ended,
sub_000546,org_00531,Business,399.0,2025-04-06,,active,
sub_000547,org_00532,Trial,0.0,2025-09-14,2025-09-28,trial_ended,
sub_000548,org_00533,Trial,0.0,2025-04-23,2025-05-07,trial_ended,
sub_000549,org_00533,Growth,149.0,2025-05-09,,active,
sub_000550,org_00534,Trial,0.0,2025-08-23,2025-09-06,trial_ended,
sub_000551,org_00534,Growth,149.0,2025-09-09,,active,
sub_000552,org_00536,Trial,0.0,2025-12-19,2026-01-02,trial_ended,
sub_000553,org_00536,Starter,49.0,2026-01-05,,active,
sub_000554,org_00537,Trial,0.0,2025-08-17,2025-08-31,trial_ended,
sub_000555,org_00542,Trial,0.0,2025-05-31,2025-06-14,trial_ended,
sub_000556,org_00542,Starter,49.0,2025-06-16,,active,
sub_000557,org_00543,Trial,0.0,2025-06-29,2025-07-13,trial_ended,
sub_000558,org_00543,Growth,149.0,2025-07-14,,active,
sub_000559,org_00544,Trial,0.0,2025-02-14,2025-02-28,trial_ended,
sub_000560,org_00544,Growth,149.0,2025-03-03,,active,
sub_000561,org_00545,Trial,0.0,2025-08-19,2025-09-02,trial_ended,
sub_000562,org_00545,Starter,49.0,2025-09-03,,active,
sub_000563,org_00548,Trial,0.0,2025-05-05,2025-05-19,trial_ended,
sub_000564,org_00548,Growth,149.0,2025-05-22,2025-09-19,churned,Low adoption
sub_000565,org_00549,Trial,0.0,2025-06-11,2025-06-25,trial_ended,
sub_000566,org_00550,Trial,0.0,2025-08-31,2025-09-14,trial_ended,
sub_000567,org_00551,Trial,0.0,2025-07-30,2025-08-13,trial_ended,
sub_000568,org_00554,Trial,0.0,2025-05-27,2025-06-10,trial_ended,
sub_000569,org_00554,Starter,49.0,2025-06-12,,active,
sub_000570,org_00555,Trial,0.0,2025-05-03,2025-05-17,trial_ended,
sub_000571,org_00556,Trial,0.0,2025-09-18,2025-10-02,trial_ended,
sub_000572,org_00556,Growth,149.0,2025-10-03,,active,
sub_000573,org_00557,Trial,0.0,2025-12-11,2025-12-25,trial_ended,
sub_000574,org_00558,Trial,0.0,2025-05-20,2025-06-03,trial_ended,
sub_000575,org_00558,Growth,149.0,2025-06-03,,active,
sub_000576,org_00559,Trial,0.0,2025-10-02,2025-10-16,trial_ended,
sub_000577,org_00559,Growth,149.0,2025-10-18,,active,
sub_000578,org_00561,Trial,0.0,2025-06-23,2025-07-07,trial_ended,
sub_000579,org_00561,Business,399.0,2025-07-08,,active,
sub_000580,org_00563,Trial,0.0,2025-07-29,2025-08-12,trial_ended,
sub_000581,org_00563,Enterprise,999.0,2025-08-13,,active,
sub_000582,org_00564,Trial,0.0,2025-02-10,2025-02-24,trial_ended,
sub_000583,org_00564,Growth,149.0,2025-02-25,,active,
sub_000584,org_00565,Trial,0.0,2025-12-20,2026-01-03,trial_ended,
sub_000585,org_00566,Trial,0.0,2025-05-28,2025-06-11,trial_ended,
sub_000586,org_00566,Growth,149.0,2025-06-12,,active,
sub_000587,org_00569,Trial,0.0,2025-03-02,2025-03-16,trial_ended,
sub_000588,org_00570,Trial,0.0,2025-10-17,2025-10-31,trial_ended,
sub_000589,org_00571,Trial,0.0,2025-10-03,2025-10-17,trial_ended,
sub_000590,org_00571,Enterprise,999.0,2025-10-19,,active,
sub_000591,org_00572,Trial,0.0,2025-11-14,2025-11-28,trial_ended,
sub_000592,org_00572,Starter,49.0,2025-11-30,2026-03-24,churned,Low adoption
sub_000593,org_00574,Trial,0.0,2025-09-03,2025-09-17,trial_ended,
sub_000594,org_00574,Starter,49.0,2025-09-17,2025-12-25,churned,Low adoption
sub_000595,org_00576,Trial,0.0,2025-07-05,2025-07-19,trial_ended,
sub_000596,org_00576,Growth,149.0,2025-07-21,,active,
sub_000597,org_00577,Trial,0.0,2025-04-01,2025-04-15,trial_ended,
sub_000598,org_00578,Trial,0.0,2025-07-07,2025-07-21,trial_ended,
sub_000599,org_00579,Trial,0.0,2025-08-24,2025-09-07,trial_ended,
sub_000600,org_00580,Trial,0.0,2025-05-07,2025-05-21,trial_ended,
sub_000601,org_00584,Trial,0.0,2025-06-30,2025-07-14,trial_ended,
sub_000602,org_00584,Starter,49.0,2025-07-16,,active,
sub_000603,org_00586,Trial,0.0,2025-10-30,2025-11-13,trial_ended,
sub_000604,org_00586,Growth,149.0,2025-11-14,,active,
sub_000605,org_00587,Trial,0.0,2025-04-17,2025-05-01,trial_ended,
sub_000606,org_00589,Trial,0.0,2025-08-11,2025-08-25,trial_ended,
sub_000607,org_00589,Enterprise,999.0,2025-08-28,2025-10-10,churned,Low adoption
sub_000608,org_00592,Trial,0.0,2025-07-15,2025-07-29,trial_ended,
sub_000609,org_00592,Enterprise,999.0,2025-07-30,,active,
sub_000610,org_00593,Trial,0.0,2025-01-10,2025-01-24,trial_ended,
sub_000611,org_00593,Enterprise,999.0,2025-01-25,,active,
sub_000612,org_00594,Trial,0.0,2025-05-28,2025-06-11,trial_ended,
sub_000613,org_00594,Starter,49.0,2025-06-13,,active,
sub_000614,org_00595,Trial,0.0,2025-05-11,2025-05-25,trial_ended,
sub_000615,org_00596,Trial,0.0,2025-02-13,2025-02-27,trial_ended,
sub_000616,org_00596,Growth,149.0,2025-03-02,,active,
sub_000617,org_00597,Trial,0.0,2025-08-18,2025-09-01,trial_ended,
sub_000618,org_00597,Enterprise,999.0,2025-09-03,,active,
sub_000619,org_00598,Trial,0.0,2025-04-10,2025-04-24,trial_ended,
sub_000620,org_00599,Trial,0.0,2025-09-26,2025-10-10,trial_ended,
sub_000621,org_00599,Growth,149.0,2025-10-12,,active,
sub_000622,org_00600,Trial,0.0,2025-12-22,2026-01-05,trial_ended,
sub_000623,org_00600,Growth,149.0,2026-01-08,2026-04-03,churned,Missing feature
sub_000624,org_00601,Trial,0.0,2025-02-19,2025-03-05,trial_ended,
sub_000625,org_00603,Trial,0.0,2025-03-09,2025-03-23,trial_ended,
sub_000626,org_00603,Business,399.0,2025-03-26,,active,
sub_000627,org_00604,Trial,0.0,2025-06-20,2025-07-04,trial_ended,
sub_000628,org_00607,Trial,0.0,2025-05-25,2025-06-08,trial_ended,
sub_000629,org_00608,Trial,0.0,2025-07-23,2025-08-06,trial_ended,
sub_000630,org_00608,Business,399.0,2025-08-06,,active,
sub_000631,org_00609,Trial,0.0,2025-02-19,2025-03-05,trial_ended,
sub_000632,org_00609,Starter,49.0,2025-03-07,,active,
sub_000633,org_00610,Trial,0.0,2025-05-17,2025-05-31,trial_ended,
sub_000634,org_00610,Starter,49.0,2025-06-01,,active,
sub_000635,org_00611,Trial,0.0,2025-12-04,2025-12-18,trial_ended,
sub_000636,org_00611,Growth,149.0,2025-12-19,,active,
sub_000637,org_00613,Trial,0.0,2025-05-31,2025-06-14,trial_ended,
sub_000638,org_00615,Trial,0.0,2025-07-09,2025-07-23,trial_ended,
sub_000639,org_00616,Trial,0.0,2025-02-12,2025-02-26,trial_ended,
sub_000640,org_00616,Enterprise,999.0,2025-02-26,,active,
sub_000641,org_00617,Trial,0.0,2025-12-22,2026-01-05,trial_ended,
sub_000642,org_00619,Trial,0.0,2025-08-12,2025-08-26,trial_ended,
sub_000643,org_00619,Growth,149.0,2025-08-26,2025-10-23,churned,
sub_000644,org_00620,Trial,0.0,2025-06-19,2025-07-03,trial_ended,
sub_000645,org_00620,Growth,149.0,2025-07-04,,active,
sub_000646,org_00621,Trial,0.0,2025-04-30,2025-05-14,trial_ended,
sub_000647,org_00621,Enterprise,999.0,2025-05-14,,active,
sub_000648,org_00623,Trial,0.0,2025-03-17,2025-03-31,trial_ended,
sub_000649,org_00623,Starter,49.0,2025-04-03,2025-07-12,churned,Budget
sub_000650,org_00627,Trial,0.0,2025-06-25,2025-07-09,trial_ended,
sub_000651,org_00627,Growth,149.0,2025-07-09,,active,
sub_000652,org_00629,Trial,0.0,2025-09-18,2025-10-02,trial_ended,
sub_000653,org_00629,Starter,49.0,2025-10-04,,active,
sub_000654,org_00630,Trial,0.0,2025-08-06,2025-08-20,trial_ended,
sub_000655,org_00630,Growth,149.0,2025-08-22,,active,
sub_000656,org_00632,Trial,0.0,2025-07-12,2025-07-26,trial_ended,
sub_000657,org_00633,Trial,0.0,2025-12-01,2025-12-15,trial_ended,
sub_000658,org_00634,Trial,0.0,2025-01-19,2025-02-02,trial_ended,
sub_000659,org_00637,Trial,0.0,2025-03-11,2025-03-25,trial_ended,
sub_000660,org_00637,Business,399.0,2025-03-26,,active,
sub_000661,org_00638,Trial,0.0,2025-08-17,2025-08-31,trial_ended,
sub_000662,org_00639,Trial,0.0,2025-04-15,2025-04-29,trial_ended,
sub_000663,org_00641,Trial,0.0,2025-05-20,2025-06-03,trial_ended,
sub_000664,org_00641,Growth,149.0,2025-06-05,2025-07-08,churned,Low adoption
sub_000665,org_00645,Trial,0.0,2025-01-11,2025-01-25,trial_ended,
sub_000666,org_00647,Trial,0.0,2025-11-20,2025-12-04,trial_ended,
sub_000667,org_00647,Business,399.0,2025-12-07,,active,
sub_000668,org_00648,Trial,0.0,2025-03-29,2025-04-12,trial_ended,
sub_000669,org_00648,Business,399.0,2025-04-12,,active,
sub_000670,org_00650,Trial,0.0,2025-04-12,2025-04-26,trial_ended,
sub_000671,org_00650,Business,399.0,2025-04-28,2025-07-30,churned,Missing feature
sub_000672,org_00651,Trial,0.0,2025-05-09,2025-05-23,trial_ended,
sub_000673,org_00652,Trial,0.0,2025-09-09,2025-09-23,trial_ended,
sub_000674,org_00653,Trial,0.0,2025-09-05,2025-09-19,trial_ended,
sub_000675,org_00654,Trial,0.0,2025-08-11,2025-08-25,trial_ended,
sub_000676,org_00654,Enterprise,999.0,2025-08-27,,active,
sub_000677,org_00655,Trial,0.0,2025-01-24,2025-02-07,trial_ended,
sub_000678,org_00656,Trial,0.0,2025-05-16,2025-05-30,trial_ended,
sub_000679,org_00656,Starter,49.0,2025-06-02,,active,
sub_000680,org_00657,Trial,0.0,2025-04-26,2025-05-10,trial_ended,
sub_000681,org_00658,Trial,0.0,2025-09-05,2025-09-19,trial_ended,
sub_000682,org_00658,Growth,149.0,2025-09-21,,active,
sub_000683,org_00660,Trial,0.0,2025-08-11,2025-08-25,trial_ended,
sub_000684,org_00661,Trial,0.0,2025-04-18,2025-05-02,trial_ended,
sub_000685,org_00662,Trial,0.0,2025-03-06,2025-03-20,trial_ended,
sub_000686,org_00662,Enterprise,999.0,2025-03-21,,active,
sub_000687,org_00666,Trial,0.0,2025-10-13,2025-10-27,trial_ended,
sub_000688,org_00666,Growth,149.0,2025-10-28,,active,
sub_000689,org_00667,Trial,0.0,2025-03-19,2025-04-02,trial_ended,
sub_000690,org_00667,Enterprise,999.0,2025-04-02,,active,
sub_000691,org_00668,Trial,0.0,2025-09-19,2025-10-03,trial_ended,
sub_000692,org_00668,Business,399.0,2025-10-06,2025-12-29,churned,Low adoption
sub_000693,org_00670,Trial,0.0,2025-02-24,2025-03-10,trial_ended,
sub_000694,org_00671,Trial,0.0,2025-02-23,2025-03-09,trial_ended,
sub_000695,org_00672,Trial,0.0,2025-10-05,2025-10-19,trial_ended,
sub_000696,org_00672,Starter,49.0,2025-10-20,2026-01-21,churned,
sub_000697,org_00675,Trial,0.0,2025-09-28,2025-10-12,trial_ended,
sub_000698,org_00676,Trial,0.0,2025-10-11,2025-10-25,trial_ended,
sub_000699,org_00676,Business,399.0,2025-10-26,,active,
sub_000700,org_00677,Trial,0.0,2025-09-16,2025-09-30,trial_ended,
sub_000701,org_00678,Trial,0.0,2025-10-26,2025-11-09,trial_ended,
sub_000702,org_00678,Enterprise,999.0,2025-11-09,,active,
sub_000703,org_00679,Trial,0.0,2025-06-06,2025-06-20,trial_ended,
sub_000704,org_00680,Trial,0.0,2025-05-08,2025-05-22,trial_ended,
sub_000705,org_00680,Growth,149.0,2025-05-25,,active,
sub_000706,org_00682,Trial,0.0,2025-06-24,2025-07-08,trial_ended,
sub_000707,org_00682,Enterprise,999.0,2025-07-11,,active,
sub_000708,org_00685,Trial,0.0,2025-09-07,2025-09-21,trial_ended,
sub_000709,org_00686,Trial,0.0,2025-12-13,2025-12-27,trial_ended,
sub_000710,org_00686,Starter,49.0,2025-12-30,,active,
sub_000711,org_00688,Trial,0.0,2025-06-10,2025-06-24,trial_ended,
sub_000712,org_00689,Trial,0.0,2025-10-30,2025-11-13,trial_ended,
sub_000713,org_00689,Business,399.0,2025-11-14,,active,
sub_000714,org_00692,Trial,0.0,2025-07-08,2025-07-22,trial_ended,
sub_000715,org_00695,Trial,0.0,2025-12-17,2025-12-31,trial_ended,
sub_000716,org_00695,Starter,49.0,2026-01-01,,active,
sub_000717,org_00696,Trial,0.0,2025-09-12,2025-09-26,trial_ended,
sub_000718,org_00696,Starter,49.0,2025-09-26,,active,
sub_000719,org_00699,Trial,0.0,2025-10-06,2025-10-20,trial_ended,
sub_000720,org_00700,Trial,0.0,2025-06-12,2025-06-26,trial_ended,
sub_000721,org_00701,Trial,0.0,2025-10-27,2025-11-10,trial_ended,
sub_000722,org_00703,Trial,0.0,2025-06-27,2025-07-11,trial_ended,
sub_000723,org_00706,Trial,0.0,2025-11-10,2025-11-24,trial_ended,
sub_000724,org_00706,Business,399.0,2025-11-25,,active,
sub_000725,org_00707,Trial,0.0,2025-02-20,2025-03-06,trial_ended,
sub_000726,org_00708,Trial,0.0,2025-06-05,2025-06-19,trial_ended,
sub_000727,org_00708,Growth,149.0,2025-06-22,,active,
sub_000728,org_00710,Trial,0.0,2025-06-27,2025-07-11,trial_ended,
sub_000729,org_00710,Starter,49.0,2025-07-11,,active,
sub_000730,org_00711,Trial,0.0,2025-07-25,2025-08-08,trial_ended,
sub_000731,org_00711,Starter,49.0,2025-08-11,,active,
sub_000732,org_00712,Trial,0.0,2025-11-11,2025-11-25,trial_ended,
sub_000733,org_00712,Starter,49.0,2025-11-25,2026-01-10,churned,Budget
sub_000734,org_00715,Trial,0.0,2025-11-08,2025-11-22,trial_ended,
sub_000735,org_00719,Trial,0.0,2025-04-11,2025-04-25,trial_ended,
sub_000736,org_00719,Growth,149.0,2025-04-27,,active,
sub_000737,org_00721,Trial,0.0,2025-11-22,2025-12-06,trial_ended,
sub_000738,org_00722,Trial,0.0,2025-09-09,2025-09-23,trial_ended,
sub_000739,org_00722,Growth,149.0,2025-09-24,,active,
sub_000740,org_00724,Trial,0.0,2025-12-12,2025-12-26,trial_ended,
sub_000741,org_00724,Business,399.0,2025-12-28,,active,
sub_000742,org_00726,Trial,0.0,2025-08-27,2025-09-10,trial_ended,
sub_000743,org_00727,Trial,0.0,2025-06-24,2025-07-08,trial_ended,
sub_000744,org_00727,Business,399.0,2025-07-09,,active,
sub_000745,org_00730,Trial,0.0,2025-08-11,2025-08-25,trial_ended,
sub_000746,org_00730,Starter,49.0,2025-08-27,2025-10-03,churned,Budget
sub_000747,org_00732,Trial,0.0,2025-02-25,2025-03-11,trial_ended,
sub_000748,org_00732,Starter,49.0,2025-03-14,,active,
sub_000749,org_00733,Trial,0.0,2025-12-14,2025-12-28,trial_ended,
sub_000750,org_00733,Business,399.0,2025-12-29,,active,
sub_000751,org_00734,Trial,0.0,2025-09-22,2025-10-06,trial_ended,
