routing_attempt_id,lead_id,partner_id,routed_at,routing_priority,bid_amount,delivery_status,response_status,response_timestamp,rejection_reason
RA1EB083EA0868,LEE8A79BAE7C1,P010,2025-02-12 09:40:44 UTC,2,73.31,delivered,accepted,2025-02-12 09:42:33 UTC,
RAFABA18E98C4B,L4374664A8E9D,P001,2025-06-07 13:07:16 UTC,1,66.62,delivered,no_response,2025-06-07 13:08:31 UTC,quality
RA01701485B8A8,L3E0763439612,P002,2025-02-26 11:35:05 UTC,1,78.54,delivered,accepted,2025-02-26 11:37:23 UTC,
RAE1587A851460,L1D86DD338A37,P010,2025-03-09 12:58:03 UTC,1,75.32,delivered,accepted,2025-03-09 13:01:46 UTC,
RA17DC1082036F,LE0BBE77A297E,P005,2025-02-26 14:16:52 UTC,1,115.58,delivered,accepted,2025-02-26 14:18:37 UTC,
RA3052AA1557C8,LF1CD6EE9D45B,P010,2025-05-20 21:33:19 UTC,1,78.57,delivered,no_response,2025-05-20 21:35:09 UTC,price_too_low
RACD1D5DF1B043,L253249791499,P006,2025-03-27 19:09:14 UTC,1,123.55,delivered,rejected,2025-03-27 19:12:36 UTC,quality
RA5EC5D8B7146D,L5E4E14A7EFE1,P010,2025-02-24 07:33:59 UTC,1,63.93,delivered,accepted,2025-02-24 07:36:29 UTC,
RACD7243B4F7AD,LEB5D852F212C,P003,2025-04-14 08:19:36 UTC,1,59.34,delivered,accepted,2025-04-14 08:23:25 UTC,
RA4CBE588BB9E1,L3E7629CD1CF3,P003,2025-04-23 11:36:01 UTC,1,72.85,delivered,accepted,2025-04-23 11:38:53 UTC,
RA97A3B3A440B5,LFF5E67F95904,P002,2025-04-10 20:02:40 UTC,1,80.93,delivered,accepted,2025-04-10 20:06:34 UTC,
RABAB36D950C86,LBD7230C035F3,P002,2025-03-25 20:52:47 UTC,1,77.45,delivered,accepted,2025-03-25 20:54:13 UTC,
RA80B41FACDDAA,LD6208023F7FD,P002,2025-06-06 21:14:31 UTC,1,74.57,delivered,accepted,2025-06-06 21:15:14 UTC,
RA9811801471FA,L056BA3EAE5F0,P004,2025-02-20 10:05:27 UTC,1,85.38,delivered,rejected,2025-02-20 10:08:35 UTC,state_not_covered
RA078EA7CDD18B,L8F5915A7EB6F,P010,2025-01-21 21:53:20 UTC,1,63.73,delivered,rejected,2025-01-21 21:55:21 UTC,quality
RA16524C6A8036,L8F5915A7EB6F,P002,2025-01-21 21:53:21 UTC,2,64.78,delivered,accepted,2025-01-21 21:55:11 UTC,
RA4BBA72B3C83C,LAE2257067AD5,P009,2025-05-12 13:51:42 UTC,1,55.93,delivered,no_response,2025-05-12 13:52:35 UTC,capacity
RA2813EAC370EC,L14B4B2DE8700,P002,2025-04-29 22:10:56 UTC,1,72.09,delivered,accepted,2025-04-29 22:14:04 UTC,
RA59AF26D179EB,L2D9A40327646,P001,2025-01-13 09:48:26 UTC,1,65.13,delivered,no_response,2025-01-13 09:52:11 UTC,price_too_low
RA712206B62B94,L2D9A40327646,P009,2025-01-13 09:47:55 UTC,2,50.54,delivered,accepted,2025-01-13 09:49:15 UTC,
RA06042132CF35,L84EFF764C4ED,P003,2025-04-03 11:33:54 UTC,1,60.98,delivered,no_response,2025-04-03 11:38:12 UTC,state_not_covered
RA76A577657220,LB04AE892E466,P007,2025-01-01 23:09:35 UTC,1,129.64,delivered,capacity_exceeded,2025-01-01 23:13:38 UTC,quality
RA40D7A7146A07,LEDB423C1E819,P010,2025-04-10 21:28:15 UTC,1,79.51,delivered,accepted,2025-04-10 21:29:08 UTC,
RABB8961ABC82F,L03C6B2C9ED9F,P008,2025-03-10 12:03:19 UTC,1,67.95,delivered,accepted,2025-03-10 12:04:55 UTC,
RA53F4D3258139,L3A8817B02FEB,P001,2025-06-01 20:02:28 UTC,1,62.71,delivered,accepted,2025-06-01 20:03:27 UTC,
RAEAA9AE11E24B,L84006B05973D,P009,2025-05-26 09:09:17 UTC,1,58.82,delivered,accepted,2025-05-26 09:13:55 UTC,
RA49BCD4208857,LE7649D4DEE39,P002,2025-05-20 08:51:03 UTC,1,63.96,delivered,accepted,2025-05-20 08:52:52 UTC,
RA8CA55E0143E5,LB353CF887F83,P003,2025-04-29 10:18:39 UTC,1,64.79,delivered,no_response,2025-04-29 10:21:36 UTC,capacity
RA360603CB5826,LF5D443FE88BF,P010,2025-05-05 13:28:14 UTC,1,77.55,delivered,accepted,2025-05-05 13:31:09 UTC,
RADC36FC2D28B4,L5A6CF84E6627,P003,2025-04-19 09:18:47 UTC,1,67.8,delivered,no_response,2025-04-19 09:23:07 UTC,state_not_covered
RACD5A05DA2C24,LDC3A1D9889D8,P010,2025-06-03 22:24:23 UTC,1,67.88,delivered,accepted,2025-06-03 22:28:16 UTC,
RA7E63A4A994CE,L672A725FBB03,P006,2025-01-03 21:37:30 UTC,1,110.28,delivered,accepted,2025-01-03 21:39:13 UTC,
RA20F137739F1F,L10808BAEBC73,P010,2025-03-18 16:36:46 UTC,1,81.51,delivered,rejected,2025-03-18 16:38:38 UTC,price_too_low
RADFFD745F3B0F,LC5C5DE3DE209,P010,2025-02-10 15:31:40 UTC,1,78.89,delivered,no_response,2025-02-10 15:35:02 UTC,quality
RA58D02157BFD6,LC5C5DE3DE209,P007,2025-02-10 15:31:17 UTC,2,144.73,delivered,rejected,2025-02-10 15:35:22 UTC,quality
RAFCCA9A593FBF,L5A371132EE18,P010,2025-04-12 23:10:38 UTC,1,66.21,delivered,accepted,2025-04-12 23:14:10 UTC,
RA629DE57FAA7E,L51AB7ADA0A1C,P010,2025-03-23 09:36:40 UTC,1,68.96,delivered,no_response,2025-03-23 09:37:54 UTC,price_too_low
RA943DDBFD0E14,L97F9929B5445,P005,2025-01-19 13:05:15 UTC,1,111.79,delivered,capacity_exceeded,2025-01-19 13:08:19 UTC,quality
RA6E2B7DD2FA72,LD4FA70D1B6C9,P005,2025-04-10 07:27:59 UTC,1,108.25,delivered,accepted,2025-04-10 07:31:50 UTC,
RA130CF56535C7,LF4051CA88F9D,P002,2025-01-26 13:58:19 UTC,1,66.61,delivered,accepted,2025-01-26 13:58:48 UTC,
RA3010DF59FCE4,LB0D8701713B3,P001,2025-02-23 21:32:01 UTC,1,70.77,delivered,accepted,2025-02-23 21:35:09 UTC,
RABA4464FC4176,LF788C564B5F5,P009,2025-04-26 13:23:54 UTC,1,53.54,delivered,accepted,2025-04-26 13:27:03 UTC,
RAEEA4098A342D,L37CC5D237CE1,P002,2025-03-28 07:36:19 UTC,1,64.89,delivered,accepted,2025-03-28 07:39:52 UTC,
RAB3554AB7CCC6,L156D460D1A37,P010,2025-01-11 21:09:48 UTC,1,76.59,delivered,accepted,2025-01-11 21:13:18 UTC,
RA9982B23DB4C3,L805FA342A6FA,P008,2025-02-28 18:44:11 UTC,1,74.65,delivered,accepted,2025-02-28 18:48:20 UTC,
RA9D8DB30D8DB0,L551E2873955B,P003,2025-02-21 19:26:01 UTC,1,62.48,delivered,accepted,2025-02-21 19:28:12 UTC,
RA6B642A16DC8D,L6396EEB366C8,P002,2025-03-08 08:19:35 UTC,1,76.99,delivered,rejected,2025-03-08 08:22:22 UTC,state_not_covered
RA1D5131CF728D,L6396EEB366C8,P010,2025-03-08 08:19:27 UTC,2,66.98,delivered,no_response,2025-03-08 08:20:09 UTC,state_not_covered
RA596E5C35D5CC,L6396EEB366C8,P003,2025-03-08 08:19:32 UTC,3,71.84,delivered,accepted,2025-03-08 08:22:45 UTC,
RA2CE54ED59612,L923D8C4BF531,P003,2025-04-09 21:40:16 UTC,1,73.27,delivered,accepted,2025-04-09 21:41:22 UTC,
RACB0644F91683,L6A6B6EFA8C58,P006,2025-02-17 09:56:15 UTC,1,118.01,delivered,capacity_exceeded,2025-02-17 10:00:37 UTC,state_not_covered
RAA2D6C4209ECA,L7EAD9DD9DFAE,P010,2025-02-14 19:31:10 UTC,1,67.52,delivered,accepted,2025-02-14 19:34:49 UTC,
RAFB24D14F5466,LE7DFEDCD9C81,P010,2025-05-02 13:32:45 UTC,1,80.5,delivered,accepted,2025-05-02 13:37:12 UTC,
RAC7ED3210458A,L7991B8FE4AEB,P010,2025-05-06 07:40:41 UTC,1,65.51,delivered,accepted,2025-05-06 07:42:35 UTC,
RAB78571489C42,L985149F38785,P001,2025-04-21 18:03:29 UTC,1,62.93,delivered,rejected,2025-04-21 18:07:30 UTC,capacity
RA7908B0AFDF35,L81442C7247F8,P003,2025-05-13 11:08:03 UTC,1,63.34,delivered,accepted,2025-05-13 11:12:17 UTC,
RA981C276D9C3D,L8AB628FFAFE2,P009,2025-03-25 14:08:19 UTC,1,54.63,delivered,accepted,2025-03-25 14:10:50 UTC,
RAA8A6188AE32A,L182B1D8B4E08,P009,2025-03-05 17:50:50 UTC,1,51.95,delivered,capacity_exceeded,2025-03-05 17:51:06 UTC,capacity
RA6384ED4CC530,L182B1D8B4E08,P001,2025-03-05 17:50:07 UTC,2,56.57,delivered,rejected,2025-03-05 17:52:46 UTC,state_not_covered
RA8D965232EB0F,LF2DA6392044B,P010,2025-06-13 20:03:52 UTC,1,63.57,delivered,accepted,2025-06-13 20:08:50 UTC,
RAE0F89A70D103,L742ECA873B8E,P010,2025-02-27 16:18:13 UTC,1,78.09,delivered,capacity_exceeded,2025-02-27 16:20:58 UTC,quality
RA3BFF50C9FDBC,L8F220324BD18,P003,2025-01-07 20:13:24 UTC,1,75.92,delivered,no_response,2025-01-07 20:18:16 UTC,quality
RA9ED8D2D2C4D9,LF1D0FCF21593,P009,2025-03-21 09:38:28 UTC,1,63.83,delivered,accepted,2025-03-21 09:41:07 UTC,
RAEFE3BA9030BA,LB06BE72B153D,P010,2025-05-28 16:25:10 UTC,1,80.78,delivered,accepted,2025-05-28 16:27:13 UTC,
RA6F750688ADF1,L856906A362F1,P001,2025-01-06 07:26:43 UTC,1,58.1,delivered,accepted,2025-01-06 07:29:39 UTC,
RAE1BB2FA08FAF,L2C32117EB0E3,P007,2025-02-08 17:55:57 UTC,1,140.18,delivered,capacity_exceeded,2025-02-08 17:56:32 UTC,price_too_low
RA690205DCE338,L2C32117EB0E3,P006,2025-02-08 17:56:11 UTC,2,104.48,delivered,rejected,2025-02-08 17:59:10 UTC,quality
RA43DC0AE87E0D,L5D53B492A7B1,P009,2025-03-22 18:55:41 UTC,1,65.87,delivered,accepted,2025-03-22 18:59:05 UTC,
RA49A3BAAC71CB,L2478CE7F262E,P010,2025-06-01 12:03:35 UTC,1,66.78,delivered,accepted,2025-06-01 12:06:56 UTC,
RA3490287712E3,L7DE374173CDD,P004,2025-04-14 08:39:39 UTC,1,108.32,delivered,accepted,2025-04-14 08:44:18 UTC,
RA8AFD8B408C36,LEAFF77E130BA,P010,2025-04-29 15:28:50 UTC,1,81.38,delivered,accepted,2025-04-29 15:33:00 UTC,
RAC4A8BB5A2DD7,L549A1C2BD0B2,P003,2025-02-24 15:54:50 UTC,1,77.45,delivered,accepted,2025-02-24 15:58:46 UTC,
RA40BD57673AA7,LCF4DF8DB014F,P009,2025-01-23 10:57:06 UTC,1,58.09,delivered,accepted,2025-01-23 10:59:51 UTC,
RA57E598B1B383,LC0B95F2B764E,P005,2025-06-11 14:20:00 UTC,1,89.52,delivered,accepted,2025-06-11 14:20:39 UTC,
RA1ECFD1E148A8,L0A9C2675B7C7,P007,2025-03-14 16:36:00 UTC,1,114.89,delivered,accepted,2025-03-14 16:38:12 UTC,
RA78B63AC90034,LE00F56C361DB,P005,2025-03-18 18:22:38 UTC,1,103.05,delivered,accepted,2025-03-18 18:25:48 UTC,
RA924FEC9E004B,L8BF4680C776A,P003,2025-03-03 10:38:17 UTC,1,68.52,delivered,no_response,2025-03-03 10:40:31 UTC,price_too_low
RABB8DCEF03A01,L377959F7FF46,P001,2025-01-14 09:30:43 UTC,1,65.52,delivered,no_response,2025-01-14 09:34:28 UTC,capacity
RA4640277AED94,L4B26186B672B,P001,2025-05-04 11:14:15 UTC,1,72.83,delivered,accepted,2025-05-04 11:18:50 UTC,
RAB806BEDE2B54,L0495543A7831,P003,2025-04-12 10:49:51 UTC,1,73.29,delivered,accepted,2025-04-12 10:52:57 UTC,
RA1347299D9F68,L07B3B6BF5CD3,P002,2025-06-04 14:42:34 UTC,1,66.55,delivered,capacity_exceeded,2025-06-04 14:44:40 UTC,quality
RA5EB4124E6291,L714594861262,P002,2025-01-01 20:14:39 UTC,1,74.19,delivered,accepted,2025-01-01 20:19:02 UTC,
RAC12194A0EAF0,LABF3B2ECF672,P003,2025-02-28 12:50:27 UTC,1,60.09,delivered,capacity_exceeded,2025-02-28 12:54:50 UTC,price_too_low
RAF266C7347041,LABF3B2ECF672,P010,2025-02-28 12:49:42 UTC,2,71.44,delivered,capacity_exceeded,2025-02-28 12:52:44 UTC,price_too_low
RAF5B998E20427,LABF3B2ECF672,P002,2025-02-28 12:50:28 UTC,3,69.24,delivered,accepted,2025-02-28 12:52:33 UTC,
RA47AC4F659768,L4F720AA6DDCE,P002,2025-06-12 22:10:51 UTC,1,80.62,delivered,no_response,2025-06-12 22:11:44 UTC,quality
RA7DED5CAD3C7B,L4F720AA6DDCE,P010,2025-06-12 22:10:29 UTC,2,81.32,delivered,accepted,2025-06-12 22:10:41 UTC,
RA183FAB6BDE1F,L701107E5EA11,P003,2025-05-13 09:01:13 UTC,1,65.01,delivered,accepted,2025-05-13 09:01:34 UTC,
RAB31A2AEC9706,LA61526D47203,P003,2025-06-26 11:37:08 UTC,1,63.29,delivered,accepted,2025-06-26 11:38:21 UTC,
RA4F051F4B18AA,LC1F283329977,P010,2025-06-08 16:26:15 UTC,1,69.92,delivered,accepted,2025-06-08 16:29:40 UTC,
RA475ABACB643E,LDB999B81DA41,P004,2025-04-30 07:54:33 UTC,1,83.58,delivered,accepted,2025-04-30 07:56:09 UTC,
RA99733CDA436A,LD88B9C9B8047,P001,2025-04-13 23:14:19 UTC,1,60.1,delivered,no_response,2025-04-13 23:16:16 UTC,state_not_covered
RA83D19F74C701,L0850527C49C6,P010,2025-01-05 19:14:44 UTC,1,67.92,delivered,accepted,2025-01-05 19:17:06 UTC,
RACAF281590BA1,L9703075ECC62,P005,2025-02-16 09:19:01 UTC,1,96.53,delivered,accepted,2025-02-16 09:21:14 UTC,
RA4A3FA38B7905,L2EFEF4EC429C,P003,2025-04-11 18:10:44 UTC,1,64.49,delivered,accepted,2025-04-11 18:11:19 UTC,
RA1F27930AF3CE,LC8B6F81B90A2,P002,2025-05-18 12:05:02 UTC,1,79.2,delivered,accepted,2025-05-18 12:07:48 UTC,
RAC0C49C9257E0,LDEA046CB761E,P002,2025-06-05 22:59:58 UTC,1,79.45,delivered,no_response,2025-06-05 23:00:34 UTC,state_not_covered
RA918AEFCD52A9,L403D908F3122,P004,2025-05-05 07:33:41 UTC,1,97.55,delivered,accepted,2025-05-05 07:35:15 UTC,
RA08E3A75559F6,LBB26F0445CDD,P010,2025-02-04 22:56:25 UTC,1,72.71,delivered,accepted,2025-02-04 23:00:40 UTC,
RAFC1A6218685C,L275481249786,P002,2025-02-18 15:27:42 UTC,1,76.64,delivered,accepted,2025-02-18 15:28:53 UTC,
RA411B619CF4E9,LFDEA469D9C6D,P002,2025-01-20 10:30:24 UTC,1,84.28,delivered,capacity_exceeded,2025-01-20 10:31:56 UTC,capacity
RA67DDCA46E17F,L123A9044FE14,P008,2025-01-11 08:58:04 UTC,1,74.89,delivered,capacity_exceeded,2025-01-11 08:59:35 UTC,state_not_covered
RA3B889DD34909,LD02AAE47F21B,P010,2025-06-05 11:49:55 UTC,1,82.29,delivered,no_response,2025-06-05 11:50:08 UTC,state_not_covered
RA809F8AD51D3E,LD02AAE47F21B,P009,2025-06-05 11:50:11 UTC,2,55.29,delivered,accepted,2025-06-05 11:50:29 UTC,
RAAAA9E4F594A3,L6D533264BA3F,P003,2025-04-11 21:09:01 UTC,1,63.87,delivered,rejected,2025-04-11 21:11:44 UTC,quality
RABDF9E09625B2,L33170564799C,P002,2025-06-25 22:56:58 UTC,1,64.84,delivered,accepted,2025-06-25 22:57:34 UTC,
RAD4D3B1865EBF,LC0D1C2D61BB2,P010,2025-05-27 09:08:10 UTC,1,61.81,delivered,no_response,2025-05-27 09:11:53 UTC,capacity
RAB44E52D1357B,LC0D1C2D61BB2,P003,2025-05-27 09:08:53 UTC,2,66.52,delivered,accepted,2025-05-27 09:13:34 UTC,
RA2FA902096B67,L5A61C4CA586F,P003,2025-02-09 14:55:16 UTC,1,73.05,delivered,accepted,2025-02-09 14:55:30 UTC,
RA229EB4A9B5AA,L5C3E44F759F4,P002,2025-03-02 09:37:28 UTC,1,80.9,delivered,accepted,2025-03-02 09:39:54 UTC,
RAEB293C479487,L6334AC99E203,P010,2025-06-12 11:00:09 UTC,1,72.01,delivered,capacity_exceeded,2025-06-12 11:01:20 UTC,price_too_low
RA4119D8AA2A43,L6334AC99E203,P002,2025-06-12 10:59:44 UTC,2,82.75,delivered,accepted,2025-06-12 11:00:46 UTC,
RA6664849A231F,L1BC9AB4034A0,P002,2025-03-28 22:52:37 UTC,1,84.25,delivered,accepted,2025-03-28 22:55:42 UTC,
RA8154190B5345,L187850045194,P003,2025-06-29 08:11:42 UTC,1,74.04,delivered,accepted,2025-06-29 08:14:06 UTC,
RABC2FC4DF8902,LE2EED8137E0E,P010,2025-05-10 16:36:33 UTC,1,62.87,delivered,rejected,2025-05-10 16:39:52 UTC,price_too_low
RA7002905D1A12,L71DDF1773A6B,P002,2025-05-14 09:23:25 UTC,1,82.05,delivered,accepted,2025-05-14 09:25:05 UTC,
RA685DBC1182A9,L85E41C8CF59F,P010,2025-02-04 16:46:22 UTC,1,74.98,delivered,no_response,2025-02-04 16:47:06 UTC,price_too_low
RA2085020121D8,LE678CFAB56F5,P003,2025-01-05 07:50:39 UTC,1,76.85,delivered,accepted,2025-01-05 07:52:33 UTC,
RA2E87B1761096,L948BAED7492B,P009,2025-06-11 12:33:42 UTC,1,57.2,delivered,no_response,2025-06-11 12:38:13 UTC,quality
RA93AADF734967,L948BAED7492B,P002,2025-06-11 12:32:58 UTC,2,77.25,delivered,rejected,2025-06-11 12:36:24 UTC,price_too_low
RADCC5D65206E3,LF27156C5D278,P010,2025-01-17 12:50:39 UTC,1,74.33,delivered,rejected,2025-01-17 12:54:41 UTC,price_too_low
RAD598935793FB,L4F7278C9EA6F,P002,2025-01-17 10:55:17 UTC,1,81.13,delivered,accepted,2025-01-17 10:57:56 UTC,
RA4718D151BEF0,LD39BCF8ADADF,P004,2025-03-06 18:20:25 UTC,1,83.05,delivered,rejected,2025-03-06 18:21:26 UTC,quality
RA926478E7A111,L5DF586B4D7D8,P010,2025-06-14 14:55:41 UTC,1,74.18,delivered,no_response,2025-06-14 14:56:49 UTC,quality
RAD210EB1BF104,L63DD2A03DC61,P001,2025-02-03 14:43:09 UTC,1,59.51,delivered,no_response,2025-02-03 14:47:20 UTC,capacity
RAC6D825971E30,L63DD2A03DC61,P009,2025-02-03 14:42:47 UTC,2,64.58,delivered,accepted,2025-02-03 14:46:04 UTC,
RABA3FE2A12352,L3F2FEA9726A6,P010,2025-03-15 18:15:55 UTC,1,70.64,delivered,rejected,2025-03-15 18:18:08 UTC,state_not_covered
RAE1B5BF35060D,L70ADC5A9A06D,P009,2025-04-24 14:14:39 UTC,1,58.65,delivered,accepted,2025-04-24 14:16:21 UTC,
RAB876A9A5486C,L794C72B62BE6,P009,2025-05-11 07:48:21 UTC,1,60.2,delivered,accepted,2025-05-11 07:52:50 UTC,
RA7ABC130A469A,L9C0C54F565DD,P006,2025-06-14 20:02:11 UTC,1,123.22,delivered,accepted,2025-06-14 20:05:28 UTC,
RAC4E9DF181DAE,L3F8F323449FD,P002,2025-06-09 10:12:13 UTC,1,64.14,delivered,capacity_exceeded,2025-06-09 10:16:21 UTC,capacity
RA45EC108BF741,L3F8F323449FD,P010,2025-06-09 10:12:32 UTC,2,66.39,delivered,capacity_exceeded,2025-06-09 10:15:04 UTC,state_not_covered
RA708FC643D746,L5C7D3F4EE066,P010,2025-03-04 07:19:02 UTC,1,66.99,delivered,rejected,2025-03-04 07:21:24 UTC,state_not_covered
RAB87238BBF1E7,L5C7D3F4EE066,P002,2025-03-04 07:19:32 UTC,2,71.52,delivered,accepted,2025-03-04 07:22:05 UTC,
RA6379F28ACA3C,LA494066A2F9B,P002,2025-05-25 22:02:35 UTC,1,85.39,delivered,no_response,2025-05-25 22:03:08 UTC,state_not_covered
RAB3CBAE19BF73,L57FE111EC243,P005,2025-05-30 09:40:29 UTC,1,98.13,delivered,accepted,2025-05-30 09:43:07 UTC,
RA9E30A14FD913,LFAB50E3AF23F,P003,2025-05-26 16:26:03 UTC,1,73.81,delivered,accepted,2025-05-26 16:30:19 UTC,
RAE86FE6386AFE,L1B9F43869C84,P002,2025-01-02 09:58:29 UTC,1,77.01,delivered,accepted,2025-01-02 09:59:40 UTC,
RACDAE16690782,L24B5D5320F34,P002,2025-06-08 13:13:11 UTC,1,70.22,delivered,rejected,2025-06-08 13:17:20 UTC,capacity
RA5771515DB634,L317FC8F5DE9A,P003,2025-03-18 08:39:56 UTC,1,61.28,delivered,accepted,2025-03-18 08:42:36 UTC,
RA88AC2B0F241B,L210FA0FF9EB3,P002,2025-06-05 11:46:00 UTC,1,78.62,delivered,accepted,2025-06-05 11:47:46 UTC,
RAA31A0B3E86B6,L7C04208F8DE6,P003,2025-04-19 16:55:46 UTC,1,69.56,delivered,no_response,2025-04-19 16:58:04 UTC,quality
RA2C83D7FA40CF,L5232083BFC15,P007,2025-03-08 09:55:16 UTC,1,135.1,delivered,accepted,2025-03-08 09:59:27 UTC,
RA623203C9BEDD,L1B449880DAEC,P010,2025-02-09 17:55:24 UTC,1,82.47,delivered,accepted,2025-02-09 17:58:13 UTC,
RA665A1D7486D7,L698B3B915D45,P003,2025-02-28 09:20:56 UTC,1,75.79,delivered,capacity_exceeded,2025-02-28 09:24:50 UTC,capacity
RA9D500911450B,LAA3F27F16E24,P010,2025-04-07 09:20:13 UTC,1,62.61,delivered,accepted,2025-04-07 09:23:11 UTC,
RAF9164500A608,LF73652F33085,P007,2025-01-05 08:32:54 UTC,1,137.59,delivered,capacity_exceeded,2025-01-05 08:34:28 UTC,state_not_covered
RA9FE1EFCAE86B,L59C8477F05E2,P010,2025-06-17 15:50:05 UTC,1,64.78,delivered,rejected,2025-06-17 15:53:13 UTC,state_not_covered
RAFF659D4FEF73,L59C8477F05E2,P001,2025-06-17 15:49:49 UTC,2,61.61,delivered,accepted,2025-06-17 15:52:35 UTC,
RA3EEDA3DFF394,L326B4E306B0D,P010,2025-02-21 20:48:17 UTC,1,62.37,delivered,capacity_exceeded,2025-02-21 20:49:52 UTC,capacity
RA1A5EA72DAFF6,L1BE6CC0BA34B,P009,2025-06-25 11:32:18 UTC,1,66.25,delivered,accepted,2025-06-25 11:32:40 UTC,
RA686145A8C592,L734AD59BAB18,P001,2025-01-04 10:43:14 UTC,1,73.96,delivered,accepted,2025-01-04 10:43:29 UTC,
RACAE8E7EA9C38,L8E1C575F3974,P010,2025-02-14 07:59:13 UTC,1,75.87,delivered,accepted,2025-02-14 08:02:39 UTC,
RA54BDE79107B8,L665ADB226D99,P010,2025-05-09 15:10:46 UTC,1,69.47,delivered,accepted,2025-05-09 15:13:52 UTC,
RAE12B112BF1CB,L217039CD56E1,P001,2025-01-05 11:49:56 UTC,1,72.87,delivered,capacity_exceeded,2025-01-05 11:52:36 UTC,capacity
RA8C42700FB670,L3D2CBF3E5B1F,P003,2025-02-15 18:05:56 UTC,1,76.08,delivered,accepted,2025-02-15 18:06:31 UTC,
RA8E10AD2A8325,L189BB11B29FA,P010,2025-03-27 11:32:41 UTC,1,76.86,delivered,no_response,2025-03-27 11:32:51 UTC,capacity
RAF93A2D49E89B,L189BB11B29FA,P009,2025-03-27 11:32:42 UTC,2,57.76,delivered,accepted,2025-03-27 11:34:51 UTC,
RAFA1B371E4314,LD7DFEF23D93C,P002,2025-01-21 11:50:46 UTC,1,77.05,delivered,accepted,2025-01-21 11:53:51 UTC,
RA0637F2890EF4,L567A1227A454,P010,2025-06-25 20:03:56 UTC,1,70.01,delivered,accepted,2025-06-25 20:08:14 UTC,
RA076CAEF7D54A,LBECA513DA871,P010,2025-06-27 19:52:55 UTC,1,79.69,delivered,no_response,2025-06-27 19:53:44 UTC,quality
RA9B788E875E61,LBECA513DA871,P002,2025-06-27 19:52:57 UTC,2,67.87,delivered,accepted,2025-06-27 19:53:31 UTC,
RA1CD7C776B4A2,LCC76A99FAD0B,P002,2025-01-02 08:55:22 UTC,1,83.51,delivered,capacity_exceeded,2025-01-02 08:56:54 UTC,quality
RA35BF810BCA2B,LA0DB392C2EB5,P005,2025-04-15 11:22:27 UTC,1,100.15,delivered,rejected,2025-04-15 11:26:05 UTC,state_not_covered
RABCD74DAC5303,L07FFD705312C,P010,2025-05-27 20:38:42 UTC,1,63.64,delivered,accepted,2025-05-27 20:43:32 UTC,
RAB477CFF88E8C,L15368338BA0F,P002,2025-03-01 07:55:28 UTC,1,80.26,delivered,no_response,2025-03-01 07:59:22 UTC,state_not_covered
RAC63B8B4351B4,LBC28C53E16E9,P002,2025-06-02 20:02:42 UTC,1,73.29,delivered,no_response,2025-06-02 20:06:39 UTC,state_not_covered
RA78C2C82346BB,L7A6FA78D49DC,P010,2025-01-18 18:17:36 UTC,1,70.99,delivered,accepted,2025-01-18 18:21:02 UTC,
RABEE141B6B6A5,L120E42872171,P009,2025-05-18 07:30:48 UTC,1,54.33,delivered,accepted,2025-05-18 07:32:36 UTC,
RA1B26555ED1C1,LE74BDBB3BC1F,P002,2025-02-01 13:34:10 UTC,1,68.0,delivered,accepted,2025-02-01 13:36:03 UTC,
RA4BA59A6767D3,LD5EA9AD487D8,P005,2025-05-02 11:37:05 UTC,1,99.35,delivered,accepted,2025-05-02 11:41:11 UTC,
RA3FC163EB0E26,LB7DF5A6D23AC,P002,2025-04-05 13:41:35 UTC,1,81.39,delivered,no_response,2025-04-05 13:44:32 UTC,quality
RA567E35142561,LD97775256459,P002,2025-02-07 09:33:34 UTC,1,81.92,delivered,accepted,2025-02-07 09:34:13 UTC,
RA864A0B6D47D2,L946BD9D961AD,P010,2025-06-14 15:19:23 UTC,1,82.7,delivered,accepted,2025-06-14 15:23:53 UTC,
RA01018B99A058,LB0F168964585,P009,2025-04-28 15:03:05 UTC,1,61.84,delivered,no_response,2025-04-28 15:04:52 UTC,price_too_low
RA1B2646713665,LBFFE22619509,P002,2025-03-19 18:22:35 UTC,1,84.31,delivered,accepted,2025-03-19 18:23:28 UTC,
RAEB98EF05109C,LCDB5FAE08548,P001,2025-01-26 18:10:29 UTC,1,65.36,delivered,capacity_exceeded,2025-01-26 18:11:39 UTC,capacity
RA44C4B8E1D888,L4DD5818B5B68,P003,2025-01-01 12:31:02 UTC,1,75.19,delivered,accepted,2025-01-01 12:31:38 UTC,
RA631C8EC79096,LC61D12919A55,P001,2025-02-01 09:24:58 UTC,1,73.55,delivered,no_response,2025-02-01 09:27:39 UTC,price_too_low
RA568CB27EF08E,L6BDE6CC2E935,P002,2025-02-01 09:27:08 UTC,1,70.83,delivered,accepted,2025-02-01 09:28:30 UTC,
RA46CCC5A328DC,L6A6DC803440B,P003,2025-01-14 10:45:15 UTC,1,71.06,delivered,rejected,2025-01-14 10:48:37 UTC,capacity
RA08BB8C0855F3,L6A6DC803440B,P002,2025-01-14 10:45:17 UTC,2,74.5,delivered,accepted,2025-01-14 10:49:09 UTC,
RA1DC1D53F2371,L30779F8ECEC3,P004,2025-06-29 16:58:53 UTC,1,87.42,delivered,accepted,2025-06-29 17:03:22 UTC,
RA4EF5AEFE8D53,L64452D37E83D,P003,2025-03-25 18:13:24 UTC,1,77.36,delivered,accepted,2025-03-25 18:13:34 UTC,
