revenue_event_id,lead_id,partner_id,revenue_timestamp,revenue_type,revenue_amount,transaction_status
REVF0B1D23C0F12,LB94609F203B7,P008,2025-01-09 22:15:36 UTC,lead_sale,80.76,confirmed
REVD9088155979C,LE47F17E54E06,P001,2025-06-24 09:55:16 UTC,lead_sale,77.26,confirmed
REV111FB78587FE,LABC7B7765296,P006,2025-01-04 14:58:21 UTC,lead_sale,140.83,confirmed
REV128129A97493,L35C7549C6F6F,P002,2025-01-21 11:26:31 UTC,lead_sale,84.53,confirmed
REV9BF97BB6C78B,L2BCEDBB32982,P009,2025-02-04 08:36:10 UTC,lead_sale,56.96,confirmed
REV921B82BEDAAD,L4D8C52F6D64F,P010,2025-02-02 22:08:26 UTC,lead_sale,65.67,confirmed
REVC1EA925B6E86,L20E5113EB9CF,P005,2025-04-19 10:36:49 UTC,lead_sale,94.5,confirmed
REV749A0F274E7D,L512A135D9560,P002,2025-05-24 15:10:24 UTC,lead_sale,85.57,confirmed
REVA74C82909CEC,L3B3F84DE1612,P001,2025-05-24 08:04:01 UTC,lead_sale,75.97,confirmed
REVBCEC39D470C5,LAEEE883D6AE2,P002,2025-05-20 19:27:36 UTC,lead_sale,70.48,confirmed
REVC5CAA228FB1B,L7CFC019DB177,P003,2025-01-10 12:22:10 UTC,lead_sale,72.84,confirmed
REVD1D92B202DAE,L5FF4734586E5,P010,2025-01-31 22:05:41 UTC,lead_sale,74.27,confirmed
REV57FC187BB37A,LF25CF29BE195,P005,2025-04-16 15:46:50 UTC,lead_sale,103.26,confirmed
REV3EB448E7D4C8,L0FEE003AB981,P010,2025-01-04 16:37:51 UTC,lead_sale,78.77,confirmed
REV196F0091DF3A,LAD7CAEB5855E,P002,2025-05-10 21:36:24 UTC,lead_sale,88.22,confirmed
REV85FBB543CA86,L55C5D2FB78E5,P002,2025-06-24 21:48:35 UTC,lead_sale,85.67,confirmed
REV52992933DE1B,L968ED4C925F0,P010,2025-05-17 17:53:39 UTC,lead_sale,72.96,confirmed
REVB436496AF00C,LFB0DEA1D7936,P010,2025-04-12 15:22:23 UTC,lead_sale,65.42,confirmed
REV0236653452E0,L9B27B11A7227,P002,2025-02-11 16:59:18 UTC,lead_sale,68.93,confirmed
REVC950541DE27A,L655CDFDDDE08,P005,2025-02-19 11:58:25 UTC,lead_sale,96.76,confirmed
REV43288C09BDB1,LE57C3CAF3499,P005,2025-05-15 18:09:49 UTC,lead_sale,109.57,confirmed
REV966635CB6A92,LB7A0CB5E31A8,P007,2025-05-11 12:32:08 UTC,lead_sale,121.27,confirmed
REV407FD512542F,L3DEB0D146A6F,P001,2025-06-04 16:18:37 UTC,lead_sale,66.99,confirmed
REVE4A9EC69711E,L089804A2BAFC,P001,2025-02-01 11:52:29 UTC,lead_sale,67.9,confirmed
REV0D32A4268129,L46BA1E04A8F5,P001,2025-01-28 08:12:34 UTC,lead_sale,69.24,confirmed
REV97213F31E335,L9F52D29B6794,P010,2025-02-21 20:00:18 UTC,lead_sale,66.59,confirmed
REV2237F919C7E4,L29EF71184E5E,P002,2025-02-28 23:44:28 UTC,lead_sale,85.98,confirmed
REV0B6B55658108,LF460348DE134,P010,2025-04-20 13:26:33 UTC,lead_sale,77.41,confirmed
REV1C4FD229989C,L8D5AF6306423,P002,2025-05-01 08:15:24 UTC,lead_sale,80.86,confirmed
REVDAEBA41281C4,LDB7E973905BB,P010,2025-06-05 12:49:24 UTC,lead_sale,69.87,confirmed
REV7B8A0A08697D,L1D4D28C40A13,P002,2025-06-26 13:58:11 UTC,lead_sale,83.03,confirmed
REVDA4F4AEA6289,L6314438232B7,P002,2025-01-27 22:54:22 UTC,lead_sale,69.76,confirmed
REVBFA49D99C501,LBF63B853CE45,P009,2025-04-28 11:50:40 UTC,lead_sale,56.68,confirmed
REVB35897FE4F60,L4048DA2D1ACE,P010,2025-05-11 16:45:52 UTC,lead_sale,70.98,confirmed
REVF215ED24420A,L2B9BE1043D17,P007,2025-02-14 13:36:32 UTC,lead_sale,126.24,confirmed
REV5F8FEEC69FA7,LD3A814B0D40C,P001,2025-05-04 15:59:07 UTC,lead_sale,61.74,confirmed
REVFF6A93FD9F58,LA6BD1E4DAC4C,P003,2025-02-01 13:47:15 UTC,lead_sale,68.82,confirmed
REVB90C671F21C8,LFF3F40389D83,P008,2025-04-15 12:14:23 UTC,lead_sale,80.04,confirmed
REV77113A60E69A,L019B82E330FD,P001,2025-04-26 10:58:54 UTC,lead_sale,67.81,confirmed
REV134086968576,L8C7FD8E22CB8,P003,2025-01-21 21:50:33 UTC,lead_sale,78.2,confirmed
REVC420ECD1A0CE,LAEDF66C16613,P004,2025-01-04 19:33:53 UTC,lead_sale,94.83,confirmed
REV168B15AF806F,L4A526520CEFC,P002,2025-04-13 23:42:14 UTC,lead_sale,69.22,confirmed
REVB211916A8518,L9980F5DB62F5,P007,2025-03-27 11:25:18 UTC,lead_sale,151.78,confirmed
REV1B2EB6003A69,LCD60F9FE0D20,P009,2025-02-27 19:36:56 UTC,lead_sale,59.39,confirmed
REVB0C014B40759,LA5080AC805F5,P007,2025-05-04 21:18:09 UTC,lead_sale,128.6,confirmed
REVF9FBB91AEC56,LA5254E04A35B,P001,2025-03-30 22:19:41 UTC,lead_sale,77.53,confirmed
REVCD460A274B65,LF38476EACD69,P005,2025-06-08 13:43:01 UTC,lead_sale,117.58,confirmed
REVDBF8CC6A97D6,L06CD36A161C3,P005,2025-01-28 14:35:56 UTC,lead_sale,118.56,confirmed
REVA83F4D08F498,LDB9339911D11,P010,2025-03-29 14:36:12 UTC,lead_sale,76.56,confirmed
REVFF5241F706B0,LDEFCA80BB765,P010,2025-01-18 21:53:44 UTC,lead_sale,70.81,confirmed
REV5947F0973BCC,LD9BD914A2BF4,P009,2025-04-29 23:08:33 UTC,lead_sale,66.51,confirmed
REV23824495C7BA,L47047D5686B8,P010,2025-05-24 18:29:25 UTC,lead_sale,67.25,confirmed
REVE905BF0F9EFA,L8A4F8FEC6A88,P002,2025-04-02 19:14:32 UTC,lead_sale,75.7,confirmed
REV7F7730122810,L02B638E33898,P010,2025-01-06 16:40:04 UTC,lead_sale,73.49,confirmed
REV7682B733E46B,L6BCF6115262D,P010,2025-03-18 08:16:15 UTC,lead_sale,66.99,confirmed
REV88AA0E1BAF6A,LD19EEA7D4C94,P001,2025-01-17 11:05:05 UTC,lead_sale,76.57,confirmed
REV66636C4C6163,LBFB276CDC4FD,P006,2025-05-23 07:59:00 UTC,lead_sale,121.08,confirmed
REVFD3725511AF5,L9DB09B163583,P010,2025-06-24 22:16:18 UTC,lead_sale,76.68,confirmed
REV93E7D1EDD68C,L3B0884CCAB63,P002,2025-01-27 16:11:23 UTC,lead_sale,81.61,confirmed
REVE47CDA5166FF,L42BF47D87C44,P002,2025-05-12 11:02:48 UTC,lead_sale,87.58,confirmed
REV5211A9A3D0B1,L42E402690182,P008,2025-06-11 10:50:00 UTC,lead_sale,88.49,confirmed
REV585E5A729330,LCE34AECCDF72,P007,2025-04-01 20:08:28 UTC,lead_sale,125.16,confirmed
REVE70FB25335B0,L8523BCA9A183,P002,2025-05-29 08:37:14 UTC,lead_sale,74.05,confirmed
REV3E7276CDF118,L5944A4C18372,P001,2025-03-11 14:57:35 UTC,lead_sale,73.19,confirmed
REVBCA9B6E1E76A,L9EF3C0C52BFE,P002,2025-06-30 21:17:14 UTC,lead_sale,79.96,confirmed
REV44819AE8C382,LB7E547C394EE,P005,2025-01-19 18:14:14 UTC,lead_sale,108.83,confirmed
REVF1DB1AD92F96,LA65A38A469CF,P005,2025-06-15 22:55:22 UTC,lead_sale,110.95,confirmed
REV69036D998434,L88DFB7B822A8,P010,2025-03-11 16:03:43 UTC,lead_sale,84.11,confirmed
REV057D04C174EC,L47ECF4244EDD,P010,2025-04-22 09:35:40 UTC,lead_sale,73.93,confirmed
REV0F3C55487F58,LA67501133ACD,P002,2025-06-02 12:42:08 UTC,lead_sale,87.76,confirmed
REVF3166C671595,LCA47046097B2,P003,2025-04-08 14:16:25 UTC,lead_sale,81.51,confirmed
REV0DF4B91CEA2B,L607F9DBB9C87,P002,2025-06-14 21:00:18 UTC,lead_sale,75.89,confirmed
REV32CA82ACFB32,L99FA7A80B45E,P009,2025-01-12 15:58:49 UTC,lead_sale,58.53,confirmed
REV3B3E668A259F,LDEAA7373190A,P002,2025-04-14 10:09:29 UTC,lead_sale,73.22,confirmed
REVAF86413800CB,LFFC62D2263E9,P010,2025-06-10 17:43:36 UTC,lead_sale,71.14,confirmed
REV1A66CD121589,LCC16B6CD8298,P010,2025-06-14 11:10:51 UTC,lead_sale,83.04,confirmed
REVCAC71C496625,L959543C565F0,P003,2025-02-06 21:39:48 UTC,lead_sale,68.99,confirmed
REV5D51111FAACC,L0FE4E000014B,P003,2025-04-16 20:21:50 UTC,lead_sale,69.79,confirmed
REV598B30C8AAA6,LE5554799833F,P005,2025-06-18 10:59:41 UTC,lead_sale,114.77,confirmed
REV45F3E9366D3F,LD3B0CA8B97D9,P005,2025-04-12 11:05:30 UTC,lead_sale,122.56,confirmed
REV7322FA590944,L27A14B419EF8,P003,2025-03-28 23:48:59 UTC,lead_sale,78.74,confirmed
REV745E58265145,LB366FB648C8A,P002,2025-01-26 12:36:23 UTC,lead_sale,75.25,confirmed
REVC9842B786893,LCAEC6C773756,P003,2025-01-07 10:59:10 UTC,lead_sale,74.5,confirmed
REVF02F02100B8F,L9D8696ACD1ED,P005,2025-06-10 11:50:30 UTC,lead_sale,117.0,confirmed
REVA4EA224FB220,L077C8AB8CB98,P006,2025-04-01 08:18:32 UTC,lead_sale,137.69,confirmed
REVA5F567C4CBFF,L6336BCA0F188,P002,2025-03-05 20:28:24 UTC,lead_sale,81.14,confirmed
REVF1188E067FC8,L983CB4444BBA,P006,2025-05-17 07:49:42 UTC,lead_sale,112.75,confirmed
REV0B109D1893FE,L45174F1ECEA6,P002,2025-05-29 12:50:48 UTC,lead_sale,71.94,confirmed
REV2483D9AC3326,LE281E3CD89E7,P007,2025-05-17 15:43:00 UTC,lead_sale,124.06,confirmed
REVB6A65045D8F5,L9768FCBE8960,P003,2025-04-12 18:08:58 UTC,lead_sale,78.14,confirmed
REV87167A1EABF0,LBE19BCEE9C18,P002,2025-03-23 12:52:08 UTC,lead_sale,79.64,confirmed
REV7A2E211AF3B9,L379A51BA2C8A,P003,2025-02-01 15:40:03 UTC,lead_sale,77.39,confirmed
REV6C6050EA706D,LA8FD4369B596,P003,2025-06-11 12:45:20 UTC,lead_sale,73.88,confirmed
REVB7DE1AC13BE4,LD33FC8E88C91,P002,2025-03-17 09:29:06 UTC,lead_sale,87.0,confirmed
REV98F394B9D343,LC4B1C0305254,P010,2025-05-10 14:31:28 UTC,lead_sale,68.78,confirmed
REV5FEAF7C6749B,LC56B409A91D6,P002,2025-01-02 17:54:10 UTC,lead_sale,75.98,confirmed
REV8C3E6904E8D2,L98019F8FD30A,P002,2025-05-09 15:27:05 UTC,lead_sale,80.81,confirmed
REV168924284ECC,LBE117215ACDA,P004,2025-06-15 10:37:39 UTC,lead_sale,87.13,confirmed
REV0A341B87C822,LCC9BA9E38C43,P009,2025-01-16 21:24:48 UTC,lead_sale,67.55,confirmed
REV648FB524486A,L103C4F6F028B,P002,2025-01-12 20:44:14 UTC,lead_sale,76.26,confirmed
REVCF7A4CF37572,L91B3942B2ED9,P003,2025-01-09 16:37:05 UTC,lead_sale,79.07,confirmed
REV1C90CDD6BA1C,L8D9501480624,P003,2025-03-12 08:50:45 UTC,lead_sale,62.58,confirmed
REVFC742D058485,LD648A71E2734,P003,2025-01-27 16:44:44 UTC,lead_sale,62.88,confirmed
REVB0E02A37F9A6,LDDAB8213A9FA,P002,2025-04-09 13:25:45 UTC,lead_sale,89.24,confirmed
REV090ABBCE844F,L8B217DC5FAAD,P009,2025-02-09 20:52:00 UTC,lead_sale,63.63,confirmed
REV06CD2C8131C7,LAC5420EBFDAF,P010,2025-03-22 23:15:50 UTC,lead_sale,79.76,confirmed
REV25B7409C8499,L8B6AD61DBA15,P001,2025-06-05 10:31:30 UTC,lead_sale,77.95,confirmed
REVE3B346AEAB66,L92249AA252EB,P005,2025-05-07 17:19:58 UTC,lead_sale,122.76,confirmed
REVBD6379073355,L5FE30C9597FA,P002,2025-02-01 18:09:15 UTC,lead_sale,88.24,confirmed
REV5F9C9659EBE3,L905837AB989C,P009,2025-06-10 11:56:54 UTC,lead_sale,56.2,confirmed
REVE320C63A47DF,L17E94D01450C,P010,2025-05-16 09:35:06 UTC,lead_sale,69.1,confirmed
REVBA40CE76F87E,LFFB91BE00B62,P002,2025-06-24 22:57:30 UTC,lead_sale,76.34,confirmed
REVA13DF97516FC,L45FCED306244,P010,2025-04-25 18:08:56 UTC,lead_sale,80.4,confirmed
REV23DEDC0987BB,LF14AED7F7BF7,P005,2025-05-12 09:52:46 UTC,lead_sale,106.47,confirmed
REV33ED2BF5AACE,L54E83A569F8B,P003,2025-04-15 19:53:28 UTC,lead_sale,71.74,confirmed
REVB47645119527,LD06DD52D6B75,P009,2025-02-15 10:47:43 UTC,lead_sale,57.38,confirmed
REV6CD2B7B5EA6F,L47451A8691CD,P002,2025-06-03 22:50:23 UTC,lead_sale,77.05,confirmed
REVBBB2FC0F324F,L869E8207E779,P010,2025-04-07 18:47:43 UTC,lead_sale,84.9,confirmed
REV6494F78AE85D,L5CF80CF7221D,P003,2025-03-25 15:27:42 UTC,lead_sale,77.4,confirmed
REVAA86BF464964,L3120DB511070,P010,2025-05-01 22:37:56 UTC,lead_sale,73.6,confirmed
REVE34181F728DC,L6767B421FAAE,P006,2025-01-13 16:43:27 UTC,lead_sale,113.63,confirmed
REV953B7E9A5291,LC691547627FD,P003,2025-01-12 21:07:03 UTC,lead_sale,77.84,confirmed
REV8A1FAE97235C,L12C4A2BE4869,P002,2025-06-29 12:17:03 UTC,lead_sale,81.83,confirmed
REVF88F662CA4ED,L69DD8A1FB2F2,P010,2025-03-12 17:30:39 UTC,lead_sale,77.81,confirmed
REVE5796B2236E8,L8547939AB2AF,P010,2025-05-20 17:47:46 UTC,lead_sale,65.22,confirmed
REVA8CD2080E9DE,L493CAE4FC3F0,P009,2025-06-16 14:39:33 UTC,lead_sale,53.64,confirmed
REVC2B91A5DF373,L723EEF486510,P002,2025-05-20 16:47:43 UTC,lead_sale,73.16,confirmed
REV4E7066151B41,LC75C157D3F23,P001,2025-01-23 11:24:34 UTC,lead_sale,70.68,confirmed
REV67AF5EC09CFB,L16531AE09F14,P002,2025-02-10 08:30:43 UTC,lead_sale,69.44,confirmed
REV1D9411EEC517,L83CEFE84A175,P005,2025-05-27 18:27:18 UTC,lead_sale,105.32,confirmed
REVAD2B8DF94C68,L38ABBDD47E8E,P010,2025-02-15 22:58:09 UTC,lead_sale,70.32,confirmed
REV8F5A97681437,LFB6A71AA46D3,P009,2025-01-07 08:13:14 UTC,lead_sale,64.26,confirmed
REVC302D299BA23,L9EDC88B9CF06,P010,2025-06-26 22:37:03 UTC,lead_sale,68.08,confirmed
REVAC88862A371D,L73E499E56320,P004,2025-03-26 15:04:20 UTC,lead_sale,108.51,confirmed
REV0E07991ACD68,L1C308C3CF628,P009,2025-06-04 19:38:34 UTC,lead_sale,68.94,confirmed
REV5DF0A8F7BDB2,L6CEB6F45034C,P009,2025-02-07 11:52:19 UTC,lead_sale,63.09,confirmed
REV412BAB9F3FDB,L0A01F02B3B7B,P001,2025-02-03 12:01:25 UTC,lead_sale,77.69,confirmed
REVC61E31132C7D,L9CA3E64912E5,P002,2025-06-22 20:36:07 UTC,lead_sale,80.73,confirmed
REV024980BB06D9,L85F54DA37E48,P010,2025-06-29 14:56:30 UTC,lead_sale,81.08,confirmed
REVDB3926F34CC1,LD2CF0DCFD754,P002,2025-05-31 15:06:35 UTC,lead_sale,73.37,confirmed
REV894BF9B27CF0,L5106A850E37D,P010,2025-04-26 11:00:30 UTC,lead_sale,84.85,confirmed
REV7046BC913B6D,LE263A95C56C3,P007,2025-01-17 12:51:37 UTC,lead_sale,137.54,confirmed
REV23F2EAA4FB7A,LB1B66135962F,P002,2025-06-25 11:47:10 UTC,lead_sale,88.33,confirmed
REV7185F2CDC762,L1EC3B0B9F40C,P006,2025-05-23 10:36:40 UTC,lead_sale,106.78,confirmed
REVDB8D5F27940E,L29699C57D664,P001,2025-01-05 20:41:01 UTC,lead_sale,73.71,confirmed
REVBD308FA2BE13,L47E1716BDD93,P002,2025-01-28 16:59:19 UTC,lead_sale,79.15,confirmed
REV949CDDB0E5F2,L04644925C534,P009,2025-06-25 21:06:21 UTC,lead_sale,68.81,confirmed
REV5A53A84219B7,L5A8509817688,P005,2025-04-30 21:12:34 UTC,lead_sale,99.9,confirmed
REV09FEBBFA57C2,L784F12E32E20,P007,2025-04-01 12:24:36 UTC,lead_sale,141.83,confirmed
REVB0ED0BF3CCAB,LDAF2762EE89B,P010,2025-02-27 20:59:08 UTC,lead_sale,64.95,confirmed
REV2230ED144E02,LD7E6D3EDA77B,P008,2025-02-02 22:21:59 UTC,lead_sale,71.58,confirmed
REV5AB8A99BD1D0,L1D149235EB34,P009,2025-02-10 22:34:20 UTC,lead_sale,66.34,confirmed
REVF1A9205004F2,L67E16E5FC3D9,P005,2025-06-09 15:34:58 UTC,lead_sale,112.75,confirmed
REV349437274E61,L2177EFD2FA00,P008,2025-06-13 12:43:45 UTC,lead_sale,82.35,confirmed
REV6F0D87300286,LC832ED0EE785,P001,2025-01-14 12:29:02 UTC,lead_sale,73.84,confirmed
REVD76A428D3E54,LFBD3788E0B7F,P010,2025-04-06 20:40:28 UTC,lead_sale,68.24,confirmed
REVF804AEE7DD31,L8DAE91151460,P002,2025-03-07 17:08:50 UTC,lead_sale,72.27,confirmed
REV23D9620C85B2,L8AE04700DC3B,P001,2025-04-22 23:14:36 UTC,lead_sale,67.3,confirmed
REVBBEC664D20DC,L0F82CD96EB15,P006,2025-02-01 19:31:28 UTC,lead_sale,136.74,confirmed
REV1AAFB1BA8CDE,LA986A23A1247,P010,2025-01-06 20:54:32 UTC,lead_sale,69.38,confirmed
REV29E270E39FCF,L745F9AA2D904,P002,2025-03-20 21:17:20 UTC,lead_sale,83.81,confirmed
REV540DA703E1EB,L9407D71AE8A9,P010,2025-04-30 08:46:39 UTC,lead_sale,81.75,confirmed
REVBBC5ED5C7BF1,LE0E79509D0FF,P003,2025-02-07 20:25:09 UTC,lead_sale,80.28,confirmed
REV6B0C4631CA9F,LC6A353DAE614,P002,2025-02-14 20:03:40 UTC,lead_sale,67.67,confirmed
REVC7AD0D3022D6,L9147444E4DBD,P001,2025-06-07 14:31:24 UTC,lead_sale,69.23,confirmed
REV1D71522309F6,L24297EA2A393,P009,2025-06-22 14:28:35 UTC,lead_sale,65.06,confirmed
REVCD6C9142C12B,L9D389EF300D1,P002,2025-03-06 20:31:16 UTC,lead_sale,74.4,confirmed
REV9935021DDE34,LF6DE3301DDE9,P001,2025-06-07 12:06:51 UTC,lead_sale,59.74,confirmed
REV4A78509A40F8,L77BD011738E5,P010,2025-02-19 16:18:06 UTC,lead_sale,70.67,confirmed
REV4F4078723FAB,L9FC79466DE1F,P001,2025-04-22 12:49:47 UTC,lead_sale,77.91,confirmed
REV517E8CF406D8,L12FC0028F4F9,P002,2025-06-20 09:17:23 UTC,lead_sale,73.62,confirmed
REV6AD9B01029AF,L0246E906518B,P001,2025-01-13 16:11:52 UTC,lead_sale,65.82,confirmed
REV9B0AECCDDE9B,LBECB1468C374,P006,2025-01-05 19:52:56 UTC,lead_sale,108.8,confirmed
REV9F8679D32454,LD2628FA70308,P003,2025-01-12 09:05:02 UTC,lead_sale,72.96,confirmed
REV382E33F7E7A8,LF8941EE0B65C,P003,2025-01-27 18:35:07 UTC,lead_sale,80.8,confirmed
REV0C9AA53FE7DC,L19E4ABA94461,P010,2025-01-06 11:11:14 UTC,lead_sale,85.98,confirmed
REV3FAD6A54505A,LC20003ED7659,P002,2025-05-09 19:07:30 UTC,lead_sale,77.32,confirmed
REV62091A3B8753,L3E119F15A19E,P002,2025-02-17 14:39:16 UTC,lead_sale,68.18,confirmed
REV49E685E0E7B9,L37C768E2431B,P010,2025-04-04 16:10:25 UTC,lead_sale,66.47,confirmed
REV876397657B0E,L02F2A2F574D9,P002,2025-02-13 14:40:32 UTC,lead_sale,82.94,confirmed
REV155AD40B01CF,LC97607A8BDA3,P008,2025-05-01 15:02:42 UTC,lead_sale,80.43,confirmed
REV995B9656937C,L6F6D3AF1964D,P002,2025-04-13 10:15:14 UTC,lead_sale,85.23,confirmed
REVFBED01210C37,L1A458A88CADD,P005,2025-01-01 22:14:33 UTC,lead_sale,122.0,confirmed
REV7EE83B98B04F,L46D6A055A436,P001,2025-01-07 13:49:49 UTC,lead_sale,77.14,confirmed
REV455D992E6B25,L1C1E6867899A,P002,2025-04-15 13:34:18 UTC,lead_sale,87.66,confirmed
REV69A5D0D4B259,LC72AA9FAC43B,P003,2025-04-30 12:32:47 UTC,lead_sale,76.12,confirmed
REV3C7252FE94AB,LB891754EE8D4,P002,2025-05-08 17:23:22 UTC,lead_sale,79.98,confirmed
REVF7860DB80CBE,LC45661D2EDCD,P010,2025-01-01 09:52:19 UTC,lead_sale,81.04,confirmed
REV944DD9C98213,LED86BA43E07F,P010,2025-04-19 12:48:32 UTC,lead_sale,65.12,confirmed
REV8C3109677766,L8480DF62E6BF,P010,2025-03-31 12:06:44 UTC,lead_sale,72.36,confirmed
REVE7B1B74C0AFA,L73DB965C0ADC,P005,2025-03-29 08:46:12 UTC,lead_sale,115.54,confirmed
REV70DDDE320E12,L40BEF9A0BBE4,P010,2025-02-16 17:39:06 UTC,lead_sale,65.61,confirmed
REV2D1DE41E1DCD,L9C9CD5FFC4AA,P001,2025-03-17 08:27:01 UTC,lead_sale,77.7,confirmed
REV3BFBBFB6D3E1,LE9F8CCAA3B4E,P002,2025-04-27 14:57:58 UTC,lead_sale,71.42,confirmed
REVBFBD079B3577,LC19CD52C8A7B,P010,2025-04-23 14:03:10 UTC,lead_sale,83.43,confirmed
REV27F4AF5A97EA,L0C51DE55A131,P010,2025-02-22 10:07:11 UTC,lead_sale,78.24,confirmed
REV25DB849E48BD,LBA108A20FD81,P003,2025-01-01 22:13:01 UTC,lead_sale,70.28,confirmed
REVA3EFC481BC8E,L8C4558811A06,P005,2025-03-14 12:00:17 UTC,lead_sale,125.42,confirmed
REV12AE5F339C36,LEBC2889A7826,P006,2025-01-24 12:36:07 UTC,lead_sale,116.7,confirmed
REVCE933E496D1A,LC129C960D746,P010,2025-05-16 19:14:30 UTC,lead_sale,70.13,confirmed
REV65B4F5E6C624,L61481B7B0C97,P002,2025-03-16 11:59:24 UTC,lead_sale,74.6,confirmed
REV5D8589A0F79D,L0E906E6AFE64,P009,2025-03-09 10:55:55 UTC,lead_sale,52.67,confirmed
REV0377D9F42DED,LB66D1752AC61,P006,2025-01-24 09:52:02 UTC,lead_sale,132.76,confirmed
REV45CF52A27CD6,L71F2C9EFAE5F,P010,2025-06-21 12:17:36 UTC,lead_sale,67.13,confirmed
REVCDC02A81C055,LF5F4D5AF57E2,P009,2025-01-20 23:32:39 UTC,lead_sale,61.79,confirmed
REV24E86161D18B,L88046C069C64,P010,2025-02-18 09:58:13 UTC,lead_sale,76.11,confirmed
REVAC3FB378ACC3,L29D7DD556C39,P003,2025-04-05 23:01:23 UTC,lead_sale,75.75,confirmed
REVC778DDF4DAC2,L03363F6786AE,P003,2025-03-10 10:41:40 UTC,lead_sale,80.55,confirmed
REV9327EFA68005,L22EA0DA0B22B,P002,2025-06-23 14:23:25 UTC,lead_sale,83.96,confirmed
REVA76582EB839A,LAC2BA967EA3C,P010,2025-05-03 11:51:54 UTC,lead_sale,73.06,confirmed
REV05DF90555949,LC6AE8977ADF1,P010,2025-05-24 11:23:53 UTC,lead_sale,78.63,confirmed
REV37D298AE31B0,L37D40C06BBD8,P001,2025-06-28 23:34:08 UTC,lead_sale,65.6,confirmed
REVE53B03B895EB,L54AF441AF090,P010,2025-02-17 11:58:59 UTC,lead_sale,66.26,confirmed
REVF6B839F31C5C,L64163C511401,P009,2025-02-05 17:55:15 UTC,lead_sale,63.24,confirmed
REVBE21835B0DE1,L7293F852AA43,P001,2025-01-10 18:21:45 UTC,lead_sale,67.96,confirmed
REV82787E2AA369,L8432620303FE,P009,2025-06-18 13:10:02 UTC,lead_sale,63.1,confirmed
REV9DB62271ACD6,LAAF1AC10BB2F,P007,2025-04-15 19:06:16 UTC,lead_sale,147.92,confirmed
REV7C3008A876D4,LB7E2C2FD78B9,P009,2025-06-04 23:44:50 UTC,lead_sale,52.34,confirmed
REV078B14C30832,L32A77F4153AD,P002,2025-02-01 22:51:01 UTC,lead_sale,67.7,confirmed
REV58C77C99014F,LB1E5156E4EEB,P003,2025-05-13 18:12:14 UTC,lead_sale,63.51,confirmed
REVE2910A841DA4,L8468DADEE2AB,P007,2025-01-28 22:45:46 UTC,lead_sale,133.34,confirmed
REVC0631CAFFD21,LB59C9244A4E6,P002,2025-05-28 22:05:23 UTC,lead_sale,78.35,confirmed
REV31D9727E2D76,LD6896E861861,P004,2025-04-26 13:52:28 UTC,lead_sale,89.43,confirmed
REV643C56DDFD92,LC46CD7A80D6D,P010,2025-04-16 12:20:00 UTC,lead_sale,78.94,confirmed
REVE329637F0F7C,LF846180E39ED,P001,2025-04-06 12:32:52 UTC,lead_sale,59.62,confirmed
REVBBFF76A72159,L73D4450FD971,P004,2025-02-15 23:22:52 UTC,lead_sale,93.97,confirmed
REV349005FFBB7D,LB2D1F4DA55F1,P003,2025-01-01 09:50:36 UTC,lead_sale,62.11,confirmed
REV54EA91F3B33B,LF8648773DBA9,P010,2025-06-30 20:03:00 UTC,lead_sale,75.9,confirmed
REVDCEEC2080A07,L2D74B99D4E2F,P010,2025-01-08 20:06:26 UTC,lead_sale,84.05,confirmed
REVE70CA56D1FAF,LA1EDB72D9CB3,P008,2025-04-13 10:06:15 UTC,lead_sale,75.02,confirmed
REVF23033D61E10,LDD9CAA974FBE,P002,2025-04-18 18:11:51 UTC,lead_sale,81.52,confirmed
REVE1A4D77BFACE,L1E775D13CA3E,P005,2025-01-25 16:24:02 UTC,lead_sale,124.75,confirmed
REV37AFB067E210,L930662686AC6,P003,2025-04-24 16:37:42 UTC,lead_sale,78.22,confirmed
REV13BC34AFCB6E,L26CB1A953B92,P002,2025-02-09 22:25:07 UTC,lead_sale,83.1,confirmed
REV12B08C0E1AA8,L855C3AF8A427,P005,2025-03-23 12:52:23 UTC,lead_sale,113.45,confirmed
REV17EC2491FCF8,LAC487B6CFE83,P002,2025-03-04 20:10:04 UTC,lead_sale,74.63,confirmed
REV66CAE8C8F20B,L90BFB5F68C52,P003,2025-02-16 12:08:14 UTC,lead_sale,65.81,confirmed
REVA4A9CDD7E9C8,L551E4C9C8A7A,P001,2025-01-13 20:36:26 UTC,lead_sale,69.26,confirmed
REV2AEF3ED148CA,LF42F148105FB,P002,2025-05-25 16:50:37 UTC,lead_sale,71.9,confirmed
REV4E7BF7CB5DAC,L3CA628060D17,P001,2025-06-09 12:21:48 UTC,lead_sale,72.42,confirmed
REVE15ED344431E,L14F8A46D2D9B,P009,2025-06-24 22:43:25 UTC,lead_sale,65.46,confirmed
REVCDA603D7473F,L8F67A5A1CC8C,P003,2025-01-29 14:27:38 UTC,lead_sale,79.49,confirmed
REV8038F9DBF7D2,L3E6AFD925976,P010,2025-01-28 18:07:21 UTC,lead_sale,73.14,confirmed
REVB69E28974C01,L9BBCCA1E9386,P003,2025-05-22 20:06:01 UTC,lead_sale,66.67,confirmed
REV64F129A68AC2,LE4BFF7C2C5D1,P009,2025-03-23 18:42:09 UTC,lead_sale,54.58,confirmed
