event_id,customer_id,session_id,quote_id,event_timestamp,event_name,channel,campaign_id,utm_source,utm_medium,utm_campaign,device_type,insurance_vertical,state
EE1FA07EF9D0E,CUSA22851B85CA0,SEC4A6318C731,Q7DA28F4642CD,2025-06-02 18:25:00 UTC,quote_started,google,C002,google,cpc,C002,desktop,home,NY
EBEFD4B69B460,CUS3D22A83EDACF,S86725333F704,Q4840E440A014,2025-04-03 09:05:36 UTC,landing_page_view,meta,C004,meta,cpc,C004,mobile,health,TX
E7E127B418A1C,CUS3D22A83EDACF,S86725333F704,Q4840E440A014,2025-04-03 09:09:26 UTC,quote_started,meta,C004,meta,cpc,C004,mobile,health,TX
E08A1E245625B,CUS037F24807611,S745AE86DFA14,QE9094E396BBB,2025-03-02 08:11:10 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,desktop,life,CA
E892827FC233E,CUSD31C5676E47B,SCCD022AFA4C2,QEA6C4E4E9EB2,2025-03-21 11:13:06 UTC,landing_page_view,organic,C006,organic,organic,C006,mobile,auto,NC
E14D9E2CFECA6,CUSD31C5676E47B,SCCD022AFA4C2,QEA6C4E4E9EB2,2025-03-21 11:18:02 UTC,quote_started,organic,C006,organic,organic,C006,mobile,auto,NC
E7CA421DEFB85,CUSBD7D48EA5357,S11E84E68137D,Q2FF156632BFF,2025-02-07 14:22:21 UTC,landing_page_view,organic,C006,organic,organic,C006,tablet,auto,TX
E59F3A415E65C,CUSBD7D48EA5357,S11E84E68137D,Q2FF156632BFF,2025-02-07 14:27:07 UTC,quote_started,organic,C006,organic,organic,C006,tablet,auto,TX
E38164CB0201B,CUSBD7D48EA5357,S11E84E68137D,Q2FF156632BFF,2025-02-07 14:28:01 UTC,contact_information_completed,organic,C006,organic,organic,C006,tablet,auto,TX
EF998A00D718B,CUSBD7D48EA5357,S11E84E68137D,Q2FF156632BFF,2025-02-07 14:32:21 UTC,insurance_details_completed,organic,C006,organic,organic,C006,tablet,auto,TX
E7CBBD17889F4,CUSBD7D48EA5357,S11E84E68137D,Q2FF156632BFF,2025-02-07 14:36:50 UTC,quote_completed,organic,C006,organic,organic,C006,tablet,auto,TX
E91942ED41198,CUSC361F63E4F84,S301D5BBA86D7,Q46FBBD02648F,2025-01-05 22:45:13 UTC,landing_page_view,meta,C003,meta,cpc,C003,mobile,auto,CA
EA77F412F77C1,CUSC361F63E4F84,S301D5BBA86D7,Q46FBBD02648F,2025-01-05 22:49:02 UTC,quote_started,meta,C003,meta,cpc,C003,mobile,auto,CA
EC37947D84C90,CUS67A0877703F5,S572F73D5786E,QD1943102DAF1,2025-01-13 19:37:37 UTC,landing_page_view,direct,C007,direct,direct,C007,mobile,home,IL
E5A07138A15B0,CUS67A0877703F5,S572F73D5786E,QD1943102DAF1,2025-01-13 19:38:13 UTC,quote_started,direct,C007,direct,direct,C007,mobile,home,IL
E229461D55DE8,CUS67A0877703F5,S572F73D5786E,QD1943102DAF1,2025-01-13 19:40:23 UTC,contact_information_completed,direct,C007,direct,direct,C007,mobile,home,IL
E361FC626E4BA,CUS67A0877703F5,S572F73D5786E,QD1943102DAF1,2025-01-13 19:42:18 UTC,insurance_details_completed,direct,C007,direct,direct,C007,mobile,home,IL
EEF90E431E49E,CUS67A0877703F5,S572F73D5786E,QD1943102DAF1,2025-01-13 19:46:25 UTC,quote_completed,direct,C007,direct,direct,C007,mobile,home,IL
E287E45DD2BBD,CUS67A0877703F5,S572F73D5786E,QD1943102DAF1,2025-01-13 19:49:03 UTC,lead_submitted,direct,C007,direct,direct,C007,mobile,home,IL
E99F34A0983D7,CUS07D993C03046,S916C546DEC32,QE78852753695,2025-06-04 17:58:25 UTC,landing_page_view,organic,C006,organic,organic,C006,tablet,auto,CA
E580CF8850AF4,CUS07D993C03046,S916C546DEC32,QE78852753695,2025-06-04 17:59:00 UTC,quote_started,organic,C006,organic,organic,C006,tablet,auto,CA
E410C5FF66AF2,CUS07D993C03046,S916C546DEC32,QE78852753695,2025-06-04 18:00:45 UTC,contact_information_completed,organic,C006,organic,organic,C006,tablet,auto,CA
E4D14C017C1B6,CUSA931921954C0,S429FDAA0AABD,Q9C8B815954E7,2025-03-14 12:06:25 UTC,landing_page_view,meta,C004,meta,cpc,C004,mobile,health,GA
E1A9E6748E0BF,CUSA931921954C0,S429FDAA0AABD,Q9C8B815954E7,2025-03-14 12:09:29 UTC,quote_started,meta,C004,meta,cpc,C004,mobile,health,GA
E2CA74D874C89,CUSE14B3B030A17,S3DC788B15233,Q2466B3F3B69C,2025-02-09 21:45:45 UTC,landing_page_view,meta,C003,meta,cpc,C003,desktop,auto,FL
E3E09AC309497,CUSE14B3B030A17,S3DC788B15233,Q2466B3F3B69C,2025-02-09 21:46:57 UTC,quote_started,meta,C003,meta,cpc,C003,desktop,auto,FL
E1971346ED693,CUSE14B3B030A17,S3DC788B15233,Q2466B3F3B69C,2025-02-09 21:49:19 UTC,contact_information_completed,meta,C003,meta,cpc,C003,desktop,auto,FL
EEE9840F45F85,CUSE14B3B030A17,S3DC788B15233,Q2466B3F3B69C,2025-02-09 21:52:05 UTC,insurance_details_completed,meta,C003,meta,cpc,C003,desktop,auto,FL
EEAF3A11247DD,CUSE14B3B030A17,S3DC788B15233,Q2466B3F3B69C,2025-02-09 21:55:28 UTC,quote_completed,meta,C003,meta,cpc,C003,desktop,auto,FL
EA8F265B6A6B6,CUSE14B3B030A17,S3DC788B15233,Q2466B3F3B69C,2025-02-09 21:56:26 UTC,lead_submitted,meta,C003,meta,cpc,C003,desktop,auto,FL
E44D6753F86DD,CUSD1618152CD12,SD7C96C555FE7,QEEBBE0C40B19,2025-04-27 12:49:22 UTC,landing_page_view,meta,C003,meta,cpc,C003,mobile,auto,GA
EC0FAA4758D69,CUSD1618152CD12,SD7C96C555FE7,QEEBBE0C40B19,2025-04-27 12:54:04 UTC,quote_started,meta,C003,meta,cpc,C003,mobile,auto,GA
E07BBF2F1AF54,CUSD1618152CD12,SD7C96C555FE7,QEEBBE0C40B19,2025-04-27 12:57:18 UTC,contact_information_completed,meta,C003,meta,cpc,C003,mobile,auto,GA
E46AC6A5AFAC5,CUSD1618152CD12,SD7C96C555FE7,QEEBBE0C40B19,2025-04-27 13:00:40 UTC,insurance_details_completed,meta,C003,meta,cpc,C003,mobile,auto,GA
E8D0614313C3C,CUSD1618152CD12,SD7C96C555FE7,QEEBBE0C40B19,2025-04-27 13:03:18 UTC,quote_completed,meta,C003,meta,cpc,C003,mobile,auto,GA
EF88BB14DA883,CUSCF940DBD014E,SEBDD6CB583FF,QDB2D8047E5B0,2025-03-28 22:48:11 UTC,landing_page_view,meta,C004,meta,cpc,C004,desktop,health,PA
E78403CA0B74D,CUS92189D891A19,SBEC07D387561,QDCA962284E85,2025-01-30 09:54:45 UTC,landing_page_view,meta,C003,meta,cpc,C003,mobile,auto,TX
E0D2AFA801F67,CUS92189D891A19,SBEC07D387561,QDCA962284E85,2025-01-30 09:56:38 UTC,quote_started,meta,C003,meta,cpc,C003,mobile,auto,TX
EFFC9D6318BD4,CUS92189D891A19,SBEC07D387561,QDCA962284E85,2025-01-30 09:57:49 UTC,contact_information_completed,meta,C003,meta,cpc,C003,mobile,auto,TX
EDFB7EF35B293,CUS6870ACBCD7E8,S07D6040D7B61,QF98828EF6149,2025-04-06 08:06:20 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,desktop,life,OH
EE8FF3D7A9459,CUSBFCFE8827670,S71C60A9CB1CF,Q5942894BB850,2025-06-23 20:13:42 UTC,landing_page_view,google,C001,google,cpc,C001,desktop,auto,PA
E887E6EA6ECCB,CUSBFCFE8827670,S71C60A9CB1CF,Q5942894BB850,2025-06-23 20:15:43 UTC,quote_started,google,C001,google,cpc,C001,desktop,auto,PA
E3EF02D1AF829,CUSBFCFE8827670,S71C60A9CB1CF,Q5942894BB850,2025-06-23 20:19:16 UTC,contact_information_completed,google,C001,google,cpc,C001,desktop,auto,PA
E9EAD91DD90CB,CUSAF8A1A7332D2,SDC4E295BDE8A,QC3D9CFDD2020,2025-02-03 19:11:14 UTC,landing_page_view,organic,C006,organic,organic,C006,desktop,auto,NY
EA85E678665BC,CUS96145B2151B7,SFB03BF16DCA2,Q42D2538F7723,2025-02-18 21:10:24 UTC,landing_page_view,google,C001,google,cpc,C001,desktop,auto,GA
E6D968D2B0556,CUS96145B2151B7,SFB03BF16DCA2,Q42D2538F7723,2025-02-18 21:12:47 UTC,quote_started,google,C001,google,cpc,C001,desktop,auto,GA
ED3087805D9EE,CUS96145B2151B7,SFB03BF16DCA2,Q42D2538F7723,2025-02-18 21:13:58 UTC,contact_information_completed,google,C001,google,cpc,C001,desktop,auto,GA
E6BA7000229EF,CUS96145B2151B7,SFB03BF16DCA2,Q42D2538F7723,2025-02-18 21:17:18 UTC,insurance_details_completed,google,C001,google,cpc,C001,desktop,auto,GA
E41E56D5BF328,CUS96145B2151B7,SFB03BF16DCA2,Q42D2538F7723,2025-02-18 21:18:10 UTC,quote_completed,google,C001,google,cpc,C001,desktop,auto,GA
E24E600AC87FC,CUS96145B2151B7,SFB03BF16DCA2,Q42D2538F7723,2025-02-18 21:18:30 UTC,lead_submitted,google,C001,google,cpc,C001,desktop,auto,GA
ED07172837D6B,CUS1B32CC5B61F5,SD417FACD2E65,QEF08453C14A7,2025-04-16 20:15:22 UTC,landing_page_view,organic,C006,organic,organic,C006,desktop,auto,PA
ED51F226D92D5,CUS1B32CC5B61F5,SD417FACD2E65,QEF08453C14A7,2025-04-16 20:19:18 UTC,quote_started,organic,C006,organic,organic,C006,desktop,auto,PA
E9CAE1AA780E7,CUS1B32CC5B61F5,SD417FACD2E65,QEF08453C14A7,2025-04-16 20:21:06 UTC,contact_information_completed,organic,C006,organic,organic,C006,desktop,auto,PA
E26F97F09B320,CUS1B32CC5B61F5,SD417FACD2E65,QEF08453C14A7,2025-04-16 20:23:23 UTC,insurance_details_completed,organic,C006,organic,organic,C006,desktop,auto,PA
EB472AF8099FC,CUS1B32CC5B61F5,SD417FACD2E65,QEF08453C14A7,2025-04-16 20:23:52 UTC,quote_completed,organic,C006,organic,organic,C006,desktop,auto,PA
E457238077D4A,CUS1B32CC5B61F5,SD417FACD2E65,QEF08453C14A7,2025-04-16 20:25:42 UTC,lead_submitted,organic,C006,organic,organic,C006,desktop,auto,PA
EC4ECECD055AB,CUS503105723DAF,SCA4E9166158D,QBE2AE6356169,2025-05-03 20:02:50 UTC,landing_page_view,direct,C007,direct,direct,C007,desktop,home,IL
ED640B4485F4E,CUS8B9C5C065845,S3F5FCE5ABE07,QD7A21E1D619A,2025-04-04 16:38:00 UTC,landing_page_view,organic,C006,organic,organic,C006,desktop,auto,GA
EC8D791583108,CUS8B9C5C065845,S3F5FCE5ABE07,QD7A21E1D619A,2025-04-04 16:39:53 UTC,quote_started,organic,C006,organic,organic,C006,desktop,auto,GA
EF62B69AA11DE,CUS8B9C5C065845,S3F5FCE5ABE07,QD7A21E1D619A,2025-04-04 16:44:21 UTC,contact_information_completed,organic,C006,organic,organic,C006,desktop,auto,GA
E3599C757399B,CUSF4BDD3BDE6BC,SE0D0D64DA47C,Q9EFAC0B13368,2025-06-09 10:25:15 UTC,landing_page_view,direct,C007,direct,direct,C007,desktop,home,PA
E87C3D80C6F00,CUSA45E9A08B058,S8163871DA02A,Q58A3084411A4,2025-05-15 14:09:27 UTC,landing_page_view,meta,C003,meta,cpc,C003,mobile,auto,IL
E9AF43FDD57E3,CUS3D84B1E52AEA,SB069EB245E71,Q9D27FC05B773,2025-01-30 10:14:49 UTC,landing_page_view,google,C002,google,cpc,C002,mobile,home,FL
E35C5E1C107E1,CUS3D84B1E52AEA,SB069EB245E71,Q9D27FC05B773,2025-01-30 10:18:10 UTC,quote_started,google,C002,google,cpc,C002,mobile,home,FL
E62F0403F1C74,CUS8A0AB5F4F9C2,S59ABDFFDB4FD,Q1F348CE29213,2025-04-17 23:00:23 UTC,landing_page_view,meta,C003,meta,cpc,C003,desktop,auto,NY
E91185CCB110E,CUS8A0AB5F4F9C2,S59ABDFFDB4FD,Q1F348CE29213,2025-04-17 23:00:38 UTC,quote_started,meta,C003,meta,cpc,C003,desktop,auto,NY
E8B99636C008D,CUS8A0AB5F4F9C2,S59ABDFFDB4FD,Q1F348CE29213,2025-04-17 23:04:18 UTC,contact_information_completed,meta,C003,meta,cpc,C003,desktop,auto,NY
E7B3F1E331C98,CUS8A0AB5F4F9C2,S59ABDFFDB4FD,Q1F348CE29213,2025-04-17 23:07:11 UTC,insurance_details_completed,meta,C003,meta,cpc,C003,desktop,auto,NY
E8BDF4ACA3E67,CUS826BCB9477B2,S3AC39E08F1B0,Q60FC38C1AB3C,2025-03-23 07:13:33 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,mobile,life,GA
ECD264EAF7DCE,CUS02CF87911500,S3FE1691E126B,Q821E3ABA1E58,2025-01-24 19:06:46 UTC,landing_page_view,direct,C007,direct,direct,C007,mobile,home,TX
EC778EE5FC75E,CUS02CF87911500,S3FE1691E126B,Q821E3ABA1E58,2025-01-24 19:08:05 UTC,quote_started,direct,C007,direct,direct,C007,mobile,home,TX
E559FDF766FE4,CUS02CF87911500,S3FE1691E126B,Q821E3ABA1E58,2025-01-24 19:12:52 UTC,contact_information_completed,direct,C007,direct,direct,C007,mobile,home,TX
EAF79E507A323,CUS02CF87911500,S3FE1691E126B,Q821E3ABA1E58,2025-01-24 19:13:53 UTC,insurance_details_completed,direct,C007,direct,direct,C007,mobile,home,TX
E85A011C84138,CUS02CF87911500,S3FE1691E126B,Q821E3ABA1E58,2025-01-24 19:18:35 UTC,quote_completed,direct,C007,direct,direct,C007,mobile,home,TX
EB4B83249CF97,CUS02CF87911500,S3FE1691E126B,Q821E3ABA1E58,2025-01-24 19:19:34 UTC,lead_submitted,direct,C007,direct,direct,C007,mobile,home,TX
EAC8B6D38C898,CUS3EC409D385E3,S4ED3C509BE5E,QB3D43E8AED57,2025-05-01 07:07:33 UTC,landing_page_view,meta,C004,meta,cpc,C004,desktop,health,IL
E221E0B71123D,CUS3EC409D385E3,S4ED3C509BE5E,QB3D43E8AED57,2025-05-01 07:08:54 UTC,quote_started,meta,C004,meta,cpc,C004,desktop,health,IL
E967DCF02521E,CUSC9A6BF718447,SDBBD8A992A0E,Q96F1AE8B92EF,2025-01-15 11:58:08 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,mobile,life,NC
EFE72B9A6322B,CUS80301D3E8174,SB9CBA622CE00,Q9896EE3C3794,2025-02-22 09:57:24 UTC,landing_page_view,google,C001,google,cpc,C001,tablet,auto,OH
E11DB7858F08A,CUS80301D3E8174,SB9CBA622CE00,Q9896EE3C3794,2025-02-22 10:00:08 UTC,quote_started,google,C001,google,cpc,C001,tablet,auto,OH
E55B186C2D275,CUS80301D3E8174,SB9CBA622CE00,Q9896EE3C3794,2025-02-22 10:04:06 UTC,contact_information_completed,google,C001,google,cpc,C001,tablet,auto,OH
E7CE8D3C11C8B,CUS80301D3E8174,SB9CBA622CE00,Q9896EE3C3794,2025-02-22 10:08:51 UTC,insurance_details_completed,google,C001,google,cpc,C001,tablet,auto,OH
EE5BAD5E8BC51,CUS80301D3E8174,SB9CBA622CE00,Q9896EE3C3794,2025-02-22 10:11:03 UTC,quote_completed,google,C001,google,cpc,C001,tablet,auto,OH
ED540FCAAF7A7,CUS45122C0BB9D3,S74A801CC3439,Q00FC554C7FFC,2025-01-16 09:31:37 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,mobile,life,FL
E7B797D09F5C0,CUS45122C0BB9D3,S74A801CC3439,Q00FC554C7FFC,2025-01-16 09:36:17 UTC,quote_started,affiliate,C005,affiliate,affiliate,C005,mobile,life,FL
E6F32AFC772DC,CUSD900BB5CBD4C,SC27309D0A006,Q05694A576BD7,2025-06-02 14:21:33 UTC,landing_page_view,organic,C006,organic,organic,C006,mobile,auto,PA
E508B339E181E,CUSD900BB5CBD4C,SC27309D0A006,Q05694A576BD7,2025-06-02 14:22:21 UTC,quote_started,organic,C006,organic,organic,C006,mobile,auto,PA
E595CF2742D84,CUS0AAF3E75B1C3,SB73591C8269C,QF1F0F7D1A32D,2025-05-07 14:09:00 UTC,landing_page_view,google,C002,google,cpc,C002,desktop,home,PA
E76C07DFDE8B4,CUS0AAF3E75B1C3,SB73591C8269C,QF1F0F7D1A32D,2025-05-07 14:11:56 UTC,quote_started,google,C002,google,cpc,C002,desktop,home,PA
E53081A99F508,CUS0AAF3E75B1C3,SB73591C8269C,QF1F0F7D1A32D,2025-05-07 14:12:28 UTC,contact_information_completed,google,C002,google,cpc,C002,desktop,home,PA
E99EA78A5D2C1,CUSDE85C2F86729,S54E137310F6A,Q415F30BCDE20,2025-06-15 13:33:08 UTC,landing_page_view,organic,C006,organic,organic,C006,mobile,auto,TX
E844E0A7A6F1D,CUS533FB5F35B4E,S7436C2E5DE3F,QA6557F4A18F6,2025-03-16 07:32:12 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,mobile,life,TX
E45D1C186B468,CUS7CE9AE8FA206,SF7439BB4780A,Q500CA984926C,2025-05-18 08:12:19 UTC,landing_page_view,meta,C004,meta,cpc,C004,mobile,health,GA
E4981F77D5F03,CUS7CE9AE8FA206,SF7439BB4780A,Q500CA984926C,2025-05-18 08:12:41 UTC,quote_started,meta,C004,meta,cpc,C004,mobile,health,GA
E8068D221246B,CUS7CE9AE8FA206,SF7439BB4780A,Q500CA984926C,2025-05-18 08:15:41 UTC,contact_information_completed,meta,C004,meta,cpc,C004,mobile,health,GA
E49D5C0AD5277,CUS7CE9AE8FA206,SF7439BB4780A,Q500CA984926C,2025-05-18 08:18:18 UTC,insurance_details_completed,meta,C004,meta,cpc,C004,mobile,health,GA
EA83A169C2C72,CUS7CE9AE8FA206,SF7439BB4780A,Q500CA984926C,2025-05-18 08:22:43 UTC,quote_completed,meta,C004,meta,cpc,C004,mobile,health,GA
E0DA7F3A14419,CUS7CE9AE8FA206,SF7439BB4780A,Q500CA984926C,2025-05-18 08:27:13 UTC,lead_submitted,meta,C004,meta,cpc,C004,mobile,health,GA
E4C0F1FC6EE10,CUS7064CC230D2B,SC505123BFF8C,Q3651675915C2,2025-03-05 20:36:09 UTC,landing_page_view,meta,C004,meta,cpc,C004,desktop,health,CA
E2E301BF29F28,CUSD13174377DB5,S72AB3B910155,Q944838482631,2025-01-20 07:51:00 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,desktop,life,PA
E0D954C504E60,CUSD13174377DB5,S72AB3B910155,Q944838482631,2025-01-20 07:52:14 UTC,quote_started,affiliate,C005,affiliate,affiliate,C005,desktop,life,PA
EE19025EE777D,CUSD13174377DB5,S72AB3B910155,Q944838482631,2025-01-20 07:55:52 UTC,contact_information_completed,affiliate,C005,affiliate,affiliate,C005,desktop,life,PA
E099A1D2E7C95,CUSD13174377DB5,S72AB3B910155,Q944838482631,2025-01-20 07:59:56 UTC,insurance_details_completed,affiliate,C005,affiliate,affiliate,C005,desktop,life,PA
E92514E5C5166,CUSD13174377DB5,S72AB3B910155,Q944838482631,2025-01-20 08:00:20 UTC,quote_completed,affiliate,C005,affiliate,affiliate,C005,desktop,life,PA
E25030C746E00,CUSD13174377DB5,S72AB3B910155,Q944838482631,2025-01-20 08:03:38 UTC,lead_submitted,affiliate,C005,affiliate,affiliate,C005,desktop,life,PA
E489A860C59D1,CUSBB87695A12B4,SF9D54BA40401,QC6A47191F994,2025-01-09 09:34:50 UTC,landing_page_view,meta,C004,meta,cpc,C004,desktop,health,MI
ED8F1DD1C2945,CUSBB87695A12B4,SF9D54BA40401,QC6A47191F994,2025-01-09 09:39:23 UTC,quote_started,meta,C004,meta,cpc,C004,desktop,health,MI
E47279DCF4D91,CUSBB87695A12B4,SF9D54BA40401,QC6A47191F994,2025-01-09 09:41:23 UTC,contact_information_completed,meta,C004,meta,cpc,C004,desktop,health,MI
E47B94EBA0C58,CUS1E57D30690CC,S0A65A0E817B3,QF808034F5C55,2025-06-05 10:08:10 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,desktop,life,OH
E77458178F714,CUS1E57D30690CC,S0A65A0E817B3,QF808034F5C55,2025-06-05 10:11:40 UTC,quote_started,affiliate,C005,affiliate,affiliate,C005,desktop,life,OH
E072B7B99F6CC,CUS1E57D30690CC,S0A65A0E817B3,QF808034F5C55,2025-06-05 10:16:04 UTC,contact_information_completed,affiliate,C005,affiliate,affiliate,C005,desktop,life,OH
ECDC6B4BD6763,CUS1E57D30690CC,S0A65A0E817B3,QF808034F5C55,2025-06-05 10:16:32 UTC,insurance_details_completed,affiliate,C005,affiliate,affiliate,C005,desktop,life,OH
EF1EC6274A41B,CUS1E57D30690CC,S0A65A0E817B3,QF808034F5C55,2025-06-05 10:21:19 UTC,quote_completed,affiliate,C005,affiliate,affiliate,C005,desktop,life,OH
ECAA73BF1E6E5,CUSDC6891EC24C9,S9F750DF29744,QFDC93100E3B6,2025-06-17 11:45:57 UTC,landing_page_view,google,C001,google,cpc,C001,mobile,auto,TX
E9F110C6C7891,CUS10F658E2386B,S8D1682544B96,Q15192AE01003,2025-05-22 09:15:51 UTC,landing_page_view,google,C001,google,cpc,C001,desktop,auto,NY
E0918A3968C3D,CUS10F658E2386B,S8D1682544B96,Q15192AE01003,2025-05-22 09:16:07 UTC,quote_started,google,C001,google,cpc,C001,desktop,auto,NY
E61BF481896C6,CUSFFDA9D09CBFE,S2EB8CF1A0404,QED7A53991986,2025-02-24 12:46:57 UTC,landing_page_view,meta,C004,meta,cpc,C004,desktop,health,IL
E4B8773E195E2,CUSFFDA9D09CBFE,S2EB8CF1A0404,QED7A53991986,2025-02-24 12:49:34 UTC,quote_started,meta,C004,meta,cpc,C004,desktop,health,IL
E5AE16AE3B8E0,CUS36B5D6B9676A,SE2A8C6853557,Q55FAB4ACF548,2025-05-08 17:45:56 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,desktop,life,NY
ED1F09573CA5A,CUSA933218D6418,S6CD2F6980460,Q0ADD10AC551C,2025-02-16 07:42:15 UTC,landing_page_view,direct,C007,direct,direct,C007,mobile,home,OH
EFB77F2B5D523,CUSA933218D6418,S6CD2F6980460,Q0ADD10AC551C,2025-02-16 07:46:36 UTC,quote_started,direct,C007,direct,direct,C007,mobile,home,OH
EE10EFD5830BA,CUSA933218D6418,S6CD2F6980460,Q0ADD10AC551C,2025-02-16 07:50:00 UTC,contact_information_completed,direct,C007,direct,direct,C007,mobile,home,OH
EDF22AB932233,CUSA933218D6418,S6CD2F6980460,Q0ADD10AC551C,2025-02-16 07:54:08 UTC,insurance_details_completed,direct,C007,direct,direct,C007,mobile,home,OH
EC9C2E1E83575,CUSA933218D6418,S6CD2F6980460,Q0ADD10AC551C,2025-02-16 07:56:50 UTC,quote_completed,direct,C007,direct,direct,C007,mobile,home,OH
E1E102B40AEB5,CUSA933218D6418,S6CD2F6980460,Q0ADD10AC551C,2025-02-16 07:57:30 UTC,lead_submitted,direct,C007,direct,direct,C007,mobile,home,OH
EB51EA4C9AF1A,CUS35AA7D12F248,S2CE3A03D8EBA,Q35FD8AE9F28C,2025-02-27 22:33:47 UTC,landing_page_view,direct,C007,direct,direct,C007,desktop,home,MI
EBA4250670157,CUS35AA7D12F248,S2CE3A03D8EBA,Q35FD8AE9F28C,2025-02-27 22:35:35 UTC,quote_started,direct,C007,direct,direct,C007,desktop,home,MI
E3D438F57CEB2,CUS35AA7D12F248,S2CE3A03D8EBA,Q35FD8AE9F28C,2025-02-27 22:39:45 UTC,contact_information_completed,direct,C007,direct,direct,C007,desktop,home,MI
E5072CBB0F0F2,CUS35AA7D12F248,S2CE3A03D8EBA,Q35FD8AE9F28C,2025-02-27 22:43:52 UTC,insurance_details_completed,direct,C007,direct,direct,C007,desktop,home,MI
E570B5F173FE8,CUS35AA7D12F248,S2CE3A03D8EBA,Q35FD8AE9F28C,2025-02-27 22:48:33 UTC,quote_completed,direct,C007,direct,direct,C007,desktop,home,MI
EF72AE5B107BA,CUS35AA7D12F248,S2CE3A03D8EBA,Q35FD8AE9F28C,2025-02-27 22:49:38 UTC,lead_submitted,direct,C007,direct,direct,C007,desktop,home,MI
EF1FE30E6D885,CUS7A68716C3C26,S36F21983D9CE,Q433DAA030A89,2025-01-22 09:16:50 UTC,landing_page_view,google,C001,google,cpc,C001,mobile,auto,TX
E3C694E8952D8,CUS7A68716C3C26,S36F21983D9CE,Q433DAA030A89,2025-01-22 09:19:53 UTC,quote_started,google,C001,google,cpc,C001,mobile,auto,TX
E8918E62A82EF,CUS7A68716C3C26,S36F21983D9CE,Q433DAA030A89,2025-01-22 09:20:30 UTC,contact_information_completed,google,C001,google,cpc,C001,mobile,auto,TX
E4C2277E2206B,CUS7A68716C3C26,S36F21983D9CE,Q433DAA030A89,2025-01-22 09:22:58 UTC,insurance_details_completed,google,C001,google,cpc,C001,mobile,auto,TX
E4C822AE10A83,CUS7A68716C3C26,S36F21983D9CE,Q433DAA030A89,2025-01-22 09:25:35 UTC,quote_completed,google,C001,google,cpc,C001,mobile,auto,TX
EEEE0302ECC4F,CUS85777024E374,S9CB3D11C5790,Q1F8FF47E7B75,2025-03-15 11:11:46 UTC,landing_page_view,affiliate,C005,affiliate,affiliate,C005,desktop,life,FL
ECF9E87804B40,CUS85777024E374,S9CB3D11C5790,Q1F8FF47E7B75,2025-03-15 11:14:08 UTC,quote_started,affiliate,C005,affiliate,affiliate,C005,desktop,life,FL
E6EB6C0008093,CUS85777024E374,S9CB3D11C5790,Q1F8FF47E7B75,2025-03-15 11:17:07 UTC,contact_information_completed,affiliate,C005,affiliate,affiliate,C005,desktop,life,FL
E64D93CFAA227,CUSE1E635216A7A,S466D9D07035C,Q77007749875C,2025-05-02 10:20:14 UTC,landing_page_view,google,C002,google,cpc,C002,mobile,home,NY
E563ECD9B9F91,CUS04AE43B4E4E1,SA71FFFA79B55,Q193E9559C301,2025-05-24 10:19:05 UTC,landing_page_view,organic,C006,organic,organic,C006,mobile,auto,GA
E34478B81AC6E,CUS04AE43B4E4E1,SA71FFFA79B55,Q193E9559C301,2025-05-24 10:22:32 UTC,quote_started,organic,C006,organic,organic,C006,mobile,auto,GA
E13FC24BA65E3,CUS04AE43B4E4E1,SA71FFFA79B55,Q193E9559C301,2025-05-24 10:27:11 UTC,contact_information_completed,organic,C006,organic,organic,C006,mobile,auto,GA
E8815600155E2,CUS04AE43B4E4E1,SA71FFFA79B55,Q193E9559C301,2025-05-24 10:29:13 UTC,insurance_details_completed,organic,C006,organic,organic,C006,mobile,auto,GA
E5C216CA939FB,CUS04AE43B4E4E1,SA71FFFA79B55,Q193E9559C301,2025-05-24 10:32:38 UTC,quote_completed,organic,C006,organic,organic,C006,mobile,auto,GA
E864095B61DBE,CUS04AE43B4E4E1,SA71FFFA79B55,Q193E9559C301,2025-05-24 10:34:51 UTC,lead_submitted,organic,C006,organic,organic,C006,mobile,auto,GA
E6AD6229C002B,CUS6D6B14BF70B0,S745C64CBF8D8,QDF68698C5CCC,2025-06-03 21:44:16 UTC,landing_page_view,meta,C003,meta,cpc,C003,desktop,auto,NC
E280397215D2A,CUS4C3CBED83E25,S18D3C9E99D95,QB3F2DA24AEAB,2025-03-01 21:06:13 UTC,landing_page_view,meta,C003,meta,cpc,C003,mobile,auto,NY
EBECD822B0E43,CUS4C3CBED83E25,S18D3C9E99D95,QB3F2DA24AEAB,2025-03-01 21:09:04 UTC,quote_started,meta,C003,meta,cpc,C003,mobile,auto,NY
EDC6ED591BB6D,CUSF24D59710966,S35037EDED564,Q295665D71945,2025-03-22 07:03:37 UTC,landing_page_view,google,C002,google,cpc,C002,mobile,home,GA
