lead_id,quote_id,customer_id,campaign_id,channel,submitted_at,insurance_vertical,state,device_type,lead_quality_score,is_valid,is_duplicate,is_test_lead,is_suspected_fraud,rejection_reason,lead_status
LD43E31303A2D,QCF1EFF63E789,CUS794D34062764,C003,meta,2025-03-20 12:17:39 UTC,auto,FL,tablet,30,TRUE,FALSE,FALSE,FALSE,,valid
LAB906EC95866,Q20DE6A8D40BC,CUSE64321F7C2BE,C007,direct,2025-02-06 20:59:56 UTC,home,GA,desktop,31,TRUE,FALSE,FALSE,FALSE,,valid
LAEC642FCD489,Q53D6D2881B37,CUS294813503EC8,C004,meta,2025-03-02 14:25:35 UTC,health,TX,mobile,35,TRUE,FALSE,FALSE,FALSE,,valid
LF188B5D0397E,Q14D27F727A72,CUS6E6C1CCFE81D,C005,affiliate,2025-05-31 18:10:48 UTC,life,NY,tablet,63,FALSE,FALSE,FALSE,FALSE,low_quality_score,rejected
L55292676C5DF,Q897AFA6B2F14,CUS78E5C812D9E1,C007,direct,2025-04-06 15:46:37 UTC,home,FL,desktop,45,FALSE,FALSE,FALSE,FALSE,ineligible_state,rejected
LF2851C1FE37C,QF064F505F729,CUS2EF48A2D410B,C005,affiliate,2025-04-03 13:35:55 UTC,life,NC,desktop,30,TRUE,FALSE,FALSE,FALSE,,valid
L00E9A7B5F21F,QCA4D882A72AD,CUSEEF01E0E0315,C003,meta,2025-06-10 15:16:59 UTC,auto,PA,desktop,81,TRUE,FALSE,FALSE,FALSE,,valid
L6B334AB06043,QFF9EBD03B3C0,CUSFFD908EE1A59,C005,affiliate,2025-02-02 07:28:56 UTC,life,MI,desktop,35,FALSE,FALSE,FALSE,FALSE,ineligible_state,rejected
LC4D22F9BF652,QE2BEDF30D8A1,CUS13DE7EA5A59C,C005,affiliate,2025-03-31 16:44:40 UTC,life,FL,desktop,42,TRUE,FALSE,FALSE,FALSE,,valid
L60AFE2871160,QE6C9A187AD40,CUS55A47EEF2613,C001,google,2025-03-25 09:33:05 UTC,auto,OH,desktop,47,TRUE,FALSE,FALSE,FALSE,,valid
L9FB1590D4BD6,Q305BFA88E301,CUS4B160CC1745D,C002,google,2025-02-11 17:57:31 UTC,home,NY,mobile,81,TRUE,FALSE,FALSE,FALSE,,valid
L3F563672800B,Q62DF51D28EB4,CUSD0F0DBD176E8,C002,google,2025-02-01 08:59:43 UTC,home,OH,mobile,83,TRUE,FALSE,FALSE,FALSE,,valid
L2728A70BDD0F,Q74794FED9536,CUS27349C3E3CA7,C004,meta,2025-04-21 09:44:40 UTC,health,NY,mobile,59,FALSE,TRUE,FALSE,FALSE,duplicate,rejected
L486AB0E76064,Q5EDAF7970D42,CUS5CC1300A6934,C007,direct,2025-02-15 18:00:20 UTC,home,TX,mobile,98,TRUE,FALSE,FALSE,FALSE,,valid
L4B5F73FFBFB8,Q293F373511CA,CUS47B0FC7ABE9C,C001,google,2025-01-18 18:35:30 UTC,auto,GA,desktop,39,TRUE,FALSE,FALSE,FALSE,,valid
L4AE8A6FDADD5,QEE6E12490CBA,CUSE741AA3709F6,C006,organic,2025-06-21 15:01:25 UTC,auto,FL,desktop,35,FALSE,FALSE,FALSE,FALSE,ineligible_state,rejected
LF7F2D6628AB3,Q59347E9B1F0A,CUS56E150AD7956,C002,google,2025-03-01 17:57:06 UTC,home,TX,desktop,65,TRUE,FALSE,FALSE,FALSE,,valid
L8D8AE173CE2D,QEA37E09662EF,CUS1C1F858A4D28,C005,affiliate,2025-04-12 20:36:24 UTC,life,MI,mobile,92,TRUE,FALSE,FALSE,FALSE,,valid
LCBF616036C8B,QE3BCC95CB81C,CUSC1D525527C1F,C007,direct,2025-04-11 20:13:35 UTC,home,OH,desktop,46,TRUE,FALSE,FALSE,FALSE,,valid
L05390CE5CDFC,Q1348582F1421,CUSDB892D638F32,C006,organic,2025-04-23 18:33:52 UTC,auto,IL,desktop,94,TRUE,FALSE,FALSE,FALSE,,valid
LA3106A8FF04C,QC80F79EFA178,CUSB80325411364,C006,organic,2025-02-10 10:21:35 UTC,auto,TX,mobile,78,TRUE,FALSE,FALSE,FALSE,,valid
L8CCCBDC65792,Q58DF89E4714F,CUS308589F991EE,C002,google,2025-05-06 12:04:07 UTC,home,GA,tablet,90,TRUE,FALSE,FALSE,FALSE,,valid
L73D7A17D3454,Q6B18D1DFD59C,CUS4F4CF2D8E57C,C004,meta,2025-05-07 21:41:48 UTC,health,MI,desktop,65,FALSE,FALSE,FALSE,FALSE,missing_fields,rejected
LB312FCC1B649,QD24C2C6C84A4,CUS7FA565210F00,C006,organic,2025-03-27 13:41:24 UTC,auto,MI,tablet,98,TRUE,FALSE,FALSE,FALSE,,valid
L364B610A5756,Q58220E394C94,CUS293D3D4009D8,C003,meta,2025-01-31 13:21:42 UTC,auto,GA,mobile,69,TRUE,FALSE,FALSE,FALSE,,valid
LCF3A921D6ED7,QC8B20A414B84,CUSF377897513B0,C006,organic,2025-06-27 16:13:00 UTC,auto,TX,desktop,55,TRUE,FALSE,FALSE,FALSE,,valid
L5A21A6F9C214,QF096A7B2FB9A,CUSB631AA589162,C007,direct,2025-03-04 18:26:10 UTC,home,TX,mobile,78,TRUE,FALSE,FALSE,FALSE,,valid
L295123F9C16E,Q895BEA2D6B6E,CUS2F50742FBBD3,C002,google,2025-01-23 08:14:15 UTC,home,NC,mobile,81,FALSE,FALSE,FALSE,FALSE,missing_fields,rejected
L5195181C2261,QEE3FE9A111DD,CUSA34CE3A5CA3F,C006,organic,2025-01-30 16:32:46 UTC,auto,MI,mobile,50,TRUE,FALSE,FALSE,FALSE,,valid
L7DC3AF908688,QF6726BDADF10,CUS8FE69BF74FB8,C002,google,2025-05-29 11:07:56 UTC,home,OH,desktop,86,TRUE,FALSE,FALSE,FALSE,,valid
L3276A21A782C,Q581EBE8574F9,CUS9202B81EE84A,C007,direct,2025-06-13 14:45:40 UTC,home,PA,tablet,44,TRUE,FALSE,FALSE,FALSE,,valid
L8D6895C16961,Q050BABDB8F3A,CUS664FC1A840A2,C005,affiliate,2025-06-08 20:58:22 UTC,life,MI,mobile,50,FALSE,FALSE,FALSE,FALSE,ineligible_state,rejected
LD4D584A34EF9,Q11DDD0AFD7E6,CUS5AA9DF386FD8,C001,google,2025-03-14 22:17:06 UTC,auto,PA,desktop,39,TRUE,FALSE,FALSE,FALSE,,valid
L6CA3AA4F8DC0,QCA01BB2AA540,CUS24ED50FCC8FB,C004,meta,2025-01-31 19:04:09 UTC,health,FL,desktop,36,TRUE,FALSE,FALSE,FALSE,,valid
L79366F39FB67,QE22DC3ECE58C,CUS5CFDE7B1F2F5,C004,meta,2025-02-02 18:16:42 UTC,health,TX,mobile,64,TRUE,FALSE,FALSE,FALSE,,valid
L460AD8CCD701,Q5C3F4B9D832F,CUS9E41C60411DC,C001,google,2025-04-17 19:18:28 UTC,auto,OH,desktop,32,FALSE,FALSE,FALSE,TRUE,suspected_fraud,rejected
LECF7EC92B389,QFA452058512F,CUS774687C93633,C006,organic,2025-06-16 20:51:25 UTC,auto,NY,desktop,57,TRUE,FALSE,FALSE,FALSE,,valid
LDDBCE1FF4053,QB46C79B14E62,CUSDDFC523F2C09,C006,organic,2025-05-05 07:51:42 UTC,auto,IL,mobile,65,TRUE,FALSE,FALSE,FALSE,,valid
LC6D8401B93D8,QF06E4FEC9BF4,CUS3B0D88C5A3FF,C002,google,2025-04-02 15:23:33 UTC,home,TX,desktop,82,TRUE,FALSE,FALSE,FALSE,,valid
L56F93AF53233,QF23F5EA97BC5,CUS6717BAFBA852,C001,google,2025-01-18 11:02:21 UTC,auto,NC,mobile,47,TRUE,FALSE,FALSE,FALSE,,valid
L15B1849E3B03,Q8753FB7787E6,CUSDF80FE7EA1EE,C006,organic,2025-04-20 15:51:45 UTC,auto,TX,mobile,41,TRUE,FALSE,FALSE,FALSE,,valid
LF82F3F2801F2,QFE43D720FCEF,CUS2CF48C77E805,C004,meta,2025-02-23 11:23:28 UTC,health,GA,desktop,71,TRUE,FALSE,FALSE,FALSE,,valid
LA09CC3FD3A0E,QCBA26C4197DC,CUS0B4A7980E8FF,C002,google,2025-03-18 13:36:08 UTC,home,MI,desktop,84,FALSE,FALSE,FALSE,FALSE,low_quality_score,rejected
L5577933EB25B,Q6CA1ED7F1873,CUS56308BCA7552,C005,affiliate,2025-06-18 22:15:04 UTC,life,OH,mobile,94,FALSE,TRUE,FALSE,FALSE,duplicate,rejected
L92CA80334755,Q7FB6255AD34E,CUS503927A62F00,C001,google,2025-03-02 20:19:11 UTC,auto,NY,desktop,57,TRUE,FALSE,FALSE,FALSE,,valid
L7F6D7E9AABF2,QFAF1069099F1,CUS8C3A23CF912D,C006,organic,2025-06-14 15:18:15 UTC,auto,FL,tablet,63,TRUE,FALSE,FALSE,FALSE,,valid
L0E2CCADBE4F6,Q538DD11E0FFF,CUS6AE9AE91EF42,C001,google,2025-02-15 20:20:59 UTC,auto,PA,mobile,80,TRUE,FALSE,FALSE,FALSE,,valid
L711113773F1B,QE529264BDF03,CUS95485E142622,C001,google,2025-02-04 20:12:25 UTC,auto,TX,mobile,46,TRUE,FALSE,FALSE,FALSE,,valid
L9F877366D0A6,Q31E83D64E0EF,CUSAC32ADE0C2B8,C002,google,2025-04-29 10:52:42 UTC,home,TX,mobile,98,TRUE,FALSE,FALSE,FALSE,,valid
LE0C65612FFCC,Q8E149248A5D5,CUS9294BFB87623,C002,google,2025-04-25 13:24:41 UTC,home,GA,mobile,58,TRUE,FALSE,FALSE,FALSE,,valid
L91B704513681,Q70EF6D1AAD14,CUS03D537565BFE,C001,google,2025-06-11 14:54:49 UTC,auto,GA,mobile,80,TRUE,FALSE,FALSE,FALSE,,valid
L21F6A2607540,Q81C03A238737,CUS603BCB838F2C,C001,google,2025-04-18 17:27:16 UTC,auto,NC,mobile,53,FALSE,FALSE,FALSE,TRUE,suspected_fraud,rejected
L6A8BA4039DB6,Q3045E9FAFABE,CUSFAE1749C1E95,C001,google,2025-02-08 09:30:22 UTC,auto,NY,desktop,35,TRUE,FALSE,FALSE,FALSE,,valid
L7A924FE03910,Q4B57EDE176C8,CUS5E9899F04115,C001,google,2025-03-18 20:10:28 UTC,auto,NY,desktop,47,FALSE,FALSE,FALSE,FALSE,missing_fields,rejected
L8609F13DB0C2,Q8266F8EDCDE2,CUS37E16F932487,C003,meta,2025-01-30 11:49:04 UTC,auto,FL,mobile,46,FALSE,FALSE,FALSE,FALSE,missing_fields,rejected
L8A4FF09A980A,Q279816B3797A,CUSF469A357BD2A,C002,google,2025-01-10 22:01:24 UTC,home,OH,mobile,47,TRUE,FALSE,FALSE,FALSE,,valid
LF30755AF1861,QEF352D185399,CUSAE59C4BABD2C,C005,affiliate,2025-05-17 20:25:58 UTC,life,OH,desktop,61,TRUE,FALSE,FALSE,FALSE,,valid
L001BFFEB486C,QAE5888D367A6,CUS2AE9DE51381F,C004,meta,2025-04-04 19:33:57 UTC,health,PA,tablet,82,FALSE,FALSE,FALSE,FALSE,ineligible_state,rejected
L83CE7F5A531C,QE4F1064DD82C,CUS7E5B7F099B22,C002,google,2025-02-09 12:52:50 UTC,home,NY,desktop,37,TRUE,FALSE,FALSE,FALSE,,valid
L3601CA5551A2,Q39EC67DAE9B0,CUSEE417690CAD2,C001,google,2025-04-11 13:55:37 UTC,auto,NY,mobile,37,TRUE,FALSE,FALSE,FALSE,,valid
L1EB9EF3A4134,Q642B762A89A3,CUSF956CBDBBEA0,C007,direct,2025-04-07 23:03:54 UTC,home,GA,tablet,44,TRUE,FALSE,FALSE,FALSE,,valid
L2F151BD04E4E,Q3FE2AD2720CC,CUSC74536C042B1,C005,affiliate,2025-06-18 16:07:42 UTC,life,NY,desktop,73,TRUE,FALSE,FALSE,FALSE,,valid
L1DBDC6191ABE,QB011D437CE28,CUS3A3C8F621ACC,C004,meta,2025-03-31 14:10:47 UTC,health,GA,desktop,83,TRUE,FALSE,FALSE,FALSE,,valid
LF2A4E083A46F,Q9F5A049F98AE,CUSC992FB43748F,C006,organic,2025-01-15 09:37:11 UTC,auto,TX,tablet,30,TRUE,FALSE,FALSE,FALSE,,valid
LE6FFF83A6520,Q41355CD42558,CUS5D546F264D3B,C001,google,2025-06-22 12:28:29 UTC,auto,FL,desktop,64,TRUE,FALSE,FALSE,FALSE,,valid
L8D594B1B7ED8,Q769BAB621F6A,CUS1AD26A7492B0,C001,google,2025-02-02 18:05:43 UTC,auto,NC,mobile,61,TRUE,FALSE,FALSE,FALSE,,valid
L589B6F2E8433,Q2ABF7193D9A8,CUSDB70723536A2,C004,meta,2025-06-12 14:06:48 UTC,health,NC,mobile,87,TRUE,FALSE,FALSE,FALSE,,valid
L5AE41603315C,Q8ADDFF46AF9B,CUSA1F10E345203,C002,google,2025-04-04 10:20:55 UTC,home,NY,desktop,66,TRUE,FALSE,FALSE,FALSE,,valid
LE8FAF935BEFA,Q1840455E4E67,CUS58F2F84EC5EC,C003,meta,2025-03-12 18:19:52 UTC,auto,FL,tablet,48,TRUE,FALSE,FALSE,FALSE,,valid
L27F5199AAC9C,QF3720AA102C2,CUSEE0CD69526FB,C003,meta,2025-05-17 14:51:59 UTC,auto,NC,desktop,92,TRUE,FALSE,FALSE,FALSE,,valid
LE82E40091200,Q8F0E95DF126D,CUS432514B47D6F,C003,meta,2025-05-09 21:48:20 UTC,auto,OH,mobile,38,TRUE,FALSE,FALSE,FALSE,,valid
LB2851264BFC4,Q0CA36819B786,CUS72FF55E4B8F4,C004,meta,2025-05-10 12:49:31 UTC,health,OH,mobile,38,TRUE,FALSE,FALSE,FALSE,,valid
LE8E6C13D8910,Q85C2DC59D27B,CUS762B910C4C71,C004,meta,2025-04-04 11:39:26 UTC,health,NY,tablet,90,TRUE,FALSE,FALSE,FALSE,,valid
LA30F4A4A2CC9,Q29F00087DB3F,CUS5674AD772128,C002,google,2025-05-20 09:40:49 UTC,home,PA,tablet,52,TRUE,FALSE,FALSE,FALSE,,valid
L5D4E01001C41,Q050069447F0B,CUS983E26868EBB,C002,google,2025-01-20 10:49:33 UTC,home,CA,desktop,45,TRUE,FALSE,FALSE,FALSE,,valid
L95B4239BCC85,Q03A8E7DD9144,CUSCABCB1B10531,C003,meta,2025-05-22 23:03:13 UTC,auto,NC,mobile,42,TRUE,FALSE,FALSE,FALSE,,valid
L71F444EF873D,Q6856EF70B5DC,CUS06B9866170EA,C002,google,2025-02-12 20:56:33 UTC,home,IL,desktop,30,TRUE,FALSE,FALSE,FALSE,,valid
LF126E064027A,Q5B5EC2718AFB,CUS08DC95887C20,C003,meta,2025-02-15 09:42:58 UTC,auto,NC,desktop,43,TRUE,FALSE,FALSE,FALSE,,valid
L51AF903316D9,Q7302F0551719,CUSE48D207ED464,C006,organic,2025-04-27 12:36:36 UTC,auto,CA,tablet,68,TRUE,FALSE,FALSE,FALSE,,valid
LACB5A04DEEC2,QE5EC782087FE,CUSA569F94345BD,C001,google,2025-02-01 20:21:17 UTC,auto,GA,desktop,90,TRUE,FALSE,FALSE,FALSE,,valid
LAB9C95015473,QB7F41D0983CF,CUSB8D2DE0449D6,C006,organic,2025-04-24 21:14:26 UTC,auto,GA,desktop,94,TRUE,FALSE,FALSE,FALSE,,valid
L6BFC78EF9498,QB266934C4EC4,CUS58D544A95E43,C007,direct,2025-03-18 16:31:49 UTC,home,OH,desktop,59,TRUE,FALSE,FALSE,FALSE,,valid
L2EF4E913B91B,Q7392EA8E5792,CUS5E2A8BCAA6C5,C002,google,2025-03-27 19:48:16 UTC,home,TX,mobile,84,FALSE,FALSE,FALSE,FALSE,low_quality_score,rejected
L6BAD6AE32A33,Q8388C157F3BE,CUSDA0349ECC507,C005,affiliate,2025-01-17 19:46:20 UTC,life,NY,mobile,76,TRUE,FALSE,FALSE,FALSE,,valid
L2FF2353C63BD,QF8328F35C3AA,CUS46D3AF85236B,C006,organic,2025-01-08 17:08:48 UTC,auto,NY,desktop,76,TRUE,FALSE,FALSE,FALSE,,valid
LEE8A79BAE7C1,Q0437F9259A8F,CUS2135E0143B9D,C002,google,2025-02-12 09:40:09 UTC,home,NY,tablet,98,TRUE,FALSE,FALSE,FALSE,,valid
L292FBBD39FE2,Q05E93E574618,CUS0AE57AD8970A,C004,meta,2025-02-26 08:39:00 UTC,health,PA,mobile,87,FALSE,FALSE,FALSE,FALSE,ineligible_state,rejected
L4374664A8E9D,Q140DDDA6563A,CUS19A0BDA9832B,C001,google,2025-06-07 13:06:57 UTC,auto,GA,desktop,39,TRUE,FALSE,FALSE,FALSE,,valid
LCB3F04B2625C,Q967D16962BAF,CUS127781F1A158,C001,google,2025-06-01 13:12:30 UTC,auto,OH,mobile,57,FALSE,TRUE,FALSE,FALSE,duplicate,rejected
L3E0763439612,QD1C6B6B86AA9,CUS58B60D19B73B,C001,google,2025-02-26 11:34:32 UTC,auto,NC,mobile,92,TRUE,FALSE,FALSE,FALSE,,valid
L1D86DD338A37,Q0E13F71ED780,CUSA0A3539AA00B,C005,affiliate,2025-03-09 12:57:20 UTC,life,CA,mobile,54,TRUE,FALSE,FALSE,FALSE,,valid
LE0BBE77A297E,QC462ABFB06BC,CUS3AEF9C3BE46A,C004,meta,2025-02-26 14:15:54 UTC,health,TX,desktop,91,TRUE,FALSE,FALSE,FALSE,,valid
L42B8C19A01D7,QB64F86B0C63D,CUS0D4D84367C78,C003,meta,2025-01-24 15:07:00 UTC,auto,NC,desktop,54,FALSE,FALSE,FALSE,FALSE,ineligible_state,rejected
LF1CD6EE9D45B,Q7F2F0DD510C5,CUSC9F2992B0B06,C007,direct,2025-05-20 21:32:41 UTC,home,NY,tablet,61,TRUE,FALSE,FALSE,FALSE,,valid
L253249791499,QA94A3F109E91,CUSD5BA8AD4AFD7,C005,affiliate,2025-03-27 19:08:50 UTC,life,NY,mobile,98,TRUE,FALSE,FALSE,FALSE,,valid
L5E4E14A7EFE1,QAA8634BC12E2,CUS2CA24511B52E,C003,meta,2025-02-24 07:33:11 UTC,auto,TX,mobile,56,TRUE,FALSE,FALSE,FALSE,,valid
LEB5D852F212C,QC517062B0B01,CUSA25F069918D6,C006,organic,2025-04-14 08:18:58 UTC,auto,NY,desktop,31,TRUE,FALSE,FALSE,FALSE,,valid
L3E7629CD1CF3,Q110FFD523D9C,CUS85BB0F489374,C003,meta,2025-04-23 11:35:49 UTC,auto,IL,desktop,63,TRUE,FALSE,FALSE,FALSE,,valid
LFF5E67F95904,Q940C32325C7C,CUS6A532D644CFF,C003,meta,2025-04-10 20:01:54 UTC,auto,FL,mobile,100,TRUE,FALSE,FALSE,FALSE,,valid
LBD7230C035F3,Q0EB865BB79D6,CUS8EA4C18472E9,C006,organic,2025-03-25 20:52:13 UTC,auto,IL,desktop,67,TRUE,FALSE,FALSE,FALSE,,valid
LD6208023F7FD,Q353324565C3D,CUS516EFF0008E6,C002,google,2025-06-06 21:13:52 UTC,home,CA,tablet,85,TRUE,FALSE,FALSE,FALSE,,valid
L056BA3EAE5F0,Q9309609C0FE8,CUS383772C175D9,C004,meta,2025-02-20 10:04:49 UTC,health,FL,mobile,56,TRUE,FALSE,FALSE,FALSE,,valid
L1E7D95B813BE,QD03F509CFB54,CUS62FDD7FBD77B,C007,direct,2025-02-19 19:26:32 UTC,home,IL,desktop,86,FALSE,TRUE,FALSE,FALSE,duplicate,rejected
L8F5915A7EB6F,QE218DF6F9C33,CUS90E5A6A15350,C002,google,2025-01-21 21:52:33 UTC,home,GA,mobile,51,TRUE,FALSE,FALSE,FALSE,,valid
LAE2257067AD5,QD5742E358233,CUS2D90A80269EC,C001,google,2025-05-12 13:51:02 UTC,auto,FL,mobile,51,TRUE,FALSE,FALSE,FALSE,,valid
L14B4B2DE8700,QF6EC7C090AD0,CUS8A8B99E4DBEE,C001,google,2025-04-29 22:10:08 UTC,auto,NC,desktop,32,TRUE,FALSE,FALSE,FALSE,,valid
L2D9A40327646,Q73CF9768DA81,CUSAC76F1F91E6E,C006,organic,2025-01-13 09:47:41 UTC,auto,GA,desktop,52,TRUE,FALSE,FALSE,FALSE,,valid
LB590C04904E9,QE7F76C855B98,CUS52EBA937515C,C007,direct,2025-06-23 22:17:36 UTC,home,GA,desktop,43,FALSE,TRUE,FALSE,FALSE,duplicate,rejected
L9CECB69D1DC4,QFC7D88BCB154,CUSF90D0F45D696,C007,direct,2025-05-20 14:11:16 UTC,home,IL,desktop,88,FALSE,FALSE,FALSE,FALSE,low_quality_score,rejected
LFF43668388C3,QDF99DA7067CD,CUS37431F5D235D,C005,affiliate,2025-06-05 22:14:36 UTC,life,FL,mobile,72,FALSE,FALSE,FALSE,TRUE,suspected_fraud,rejected
L84EFF764C4ED,QB73DDCD979A1,CUS1EC2AD5E8084,C001,google,2025-04-03 11:33:33 UTC,auto,NC,desktop,61,TRUE,FALSE,FALSE,FALSE,,valid
LB04AE892E466,Q6546130B1F1D,CUS859E025D0E22,C005,affiliate,2025-01-01 23:09:11 UTC,life,FL,desktop,86,TRUE,FALSE,FALSE,FALSE,,valid
LEDB423C1E819,QD4EFF84F8C7D,CUSF8990D5CDCC8,C002,google,2025-04-10 21:27:18 UTC,home,NC,mobile,77,TRUE,FALSE,FALSE,FALSE,,valid
L03C6B2C9ED9F,Q410F01A5D05B,CUS87BC5053513F,C002,google,2025-03-10 12:02:44 UTC,home,TX,desktop,57,TRUE,FALSE,FALSE,FALSE,,valid
L3A8817B02FEB,Q864BE8C8AFB7,CUS9CB8B2A6FAF1,C006,organic,2025-06-01 20:02:14 UTC,auto,CA,tablet,79,TRUE,FALSE,FALSE,FALSE,,valid
L84006B05973D,Q895A3C16894F,CUS8DC51E117938,C003,meta,2025-05-26 09:09:01 UTC,auto,OH,mobile,84,TRUE,FALSE,FALSE,FALSE,,valid
LE7649D4DEE39,Q7F06B6938D23,CUS3118BB1C5287,C007,direct,2025-05-20 08:50:54 UTC,home,OH,mobile,76,TRUE,FALSE,FALSE,FALSE,,valid
LB353CF887F83,Q7E87226C818F,CUS0BB295F661E1,C007,direct,2025-04-29 10:17:44 UTC,home,TX,mobile,71,TRUE,FALSE,FALSE,FALSE,,valid
LF5D443FE88BF,Q629AF35DFF26,CUSA48E1D9DB70A,C001,google,2025-05-05 13:27:45 UTC,auto,TX,desktop,82,TRUE,FALSE,FALSE,FALSE,,valid
L5A6CF84E6627,Q03BD57B22398,CUSDF9C4A936B87,C007,direct,2025-04-19 09:18:12 UTC,home,CA,mobile,41,TRUE,FALSE,FALSE,FALSE,,valid
LDC3A1D9889D8,Q550E9BDB9BC3,CUSD30977E8E63E,C006,organic,2025-06-03 22:24:02 UTC,auto,CA,mobile,58,TRUE,FALSE,FALSE,FALSE,,valid
L672A725FBB03,Q8D23EFB7A0E9,CUSD13ED7C608CD,C005,affiliate,2025-01-03 21:36:32 UTC,life,PA,desktop,40,TRUE,FALSE,FALSE,FALSE,,valid
L10808BAEBC73,QD2B276E03ACC,CUS5EE219C89EA4,C001,google,2025-03-18 16:35:48 UTC,auto,NC,tablet,31,TRUE,FALSE,FALSE,FALSE,,valid
LC5C5DE3DE209,Q4E24F848AB23,CUS0B11A55FC5F2,C005,affiliate,2025-02-10 15:30:59 UTC,life,TX,desktop,42,TRUE,FALSE,FALSE,FALSE,,valid
L955E37E62650,Q40F509CB0ED9,CUS1C84CEFD07D3,C005,affiliate,2025-02-06 21:41:10 UTC,life,CA,tablet,82,FALSE,FALSE,FALSE,FALSE,ineligible_state,rejected
L8BFC22767F36,Q9F8C66F38677,CUSF310273EBB75,C001,google,2025-02-04 12:10:14 UTC,auto,GA,desktop,95,FALSE,FALSE,FALSE,FALSE,ineligible_state,rejected
L5A371132EE18,Q62FA5C607AAD,CUS62AA52CCAA8C,C001,google,2025-04-12 23:10:20 UTC,auto,OH,mobile,37,TRUE,FALSE,FALSE,FALSE,,valid
L24B9026DC85C,Q891B4C87BA5C,CUS70C1DA1AE2F2,C002,google,2025-06-09 20:50:32 UTC,home,NC,mobile,85,FALSE,FALSE,FALSE,FALSE,low_quality_score,rejected
L51AB7ADA0A1C,QB9A90A0C95E9,CUSACF56C97213E,C007,direct,2025-03-23 09:36:18 UTC,home,NY,mobile,81,TRUE,FALSE,FALSE,FALSE,,valid
L97F9929B5445,Q193902807A53,CUSCF28C1988E5A,C004,meta,2025-01-19 13:05:06 UTC,health,NC,tablet,79,TRUE,FALSE,FALSE,FALSE,,valid
LD4FA70D1B6C9,Q2F4D4CC09201,CUSF7DBC80FC7BA,C004,meta,2025-04-10 07:27:37 UTC,health,MI,mobile,92,TRUE,FALSE,FALSE,FALSE,,valid
LF4051CA88F9D,Q116F2F32CE59,CUS8653F4801347,C002,google,2025-01-26 13:58:06 UTC,home,CA,mobile,87,TRUE,FALSE,FALSE,FALSE,,valid
LB0D8701713B3,QFA88F4088F62,CUS9B481A65DDF8,C003,meta,2025-02-23 21:31:17 UTC,auto,TX,mobile,52,TRUE,FALSE,FALSE,FALSE,,valid
LF788C564B5F5,Q5DD4F2387652,CUSCF320B3E2D6C,C006,organic,2025-04-26 13:23:38 UTC,auto,PA,mobile,55,TRUE,FALSE,FALSE,FALSE,,valid
LFDC17B370083,Q056441F81F99,CUS104E79746F82,C001,google,2025-05-10 22:04:45 UTC,auto,PA,mobile,47,FALSE,TRUE,FALSE,FALSE,duplicate,rejected
L37CC5D237CE1,Q1FB475BC435B,CUS785762306F6E,C003,meta,2025-03-28 07:35:52 UTC,auto,OH,tablet,97,TRUE,FALSE,FALSE,FALSE,,valid
L156D460D1A37,QB17A1E5550D9,CUS827506AE694C,C001,google,2025-01-11 21:09:02 UTC,auto,NY,tablet,38,TRUE,FALSE,FALSE,FALSE,,valid
L805FA342A6FA,QD5E3CF0F1B4B,CUSF5F6E7E3DA77,C007,direct,2025-02-28 18:43:45 UTC,home,FL,tablet,69,TRUE,FALSE,FALSE,FALSE,,valid
L31808512397E,QF65AAF1A9821,CUS1E31624E0069,C005,affiliate,2025-06-19 09:57:51 UTC,life,NY,mobile,59,FALSE,FALSE,FALSE,FALSE,missing_fields,rejected
L551E2873955B,Q5D7139EF8818,CUS3B7B0012D0D8,C006,organic,2025-02-21 19:25:54 UTC,auto,GA,mobile,89,TRUE,FALSE,FALSE,FALSE,,valid
L23A575937B0E,Q308F49872D1B,CUSEC9862DB2D6C,C004,meta,2025-03-20 14:13:38 UTC,health,CA,desktop,31,FALSE,FALSE,FALSE,FALSE,ineligible_state,rejected
L6396EEB366C8,Q2210E2581995,CUS74F2609CC896,C002,google,2025-03-08 08:18:41 UTC,home,NC,tablet,38,TRUE,FALSE,FALSE,FALSE,,valid
LB9E5BAA71F2B,QD3BE393C4BC9,CUSBC426EA89AE7,C005,affiliate,2025-02-24 23:12:56 UTC,life,TX,mobile,81,FALSE,TRUE,FALSE,FALSE,duplicate,rejected
L49782D550FE8,Q8A41E654CB0F,CUS988C17099293,C001,google,2025-01-09 10:32:36 UTC,auto,IL,mobile,88,FALSE,FALSE,FALSE,FALSE,missing_fields,rejected
L27B5B8A1E65A,Q2A92B51FACC4,CUS48DFBD7E350A,C005,affiliate,2025-01-15 17:32:15 UTC,life,IL,desktop,68,FALSE,FALSE,FALSE,TRUE,suspected_fraud,rejected
L60BB70E74919,Q54587C243026,CUS75F0352698ED,C002,google,2025-05-23 16:45:49 UTC,home,CA,mobile,83,FALSE,FALSE,FALSE,FALSE,ineligible_state,rejected
L923D8C4BF531,Q62EAF335BC85,CUS8DFCD6E2BE75,C006,organic,2025-04-09 21:39:50 UTC,auto,GA,mobile,90,TRUE,FALSE,FALSE,FALSE,,valid
L6A6B6EFA8C58,Q60FCBFE101B7,CUS7D8F6429B7BE,C005,affiliate,2025-02-17 09:55:35 UTC,life,NC,desktop,34,TRUE,FALSE,FALSE,FALSE,,valid
