performance_date,channel,campaign_id,insurance_vertical,state,spend,impressions,clicks,platform_reported_leads,platform_reported_conversions,platform_reported_revenue
2025-03-19,google,C002,home,PA,380.09,48041,2689,12,12,724.56
2025-03-19,meta,C003,auto,TX,272.69,34013,1591,6,6,327.69
2025-03-19,meta,C004,health,IL,254.96,31897,1468,7,7,379.65
2025-03-19,affiliate,C005,life,NY,151.4,14168,320,13,13,511.96
2025-03-20,google,C001,auto,FL,327.51,28964,690,14,15,754.87
2025-03-20,google,C002,home,PA,428.63,45887,2088,8,8,322.59
2025-03-20,meta,C003,auto,GA,258.33,21061,845,11,11,421.28
2025-03-20,meta,C004,health,NC,305.27,29508,923,10,10,550.08
2025-03-20,affiliate,C005,life,MI,145.8,21685,583,5,5,224.71
2025-03-21,google,C001,auto,CA,297.61,27078,1003,18,18,1161.41
2025-03-21,google,C002,home,NY,444.87,57697,1311,6,6,324.88
2025-03-21,meta,C003,auto,TX,250.67,25924,563,9,9,341.93
2025-03-21,meta,C004,health,NC,235.75,27393,1590,8,8,333.36
2025-03-21,affiliate,C005,life,NY,107.02,8770,361,3,3,182.51
2025-03-22,google,C001,auto,TX,232.31,23970,665,5,5,205.8
2025-03-22,google,C002,home,OH,259.07,29933,1335,9,9,504.58
2025-03-22,meta,C003,auto,TX,159.5,22551,519,12,12,539.82
2025-03-22,meta,C004,health,FL,126.94,17679,589,7,7,421.61
2025-03-22,affiliate,C005,life,NY,86.01,9542,502,8,8,284.57
2025-03-23,google,C001,auto,CA,198.86,21524,1065,6,6,353.0
2025-03-23,google,C002,home,OH,227.08,20864,720,5,5,208.6
2025-03-23,meta,C003,auto,GA,181.98,23417,575,10,10,603.59
2025-03-23,meta,C004,health,FL,170.52,14587,450,8,8,440.11
2025-03-23,affiliate,C005,life,OH,78.8,9778,495,6,6,254.98
2025-03-24,google,C001,auto,CA,405.96,38559,1692,6,6,340.41
2025-03-24,google,C002,home,NY,464.73,50604,1021,9,9,534.28
2025-03-24,meta,C003,auto,CA,245.19,23999,735,4,4,224.27
2025-03-24,meta,C004,health,IL,203.11,27893,1331,3,3,114.09
2025-03-24,affiliate,C005,life,OH,117.28,9937,266,10,10,580.29
2025-03-25,google,C001,auto,TX,365.36,32696,989,11,11,430.81
2025-03-25,google,C002,home,NY,340.5,29360,1266,5,5,177.21
2025-03-25,meta,C003,auto,TX,251.06,33202,983,9,9,453.25
2025-03-25,meta,C004,health,IL,258.2,23211,513,7,7,320.11
2025-03-25,affiliate,C005,life,OH,139.92,11487,571,10,10,618.0
2025-03-26,google,C001,auto,CA,328.21,42561,1726,15,15,658.57
2025-03-26,google,C002,home,OH,378.47,35365,1909,15,15,682.06
2025-03-26,meta,C003,auto,CA,250.1,30228,1169,0,0,0.0
2025-03-26,meta,C004,health,IL,298.78,30949,734,3,3,183.63
2025-03-26,affiliate,C005,life,OH,124.46,16703,743,5,5,236.98
2025-03-27,google,C001,auto,CA,366.02,29804,1221,7,7,357.05
2025-03-27,google,C002,home,OH,329.94,44114,1625,10,10,589.0
2025-03-27,meta,C003,auto,GA,311.32,46345,1437,7,7,331.0
2025-03-27,meta,C004,health,IL,306.24,26773,621,3,3,164.25
2025-03-27,affiliate,C005,life,OH,97.56,13677,623,12,12,601.96
2025-03-28,google,C001,auto,FL,420.53,49691,2495,3,3,178.2
2025-03-28,google,C002,home,PA,351.08,48480,1607,11,11,627.32
2025-03-28,meta,C003,auto,TX,265.38,21606,1295,7,7,371.19
2025-03-28,meta,C004,health,FL,300.47,30921,897,4,4,163.33
2025-03-28,affiliate,C005,life,NY,108.06,9921,364,6,6,311.97
2025-03-29,google,C001,auto,FL,214.01,19488,516,11,11,497.09
2025-03-29,google,C002,home,NY,264.81,21537,560,9,9,518.89
2025-03-29,meta,C003,auto,CA,123.92,17636,871,5,5,243.37
2025-03-29,meta,C004,health,FL,181.75,25122,1027,6,6,287.22
2025-03-29,affiliate,C005,life,OH,77.27,7734,205,5,5,268.55
2025-03-30,google,C001,auto,CA,246.02,26836,1581,6,6,218.36
2025-03-30,google,C002,home,NY,195.21,19910,893,11,11,607.16
2025-03-30,meta,C003,auto,CA,154.66,21476,1127,5,5,288.65
2025-03-30,meta,C004,health,IL,117.46,15727,497,6,6,248.31
2025-03-30,affiliate,C005,life,OH,84.3,7363,287,5,5,302.34
2025-03-31,google,C001,auto,TX,357.08,50534,2811,9,9,353.04
2025-03-31,google,C002,home,OH,423.36,50741,2717,4,4,195.79
2025-03-31,meta,C003,auto,GA,230.33,27508,1059,5,5,299.96
2025-03-31,meta,C004,health,NC,250.3,35367,953,6,6,231.41
2025-03-31,affiliate,C005,life,OH,152.35,21155,830,13,13,469.74
2025-04-01,google,C001,auto,CA,340.96,37145,1862,15,16,1027.1
2025-04-01,google,C002,home,PA,390.97,43203,884,7,7,414.76
2025-04-01,meta,C003,auto,TX,268.4,23680,1224,5,5,212.3
2025-04-01,meta,C004,health,FL,223.05,23832,922,5,5,186.29
2025-04-01,affiliate,C005,life,NY,140.98,12729,660,11,11,625.54
2025-04-02,google,C001,auto,TX,309.98,40991,1571,7,7,442.32
2025-04-02,google,C002,home,NY,393.19,49598,1357,10,10,404.21
2025-04-02,meta,C003,auto,GA,290.61,37320,2078,12,12,446.0
2025-04-02,meta,C004,health,NC,219.86,19225,595,6,6,242.38
2025-04-02,affiliate,C005,life,OH,155.23,17175,364,11,11,488.76
2025-04-03,google,C001,auto,TX,367.37,31713,1078,10,10,516.69
2025-04-03,google,C002,home,PA,360.63,35070,2056,7,7,337.73
2025-04-03,meta,C003,auto,TX,205.97,28936,839,5,5,262.35
2025-04-03,meta,C004,health,FL,251.06,30843,848,5,5,313.47
2025-04-03,affiliate,C005,life,NY,113.66,11966,431,13,13,502.59
2025-04-04,google,C001,auto,TX,350.17,29170,1018,11,11,642.88
2025-04-04,google,C002,home,OH,371.6,39516,1569,15,15,957.96
2025-04-04,meta,C003,auto,CA,274.3,23629,677,12,12,565.86
2025-04-04,meta,C004,health,FL,258.31,37526,1485,6,6,220.44
2025-04-04,affiliate,C005,life,MI,97.36,11997,554,8,8,430.42
2025-04-05,google,C001,auto,FL,196.72,26825,742,7,7,416.21
2025-04-05,google,C002,home,PA,181.96,22243,769,6,6,372.62
2025-04-05,meta,C003,auto,TX,178.71,19287,796,6,6,333.56
2025-04-05,meta,C004,health,FL,115.75,13493,464,6,6,344.86
2025-04-05,affiliate,C005,life,MI,59.75,8002,303,7,7,373.3
2025-04-06,google,C001,auto,CA,201.13,20261,842,7,7,321.07
2025-04-06,google,C002,home,OH,216.55,18022,803,4,4,203.74
2025-04-06,meta,C003,auto,CA,113.51,15479,571,8,8,352.27
2025-04-06,meta,C004,health,FL,143.95,17619,397,8,8,329.97
2025-04-06,affiliate,C005,life,NY,81.79,7352,305,7,7,446.7
2025-04-07,google,C001,auto,FL,409.89,42171,2449,12,12,525.77
2025-04-07,google,C002,home,PA,348.11,39670,1456,7,7,411.45
2025-04-07,meta,C003,auto,CA,192.68,21709,988,7,7,351.2
2025-04-07,meta,C004,health,NC,299.71,41095,2044,6,6,323.68
2025-04-07,affiliate,C005,life,OH,101.15,14123,340,9,9,475.57
2025-04-08,google,C001,auto,CA,415.82,51498,1999,3,3,152.5
2025-04-08,google,C002,home,NY,320.21,25646,698,8,8,339.3
2025-04-08,meta,C003,auto,TX,242.12,32843,1821,5,5,297.43
2025-04-08,meta,C004,health,NC,280.89,38290,893,3,3,182.47
2025-04-08,affiliate,C005,life,NY,134.92,16877,953,10,10,535.29
2025-04-09,google,C001,auto,CA,368.2,35003,793,3,3,140.37
2025-04-09,google,C002,home,OH,350.61,46061,1726,10,10,568.71
2025-04-09,meta,C003,auto,TX,248.03,27839,1426,5,5,289.79
2025-04-09,meta,C004,health,NC,296.37,34303,1565,10,10,417.61
2025-04-09,affiliate,C005,life,OH,119.03,11421,462,9,9,364.05
2025-04-10,google,C001,auto,TX,299.88,31887,972,5,5,240.99
2025-04-10,google,C002,home,OH,448.1,49774,1422,6,6,336.22
2025-04-10,meta,C003,auto,TX,290.03,35244,1997,6,6,286.12
2025-04-10,meta,C004,health,IL,309.25,38089,1139,6,6,339.88
2025-04-10,affiliate,C005,life,MI,119.98,14238,305,7,7,364.72
2025-04-11,google,C001,auto,TX,357.97,44005,1070,7,7,280.29
2025-04-11,google,C002,home,OH,389.36,56393,3001,13,13,560.42
2025-04-11,meta,C003,auto,GA,236.25,19887,585,5,5,266.2
2025-04-11,meta,C004,health,NC,307.91,40385,944,9,9,571.59
2025-04-11,affiliate,C005,life,OH,123.09,13694,488,5,5,300.13
2025-04-12,google,C001,auto,FL,207.03,28547,1593,7,7,355.27
2025-04-12,google,C002,home,PA,181.33,19958,656,8,8,476.52
2025-04-12,meta,C003,auto,CA,175.83,20934,1243,8,8,365.25
2025-04-12,meta,C004,health,FL,157.02,22275,1190,8,8,342.52
2025-04-12,affiliate,C005,life,OH,80.87,9669,400,5,5,269.25
2025-04-13,google,C001,auto,FL,187.54,26125,1257,10,10,374.01
2025-04-13,google,C002,home,NY,215.43,32069,1560,13,13,593.03
2025-04-13,meta,C003,auto,TX,116.48,16594,385,4,4,197.35
2025-04-13,meta,C004,health,IL,170.13,17698,419,7,7,264.63
2025-04-13,affiliate,C005,life,MI,63.48,5225,181,8,8,451.38
2025-04-14,google,C001,auto,FL,340.23,42858,1731,14,14,576.55
2025-04-14,google,C002,home,OH,289.66,30343,889,10,10,520.14
2025-04-14,meta,C003,auto,CA,275.03,22363,521,6,6,359.86
2025-04-14,meta,C004,health,NC,307.55,29305,721,4,4,142.29
2025-04-14,affiliate,C005,life,NY,97.31,13104,539,6,6,330.88
2025-04-15,google,C001,auto,TX,354.37,37461,1122,8,8,372.64
2025-04-15,google,C002,home,NY,403.93,55673,2118,10,10,419.27
2025-04-15,meta,C003,auto,GA,240.99,31109,1050,6,6,267.38
2025-04-15,meta,C004,health,NC,236.37,22485,751,5,5,231.85
2025-04-15,affiliate,C005,life,NY,154.54,22673,1131,12,12,441.62
2025-04-16,google,C001,auto,FL,356.56,42780,1396,14,14,759.03
2025-04-16,google,C002,home,OH,320.87,38637,843,6,6,380.87
2025-04-16,meta,C003,auto,CA,255.64,23397,1193,7,7,248.65
2025-04-16,meta,C004,health,IL,198.96,29661,1329,4,4,243.45
2025-04-16,affiliate,C005,life,MI,96.0,13933,411,7,7,412.45
2025-04-17,google,C001,auto,CA,411.28,33745,1564,13,13,468.38
2025-04-17,google,C002,home,PA,372.25,47996,1690,11,11,387.57
2025-04-17,meta,C003,auto,CA,256.87,25858,1230,6,6,334.01
2025-04-17,meta,C004,health,IL,201.64,17463,419,5,5,302.28
2025-04-17,affiliate,C005,life,OH,132.76,11270,302,10,10,511.46
2025-04-18,google,C001,auto,TX,337.67,46343,1497,14,14,788.55
2025-04-18,google,C002,home,OH,402.77,53091,1712,9,9,508.24
2025-04-18,meta,C003,auto,TX,200.75,28060,603,5,5,261.95
2025-04-18,meta,C004,health,NC,203.26,19042,599,6,6,255.13
2025-04-18,affiliate,C005,life,MI,144.56,15724,648,5,5,293.32
2025-04-19,google,C001,auto,TX,231.03,19121,424,6,6,329.66
2025-04-19,google,C002,home,OH,236.93,32178,1056,5,5,272.05
2025-04-19,meta,C003,auto,GA,143.52,19311,950,6,6,314.74
2025-04-19,meta,C004,health,IL,143.66,18274,858,7,7,343.57
2025-04-19,affiliate,C005,life,OH,78.06,7308,421,7,7,293.24
2025-04-20,google,C001,auto,FL,260.58,28255,1138,11,11,488.36
2025-04-20,google,C002,home,NY,216.76,29977,867,13,13,528.45
2025-04-20,meta,C003,auto,TX,170.7,21162,1139,7,7,318.55
2025-04-20,meta,C004,health,FL,168.69,20662,424,5,5,228.21
2025-04-20,affiliate,C005,life,OH,56.23,6774,183,7,7,326.13
2025-04-21,google,C001,auto,CA,381.28,39328,920,8,8,295.58
2025-04-21,google,C002,home,NY,373.3,40961,1013,6,6,262.11
2025-04-21,meta,C003,auto,CA,225.24,25034,611,7,7,262.48
2025-04-21,meta,C004,health,NC,275.88,23953,1259,8,8,289.09
2025-04-21,affiliate,C005,life,MI,123.0,17772,374,6,6,346.24
2025-04-22,google,C001,auto,TX,401.12,36074,1484,13,13,488.83
2025-04-22,google,C002,home,OH,400.99,33454,1449,11,11,418.17
2025-04-22,meta,C003,auto,GA,245.22,36486,1937,5,5,256.25
2025-04-22,meta,C004,health,IL,260.7,30657,821,5,5,176.21
2025-04-22,affiliate,C005,life,MI,113.03,9861,258,7,7,424.7
2025-04-23,google,C001,auto,FL,328.48,47987,2369,11,11,465.16
2025-04-23,google,C002,home,OH,366.72,53714,3078,14,14,882.0
2025-04-23,meta,C003,auto,GA,267.55,34167,991,3,3,176.45
2025-04-23,meta,C004,health,NC,213.66,31700,1306,8,8,336.4
2025-04-23,affiliate,C005,life,OH,103.32,11305,518,7,7,371.5
2025-04-24,google,C001,auto,FL,380.1,33049,1794,7,7,333.83
2025-04-24,google,C002,home,OH,402.19,40781,1288,8,8,310.91
2025-04-24,meta,C003,auto,GA,235.56,20554,849,5,5,318.44
2025-04-24,meta,C004,health,FL,295.35,37677,1254,2,2,109.67
2025-04-24,affiliate,C005,life,MI,105.62,11677,384,6,6,363.59
2025-04-25,google,C001,auto,TX,419.82,35460,1589,6,6,279.71
2025-04-25,google,C002,home,OH,364.68,48309,2533,8,8,444.11
2025-04-25,meta,C003,auto,TX,277.15,37045,1104,3,3,136.63
2025-04-25,meta,C004,health,NC,257.47,25662,749,4,4,176.81
2025-04-25,affiliate,C005,life,OH,149.44,18398,553,9,9,553.5
2025-04-26,google,C001,auto,FL,194.84,20291,874,8,8,458.81
2025-04-26,google,C002,home,PA,221.85,18299,931,8,8,344.76
2025-04-26,meta,C003,auto,GA,132.08,16133,901,11,11,421.09
2025-04-26,meta,C004,health,FL,146.09,12965,302,6,6,247.27
2025-04-26,affiliate,C005,life,MI,79.97,11483,634,9,9,437.08
2025-04-27,google,C001,auto,FL,184.79,26347,1404,11,11,557.73
2025-04-27,google,C002,home,OH,232.01,33501,728,10,10,450.65
2025-04-27,meta,C003,auto,GA,152.28,13391,401,4,4,230.18
2025-04-27,meta,C004,health,FL,163.11,20046,521,5,5,243.79
2025-04-27,affiliate,C005,life,NY,89.92,11058,578,7,7,405.53
2025-04-28,google,C001,auto,FL,409.87,48583,2582,15,15,734.47
2025-04-28,google,C002,home,NY,354.2,35652,723,5,5,304.02
2025-04-28,meta,C003,auto,GA,309.54,39103,1885,2,2,125.55
2025-04-28,meta,C004,health,NC,272.78,33114,739,6,6,233.63
2025-04-28,affiliate,C005,life,MI,154.22,18069,739,5,5,304.43
2025-04-29,google,C001,auto,FL,443.91,45289,2379,8,8,306.8
2025-04-29,google,C002,home,NY,464.62,46561,2002,8,8,350.31
2025-04-29,meta,C003,auto,TX,210.17,30431,1304,5,5,184.34
2025-04-29,meta,C004,health,FL,241.38,30368,809,13,13,687.64
2025-04-29,affiliate,C005,life,MI,98.01,14243,549,5,5,223.35
2025-04-30,google,C001,auto,TX,330.28,43047,2501,6,6,261.82
2025-04-30,google,C002,home,NY,334.54,37357,1899,8,8,367.12
2025-04-30,meta,C003,auto,CA,204.34,26931,1180,3,3,149.43
2025-04-30,meta,C004,health,NC,260.2,37639,2118,7,7,332.27
2025-04-30,affiliate,C005,life,MI,153.54,21621,893,11,11,687.8
2025-05-01,google,C001,auto,FL,310.04,25719,1036,5,5,236.51
2025-05-01,google,C002,home,NY,403.43,58290,1739,9,9,578.55
2025-05-01,meta,C003,auto,TX,278.44,29536,1579,7,7,442.89
2025-05-01,meta,C004,health,NC,286.27,27294,1416,10,10,645.93
2025-05-01,affiliate,C005,life,OH,107.15,12707,355,10,10,500.44
2025-05-02,google,C001,auto,FL,291.35,33229,1733,4,4,210.69
2025-05-02,google,C002,home,PA,417.9,54616,2855,10,10,379.48
2025-05-02,meta,C003,auto,TX,282.69,27460,948,4,4,175.51
2025-05-02,meta,C004,health,NC,198.33,28414,1512,6,6,261.91
2025-05-02,affiliate,C005,life,MI,112.5,15900,602,6,6,219.08
2025-05-03,google,C001,auto,CA,238.23,24148,1434,8,8,517.91
2025-05-03,google,C002,home,PA,232.77,19973,416,9,9,368.27
2025-05-03,meta,C003,auto,TX,143.93,14389,649,5,5,183.24
2025-05-03,meta,C004,health,FL,165.86,14703,506,9,9,385.64
2025-05-03,affiliate,C005,life,MI,67.41,7541,384,8,8,419.47
2025-05-04,google,C001,auto,CA,203.34,19383,640,3,3,106.67
2025-05-04,google,C002,home,NY,203.78,18473,769,5,5,240.93
2025-05-04,meta,C003,auto,GA,163.17,23205,1144,3,3,110.49
2025-05-04,meta,C004,health,NC,171.27,17551,1019,12,12,642.91
2025-05-04,affiliate,C005,life,OH,88.69,7370,275,8,8,352.23
2025-05-05,google,C001,auto,TX,406.71,55161,1733,6,6,343.94
2025-05-05,google,C002,home,OH,423.52,55518,1891,7,7,413.32
2025-05-05,meta,C003,auto,GA,243.4,25825,722,6,6,364.05
2025-05-05,meta,C004,health,IL,260.49,30096,743,12,12,646.94
2025-05-05,affiliate,C005,life,NY,132.86,15722,342,7,7,450.67
2025-05-06,google,C001,auto,FL,324.07,44606,1933,7,7,304.48
2025-05-06,google,C002,home,NY,427.56,49391,1365,12,12,479.26
2025-05-06,meta,C003,auto,TX,244.81,25495,937,5,5,285.98
2025-05-06,meta,C004,health,NC,223.5,23645,518,7,7,331.73
2025-05-06,affiliate,C005,life,NY,103.61,10946,258,7,7,276.42
2025-05-07,google,C001,auto,CA,343.87,28073,1369,13,13,659.94
2025-05-07,google,C002,home,NY,367.64,47399,1621,13,13,631.49
2025-05-07,meta,C003,auto,GA,218.73,19707,532,5,5,177.98
2025-05-07,meta,C004,health,IL,290.9,26756,1324,6,6,293.57
2025-05-07,affiliate,C005,life,OH,147.45,21103,580,6,6,362.27
2025-05-08,google,C001,auto,FL,320.09,44306,2108,9,9,579.13
2025-05-08,google,C002,home,NY,311.21,26120,1194,7,7,279.08
2025-05-08,meta,C003,auto,TX,214.08,26366,1305,2,2,126.89
2025-05-08,meta,C004,health,NC,204.21,27256,1018,17,18,835.19
2025-05-08,affiliate,C005,life,NY,121.09,16478,945,11,11,505.96
2025-05-09,google,C001,auto,FL,465.7,37868,1485,8,8,467.53
2025-05-09,google,C002,home,OH,388.61,51974,2930,10,10,546.38
2025-05-09,meta,C003,auto,CA,278.13,25156,517,10,10,495.89
2025-05-09,meta,C004,health,FL,250.75,24810,776,11,11,595.52
2025-05-09,affiliate,C005,life,NY,97.06,12852,661,6,6,354.24
2025-05-10,google,C001,auto,CA,181.47,21507,1188,12,12,594.9
2025-05-10,google,C002,home,NY,227.95,25340,771,7,7,360.16
2025-05-10,meta,C003,auto,CA,181.76,20919,1003,6,6,226.85
2025-05-10,meta,C004,health,IL,155.06,18057,913,7,7,386.43
2025-05-10,affiliate,C005,life,MI,76.02,7912,326,4,4,145.57
2025-05-11,google,C001,auto,CA,197.11,21950,1211,9,9,560.27
2025-05-11,google,C002,home,PA,214.96,24257,1211,8,8,485.57
2025-05-11,meta,C003,auto,GA,122.13,17961,1030,9,9,355.15
2025-05-11,meta,C004,health,IL,125.97,10641,624,4,4,231.22
2025-05-11,affiliate,C005,life,MI,86.85,11949,385,10,10,465.95
2025-05-12,google,C001,auto,TX,463.49,37600,1526,8,8,355.92
2025-05-12,google,C002,home,PA,323.93,31254,666,9,9,346.49
2025-05-12,meta,C003,auto,GA,301.87,37045,1845,7,7,376.42
2025-05-12,meta,C004,health,NC,305.95,41851,1947,5,5,254.3
2025-05-12,affiliate,C005,life,MI,103.14,13357,633,4,4,155.3
2025-05-13,google,C001,auto,CA,441.33,59651,3345,12,12,545.08
2025-05-13,google,C002,home,PA,321.13,28371,793,8,8,373.45
2025-05-13,meta,C003,auto,GA,278.27,31820,765,4,4,196.69
2025-05-13,meta,C004,health,NC,206.33,18749,630,6,6,389.62
2025-05-13,affiliate,C005,life,MI,128.21,18023,1056,5,5,182.83
2025-05-14,google,C001,auto,TX,449.37,44174,969,6,6,378.03
2025-05-14,google,C002,home,PA,460.17,37397,1550,9,9,326.28
2025-05-14,meta,C003,auto,TX,272.29,40145,1712,8,8,472.36
2025-05-14,meta,C004,health,FL,207.09,29117,1085,3,3,171.76
2025-05-14,affiliate,C005,life,NY,138.69,12197,725,13,13,590.83
2025-05-15,google,C001,auto,FL,368.87,35103,887,8,8,404.11
2025-05-15,google,C002,home,PA,379.24,34814,785,9,9,475.14
2025-05-15,meta,C003,auto,TX,299.55,34620,853,11,11,631.33
2025-05-15,meta,C004,health,NC,212.82,20649,427,11,11,599.96
2025-05-15,affiliate,C005,life,OH,131.87,13315,338,5,5,239.58
2025-05-16,google,C001,auto,CA,308.66,39225,1374,14,14,813.31
2025-05-16,google,C002,home,PA,436.47,36534,791,6,6,353.44
2025-05-16,meta,C003,auto,CA,229.89,30385,1009,3,3,149.45
2025-05-16,meta,C004,health,FL,232.52,24701,1098,10,10,563.74
2025-05-16,affiliate,C005,life,OH,154.9,20532,1168,9,9,381.3
2025-05-17,google,C001,auto,TX,202.49,20973,946,7,7,271.44
2025-05-17,google,C002,home,OH,222.28,25789,939,10,10,439.33
2025-05-17,meta,C003,auto,CA,126.32,11078,636,6,6,386.64
2025-05-17,meta,C004,health,NC,159.76,14616,656,12,12,606.9
2025-05-17,affiliate,C005,life,MI,80.47,6465,194,8,8,437.23
2025-05-18,google,C001,auto,FL,228.36,24044,1325,9,9,465.12
2025-05-18,google,C002,home,PA,254.15,30375,756,5,5,240.41
2025-05-18,meta,C003,auto,TX,124.3,17519,732,3,3,120.57
2025-05-18,meta,C004,health,FL,118.0,14392,689,7,7,307.33
2025-05-18,affiliate,C005,life,OH,77.78,8768,182,12,12,533.32
2025-05-19,google,C001,auto,TX,377.7,37910,1952,7,7,316.16
2025-05-19,google,C002,home,NY,407.64,37841,1677,4,4,161.57
2025-05-19,meta,C003,auto,TX,277.41,25011,1135,9,9,520.07
2025-05-19,meta,C004,health,FL,225.85,21717,487,5,5,189.89
2025-05-19,affiliate,C005,life,OH,99.76,13395,397,16,16,985.0
2025-05-20,google,C001,auto,TX,350.31,51508,1367,4,4,197.42
2025-05-20,google,C002,home,PA,460.37,57154,1265,6,6,282.54
2025-05-20,meta,C003,auto,CA,239.96,28566,1306,3,3,170.75
2025-05-20,meta,C004,health,IL,263.17,37839,927,3,3,123.12
2025-05-20,affiliate,C005,life,MI,117.88,16345,950,5,5,317.06
2025-05-21,google,C001,auto,CA,404.29,45183,2089,4,4,182.64
2025-05-21,google,C002,home,PA,400.75,32719,922,8,8,494.0
2025-05-21,meta,C003,auto,GA,270.19,37678,1539,9,9,544.06
2025-05-21,meta,C004,health,IL,259.02,23179,645,6,6,373.52
2025-05-21,affiliate,C005,life,NY,150.44,15412,647,11,11,591.32
2025-05-22,google,C001,auto,FL,356.03,34707,1448,12,12,614.4
2025-05-22,google,C002,home,NY,419.32,42449,1800,7,7,366.79
2025-05-22,meta,C003,auto,CA,231.2,30788,1417,5,5,220.26
2025-05-22,meta,C004,health,IL,262.1,22944,654,6,6,270.37
2025-05-22,affiliate,C005,life,MI,131.99,10975,368,4,4,190.24
2025-05-23,google,C001,auto,FL,399.81,58749,2549,3,3,107.23
2025-05-23,google,C002,home,PA,391.32,57605,3093,9,9,351.16
2025-05-23,meta,C003,auto,CA,193.5,26637,1402,3,3,107.52
2025-05-23,meta,C004,health,NC,199.33,23244,1206,5,5,276.01
2025-05-23,affiliate,C005,life,NY,137.64,15131,382,10,10,569.17
2025-05-24,google,C001,auto,TX,196.42,15935,368,11,11,549.86
2025-05-24,google,C002,home,OH,212.73,31059,1025,9,9,475.82
2025-05-24,meta,C003,auto,TX,112.67,9927,217,3,3,158.05
2025-05-24,meta,C004,health,FL,139.71,18187,597,7,7,325.23
2025-05-24,affiliate,C005,life,MI,68.62,8223,364,10,10,514.91
2025-05-25,google,C001,auto,FL,208.8,19978,1175,8,8,282.29
2025-05-25,google,C002,home,OH,221.89,28263,940,10,10,501.96
2025-05-25,meta,C003,auto,TX,147.52,22101,862,9,9,415.19
2025-05-25,meta,C004,health,IL,158.4,20893,665,3,3,134.76
2025-05-25,affiliate,C005,life,OH,77.49,6629,236,8,8,304.62
2025-05-26,google,C001,auto,CA,385.76,37456,2157,14,14,897.13
2025-05-26,google,C002,home,PA,444.57,37541,1502,8,8,322.73
2025-05-26,meta,C003,auto,CA,203.23,19915,994,7,7,452.33
2025-05-26,meta,C004,health,IL,291.98,29158,1736,3,3,109.41
2025-05-26,affiliate,C005,life,OH,142.82,15538,783,6,6,251.8
2025-05-27,google,C001,auto,CA,332.98,49822,2882,8,8,383.48
2025-05-27,google,C002,home,OH,416.9,59380,1986,15,15,823.13
2025-05-27,meta,C003,auto,GA,300.5,40256,1900,5,5,321.42
2025-05-27,meta,C004,health,IL,308.97,40218,2142,5,5,184.16
2025-05-27,affiliate,C005,life,MI,143.85,21512,643,12,12,680.09
2025-05-28,google,C001,auto,CA,427.43,48137,1526,5,5,198.81
2025-05-28,google,C002,home,OH,324.8,42525,2227,8,8,294.36
2025-05-28,meta,C003,auto,TX,242.23,27951,1636,4,4,249.95
2025-05-28,meta,C004,health,FL,198.14,24994,1013,8,8,436.2
2025-05-28,affiliate,C005,life,NY,137.74,19273,735,4,4,211.85
2025-05-29,google,C001,auto,TX,297.38,34850,1913,10,10,356.65
2025-05-29,google,C002,home,PA,426.65,38197,1167,9,9,533.54
2025-05-29,meta,C003,auto,TX,266.87,32200,1519,9,9,383.67
2025-05-29,meta,C004,health,NC,258.08,24570,656,5,5,277.48
2025-05-29,affiliate,C005,life,MI,136.63,18321,977,10,10,477.89
2025-05-30,google,C001,auto,FL,322.24,40846,867,11,11,608.05
2025-05-30,google,C002,home,PA,331.92,36773,1262,10,10,439.46
2025-05-30,meta,C003,auto,GA,287.2,27118,1434,6,6,332.37
2025-05-30,meta,C004,health,FL,295.65,33832,1760,4,4,152.46
2025-05-30,affiliate,C005,life,OH,123.67,10919,629,5,5,283.47
2025-05-31,google,C001,auto,CA,220.13,24063,647,5,5,305.0
2025-05-31,google,C002,home,NY,272.08,27500,1119,11,11,602.68
2025-05-31,meta,C003,auto,CA,128.38,10768,225,8,8,500.46
2025-05-31,meta,C004,health,NC,116.22,13237,293,6,6,226.38
2025-05-31,affiliate,C005,life,NY,57.63,7024,246,8,8,312.6
2025-06-01,google,C001,auto,FL,181.38,24419,811,5,5,181.75
2025-06-01,google,C002,home,NY,220.09,21293,763,10,10,464.07
2025-06-01,meta,C003,auto,TX,174.52,17269,1006,10,10,435.34
2025-06-01,meta,C004,health,NC,123.13,18062,571,4,4,172.48
2025-06-01,affiliate,C005,life,OH,64.66,6414,284,6,6,367.18
2025-06-02,google,C001,auto,TX,423.09,47710,1809,5,5,312.95
2025-06-02,google,C002,home,OH,423.04,48222,1198,6,6,360.98
2025-06-02,meta,C003,auto,TX,244.73,29824,749,6,6,344.58
2025-06-02,meta,C004,health,IL,249.44,25765,1217,8,8,323.81
2025-06-02,affiliate,C005,life,OH,112.27,11790,534,5,5,225.85
2025-06-03,google,C001,auto,TX,447.91,58551,2722,8,8,398.75
2025-06-03,google,C002,home,NY,430.52,60230,1214,10,10,516.42
2025-06-03,meta,C003,auto,TX,240.65,19356,840,7,7,247.34
2025-06-03,meta,C004,health,FL,244.13,20174,1049,6,6,272.52
2025-06-03,affiliate,C005,life,OH,97.63,8696,247,6,6,340.15
2025-06-04,google,C001,auto,FL,359.61,36300,2067,10,10,452.23
2025-06-04,google,C002,home,PA,309.4,45722,2487,9,9,512.67
2025-06-04,meta,C003,auto,TX,236.38,29254,751,7,7,426.55
2025-06-04,meta,C004,health,NC,275.42,33395,1084,4,4,195.37
