account_id,customer_health_score,renewal_date,renewal_status,expansion_amount,churn_reason
ACC_00825,68.5,2024-03-27,Healthy,0.0,
ACC_00826,52.3,2024-09-11,Needs Attention,0.0,
ACC_00827,70.0,2024-02-25,Healthy,880.94,
ACC_00832,52.5,2024-05-01,Needs Attention,0.0,
ACC_00833,80.4,2024-02-17,Healthy,2861.98,
ACC_00834,64.6,2024-11-28,Healthy,0.0,
ACC_00835,66.2,2025-04-29,Healthy,0.0,
ACC_00836,85.0,2025-05-17,Healthy,3811.79,
ACC_00837,71.5,2025-07-22,Healthy,5711.25,
ACC_00839,85.4,2024-07-02,Healthy,422.43,
ACC_00841,60.1,2024-11-08,Healthy,0.0,
ACC_00842,84.9,2024-06-14,Healthy,861.81,
ACC_00843,53.2,2025-01-11,Needs Attention,0.0,
ACC_00844,86.5,2024-12-24,Healthy,971.57,
ACC_00846,60.0,2025-11-13,Healthy,0.0,
ACC_00847,52.5,2024-05-06,Needs Attention,0.0,
ACC_00848,74.4,2025-01-09,Healthy,1043.23,
ACC_00849,99.2,2025-05-18,Healthy,946.8,
ACC_00850,72.0,2025-11-05,Healthy,1215.63,
ACC_00851,48.3,2024-04-24,Churned,0.0,Business Closure
ACC_00852,48.7,2025-11-21,Needs Attention,0.0,
ACC_00853,100.0,2024-08-01,Healthy,1709.67,
ACC_00854,50.8,2024-06-19,Needs Attention,0.0,
ACC_00855,76.5,2024-02-11,Healthy,838.97,
ACC_00856,53.0,2025-11-13,Churned,0.0,Competition
ACC_00858,69.4,2024-10-28,Healthy,0.0,
ACC_00861,81.0,2024-07-13,Healthy,2091.31,
ACC_00865,85.4,2024-11-07,Healthy,2729.18,
ACC_00866,39.9,2024-10-21,Needs Attention,0.0,
ACC_00867,100.0,2025-09-17,Healthy,2802.12,
ACC_00869,58.5,2025-09-24,Needs Attention,0.0,
ACC_00870,64.5,2024-06-05,Healthy,0.0,
ACC_00871,58.3,2024-10-21,Needs Attention,0.0,
ACC_00872,52.4,2024-05-07,Needs Attention,0.0,
ACC_00874,93.5,2024-11-18,Healthy,1161.91,
ACC_00875,66.7,2025-02-22,Healthy,0.0,
ACC_00876,86.3,2025-03-07,Healthy,495.36,
ACC_00877,87.1,2024-07-07,Healthy,4170.48,
ACC_00878,97.4,2025-03-29,Healthy,1274.63,
ACC_00879,50.0,2024-07-26,Needs Attention,0.0,
ACC_00881,61.9,2024-12-10,Healthy,0.0,
ACC_00882,79.6,2025-01-12,Healthy,2034.38,
ACC_00884,89.1,2024-04-16,Healthy,903.71,
ACC_00886,55.7,2025-10-04,Needs Attention,0.0,
ACC_00888,53.1,2025-08-18,Needs Attention,0.0,
ACC_00890,83.0,2025-09-10,Healthy,3136.95,
ACC_00891,48.8,2024-11-24,Churned,0.0,Business Closure
ACC_00893,60.0,2025-06-20,Healthy,0.0,
ACC_00894,23.1,2025-12-29,Churned,0.0,Budget
ACC_00895,54.2,2025-02-27,Needs Attention,0.0,
ACC_00897,82.0,2025-02-25,Healthy,1743.21,
ACC_00900,90.6,2024-03-31,Healthy,11469.4,
ACC_00901,89.7,2024-05-03,Healthy,535.27,
ACC_00902,55.4,2025-05-26,Needs Attention,0.0,
ACC_00904,90.6,2025-07-23,Healthy,4671.18,
ACC_00905,93.8,2024-05-12,Healthy,230.63,
ACC_00906,78.4,2024-11-11,Healthy,2926.05,
ACC_00907,74.2,2024-11-07,Healthy,749.81,
ACC_00910,82.2,2025-05-05,Healthy,1198.64,
ACC_00911,21.5,2024-03-14,Churned,0.0,Budget
ACC_00915,41.7,2025-09-29,Needs Attention,0.0,
ACC_00917,70.6,2025-09-14,Healthy,1015.22,
ACC_00918,45.6,2024-09-21,Churned,0.0,Low Adoption
ACC_00920,21.7,2024-10-11,At Risk,0.0,
ACC_00921,75.5,2025-09-19,Healthy,716.23,
ACC_00922,88.4,2025-08-22,Healthy,804.87,
ACC_00926,94.9,2024-07-22,Healthy,926.13,
ACC_00927,77.5,2025-02-21,Healthy,468.1,
ACC_00930,63.0,2025-10-18,Healthy,0.0,
ACC_00933,92.5,2025-01-05,Healthy,3867.96,
ACC_00936,92.1,2024-11-04,Healthy,2431.71,
ACC_00938,75.1,2025-06-22,Healthy,1296.67,
ACC_00939,83.9,2024-06-04,Healthy,1837.02,
ACC_00940,84.3,2025-08-06,Healthy,1006.74,
ACC_00942,100.0,2025-09-20,Healthy,1429.53,
ACC_00944,15.6,2025-05-20,At Risk,0.0,
ACC_00946,86.5,2025-01-14,Healthy,457.02,
ACC_00949,68.7,2024-03-04,Healthy,0.0,
ACC_00952,73.0,2025-06-03,Healthy,1938.35,
ACC_00953,85.5,2025-04-21,Healthy,790.96,
ACC_00955,72.2,2024-11-06,Healthy,887.14,
ACC_00956,76.5,2024-04-11,Healthy,2920.05,
ACC_00957,68.7,2024-10-14,Healthy,0.0,
ACC_00958,81.0,2024-10-02,Healthy,981.86,
ACC_00959,79.0,2024-12-20,Healthy,2216.88,
ACC_00960,55.8,2025-03-10,Needs Attention,0.0,
ACC_00961,80.2,2025-07-25,Healthy,1578.02,
ACC_00962,60.7,2024-04-11,Churned,0.0,Low Adoption
ACC_00966,52.5,2024-04-06,Churned,0.0,Poor Fit
ACC_00967,92.5,2024-07-28,Healthy,415.24,
ACC_00968,70.2,2024-11-09,Healthy,3654.74,
ACC_00969,55.4,2025-01-15,Needs Attention,0.0,
ACC_00970,50.2,2025-02-09,Churned,0.0,Poor Fit
ACC_00972,71.3,2025-07-12,Healthy,662.84,
ACC_00973,47.7,2025-11-20,Needs Attention,0.0,
ACC_00975,83.9,2024-09-21,Healthy,661.4,
ACC_00977,100.0,2025-09-28,Healthy,6144.59,
ACC_00978,71.2,2024-07-15,Healthy,699.68,
ACC_00983,61.5,2024-09-11,Healthy,0.0,
ACC_00986,36.3,2025-06-14,Needs Attention,0.0,
ACC_00987,78.6,2025-02-06,Healthy,1532.99,
ACC_00988,88.1,2024-06-08,Healthy,323.07,
ACC_00989,42.4,2025-05-03,Churned,0.0,Budget
ACC_00991,69.6,2025-02-19,Healthy,0.0,
ACC_00993,42.5,2024-02-10,Needs Attention,0.0,
ACC_00994,52.5,2025-02-06,Churned,0.0,Competition
ACC_00995,52.5,2024-03-04,Needs Attention,0.0,
ACC_00996,81.7,2025-04-13,Healthy,2225.48,
ACC_00997,74.2,2024-11-13,Healthy,3110.06,
ACC_00999,68.4,2025-07-08,Healthy,0.0,
ACC_01000,91.8,2024-07-07,Healthy,4473.77,
ACC_01001,28.7,2025-05-03,Churned,0.0,Poor Fit
ACC_01002,100.0,2024-06-02,Healthy,1079.9,
ACC_01004,79.9,2024-11-11,Healthy,1498.75,
ACC_01008,71.7,2025-03-04,Healthy,2437.15,
ACC_01012,62.6,2024-05-19,Healthy,0.0,
ACC_01013,87.9,2025-10-28,Healthy,273.62,
ACC_01016,64.1,2025-02-15,Healthy,0.0,
ACC_01018,92.6,2024-07-14,Healthy,7428.89,
ACC_01019,95.4,2025-11-24,Healthy,3272.58,
ACC_01020,33.8,2025-06-28,Churned,0.0,Low Adoption
ACC_01022,80.4,2025-11-03,Healthy,2989.75,
ACC_01024,22.9,2024-06-20,Churned,0.0,Business Closure
ACC_01025,66.4,2025-05-06,Churned,0.0,Low Adoption
ACC_01026,78.8,2025-08-05,Healthy,479.07,
ACC_01027,69.3,2025-11-10,Healthy,0.0,
ACC_01029,39.3,2024-03-14,Needs Attention,0.0,
ACC_01030,82.4,2024-09-16,Healthy,2692.7,
ACC_01032,71.9,2025-07-16,Healthy,390.52,
ACC_01033,53.5,2025-09-16,Needs Attention,0.0,
ACC_01034,76.7,2024-02-24,Healthy,683.7,
ACC_01035,96.4,2025-02-10,Healthy,1562.16,
ACC_01036,98.2,2025-12-04,Healthy,794.08,
ACC_01037,67.9,2024-12-24,Healthy,0.0,
ACC_01041,52.0,2025-02-20,Needs Attention,0.0,
ACC_01042,89.3,2025-12-04,Healthy,2480.02,
ACC_01043,48.5,2024-07-12,Needs Attention,0.0,
ACC_01046,55.8,2025-05-28,Needs Attention,0.0,
ACC_01049,84.5,2024-07-27,Healthy,901.64,
ACC_01052,92.8,2025-07-05,Healthy,4241.88,
ACC_01053,83.5,2024-02-09,Healthy,890.53,
ACC_01055,68.4,2024-02-19,Healthy,0.0,
ACC_01056,59.4,2025-04-01,Churned,0.0,Poor Fit
ACC_01057,91.8,2025-03-25,Healthy,2449.34,
ACC_01058,80.9,2024-05-26,Healthy,4364.81,
ACC_01059,36.6,2024-02-28,Needs Attention,0.0,
ACC_01060,61.9,2025-09-01,Healthy,0.0,
ACC_01062,88.5,2025-04-12,Healthy,563.83,
ACC_01068,60.9,2024-12-28,Healthy,0.0,
ACC_01069,64.2,2025-05-11,Churned,0.0,Poor Fit
ACC_01071,79.5,2024-11-27,Healthy,1438.82,
ACC_01072,78.2,2024-07-26,Healthy,1828.32,
ACC_01079,93.0,2025-03-17,Healthy,3274.43,
ACC_01083,68.2,2024-04-05,Healthy,0.0,
ACC_01085,84.9,2025-08-19,Healthy,7198.56,
ACC_01088,45.5,2025-03-22,Churned,0.0,Poor Fit
ACC_01092,54.9,2024-10-05,Churned,0.0,Business Closure
ACC_01093,88.3,2025-10-09,Healthy,368.43,
ACC_01094,57.8,2025-03-24,Needs Attention,0.0,
ACC_01095,52.1,2024-06-07,Churned,0.0,Budget
ACC_01097,30.3,2025-08-26,Churned,0.0,Budget
ACC_01099,65.8,2025-07-01,Healthy,0.0,
ACC_01100,64.4,2025-04-20,Healthy,0.0,
ACC_01102,36.6,2025-10-12,Churned,0.0,Poor Fit
ACC_01104,63.9,2024-05-27,Churned,0.0,Low Adoption
ACC_01106,72.4,2025-11-10,Healthy,1704.93,
ACC_01107,92.1,2024-07-01,Churned,0.0,Business Closure
ACC_01109,49.2,2024-07-22,Churned,0.0,Low Adoption
ACC_01110,62.6,2024-04-28,Healthy,0.0,
ACC_01111,86.1,2025-12-20,Healthy,932.96,
ACC_01113,80.7,2025-07-08,Healthy,1445.65,
ACC_01114,89.3,2025-08-05,Healthy,5705.28,
ACC_01115,64.8,2024-06-24,Healthy,0.0,
ACC_01118,66.3,2025-04-16,Healthy,0.0,
ACC_01120,76.7,2024-07-13,Healthy,632.88,
ACC_01121,45.9,2024-02-08,Churned,0.0,Budget
ACC_01124,92.1,2024-03-11,Healthy,891.43,
ACC_01126,52.9,2025-12-20,Needs Attention,0.0,
ACC_01127,87.5,2025-01-13,Healthy,4338.15,
ACC_01128,100.0,2025-03-21,Healthy,2410.65,
ACC_01130,87.3,2025-03-27,Healthy,701.91,
ACC_01131,88.5,2024-02-27,Healthy,1632.26,
ACC_01133,73.4,2024-06-01,Healthy,2686.24,
ACC_01134,53.2,2025-12-18,Needs Attention,0.0,
ACC_01135,36.3,2025-01-22,Needs Attention,0.0,
ACC_01136,80.3,2025-01-08,Healthy,3249.21,
ACC_01141,46.5,2025-06-30,Churned,0.0,Business Closure
ACC_01143,51.1,2024-06-10,Needs Attention,0.0,
ACC_01148,100.0,2025-03-31,Healthy,1862.66,
ACC_01149,40.4,2024-08-17,Churned,0.0,Budget
ACC_01150,74.3,2024-05-25,Healthy,1523.09,
ACC_01152,75.2,2024-12-11,Healthy,399.98,
ACC_01154,61.0,2025-09-20,Churned,0.0,Low Adoption
ACC_01155,80.7,2024-04-25,Healthy,1164.37,
ACC_01160,31.9,2024-11-04,Churned,0.0,Competition
ACC_01161,47.2,2024-10-03,Needs Attention,0.0,
ACC_01162,46.8,2025-11-03,Churned,0.0,Budget
ACC_01164,66.0,2025-07-02,Healthy,0.0,
ACC_01166,85.1,2025-09-26,Healthy,809.54,
ACC_01169,59.9,2024-12-21,Needs Attention,0.0,
ACC_01171,76.8,2025-04-23,Healthy,1053.37,
ACC_01172,88.4,2025-03-21,Healthy,531.54,
ACC_01174,24.3,2025-01-16,Churned,0.0,Poor Fit
ACC_01175,79.0,2025-09-01,Healthy,3813.78,
ACC_01176,74.8,2025-10-01,Healthy,1716.12,
ACC_01177,63.0,2024-12-08,Healthy,0.0,
ACC_01178,44.4,2025-03-21,Needs Attention,0.0,
ACC_01179,32.6,2024-11-12,At Risk,0.0,
ACC_01180,66.2,2025-02-19,Healthy,0.0,
ACC_01181,75.5,2025-04-10,Healthy,368.97,
ACC_01184,79.2,2024-10-12,Healthy,1169.56,
ACC_01188,62.7,2025-11-04,Healthy,0.0,
ACC_01190,92.3,2025-08-09,Healthy,4112.82,
ACC_01191,90.3,2024-04-01,Healthy,584.78,
ACC_01192,64.7,2025-09-28,Healthy,0.0,
ACC_01194,68.3,2025-08-11,Healthy,0.0,
ACC_01195,69.6,2025-03-26,Healthy,0.0,
ACC_01196,74.2,2025-05-04,Healthy,1411.65,
ACC_01197,79.6,2025-03-19,Healthy,678.9,
ACC_01199,75.8,2024-08-26,Churned,0.0,Low Adoption
