contract_id,account_id,opportunity_id,contract_date,contract_value,start_date,end_date,revenue_model,contract_status
CON_000255,ACC_00393,OPP_001191,2025-05-10,71313.95,2025-05-23,2026-05-18,Subscription,Active
CON_000256,ACC_00033,OPP_001193,2025-03-13,19429.81,2025-03-22,2026-03-17,Subscription,Active
CON_000257,ACC_00003,OPP_001201,2024-06-12,64396.59,2024-06-16,2024-07-16,Advertising,Active
CON_000258,ACC_01031,OPP_001217,2024-08-19,13467.39,2024-08-23,2025-08-18,Subscription,Cancelled
CON_000259,ACC_00441,OPP_001218,2024-03-20,99706.56,2024-03-21,2024-06-19,Advertising,Amended
CON_000260,ACC_01186,OPP_001225,2025-04-30,15929.84,2025-05-03,2025-10-30,Subscription,Active
CON_000261,ACC_00931,OPP_001226,2026-03-16,3309.91,2026-03-21,2027-03-16,Subscription,Active
CON_000262,ACC_00605,OPP_001232,2024-03-02,82442.8,2024-03-05,2024-06-03,Transactional,Active
CON_000263,ACC_00286,OPP_001234,2025-02-15,6854.08,2025-02-25,2025-03-27,Advertising,Active
CON_000264,ACC_00305,OPP_001236,2025-10-02,22408.89,2025-10-05,2026-04-03,Transactional,Active
CON_000265,ACC_00122,OPP_001237,2024-12-02,16775.03,2024-12-09,2025-12-04,Subscription,Amended
CON_000266,ACC_00072,OPP_001247,2025-06-25,2642.93,2025-07-03,2026-06-28,Subscription,Cancelled
CON_000267,ACC_00719,OPP_001251,2024-07-15,117668.35,2024-07-16,2025-01-12,Advertising,Active
CON_000268,ACC_01017,OPP_001258,2026-01-03,4715.61,2026-01-05,2026-12-31,Subscription,Active
CON_000269,ACC_00338,OPP_001260,2026-03-02,28289.94,2026-03-03,2027-02-26,Subscription,Active
CON_000270,ACC_00240,OPP_001265,2025-10-05,6994.57,2025-10-15,2025-11-14,Advertising,Active
CON_000271,ACC_00814,OPP_001267,2024-10-16,4319.89,2024-10-26,2027-10-11,Subscription,Active
CON_000272,ACC_00370,OPP_001268,2025-07-28,28039.34,2025-07-29,2026-07-24,Transactional,Active
CON_000273,ACC_00011,OPP_001270,2025-12-18,6926.02,2025-12-29,2026-06-27,Transactional,Active
CON_000274,ACC_00695,OPP_001272,2026-01-26,32245.7,2026-02-07,2029-01-22,Subscription,Active
CON_000275,ACC_00212,OPP_001275,2024-11-01,42520.75,2024-11-02,2025-01-31,Transactional,Active
CON_000276,ACC_00865,OPP_001276,2025-10-09,8704.4,2025-10-10,2026-10-05,Advertising,Active
CON_000277,ACC_00896,OPP_001280,2024-10-24,15156.99,2024-11-04,2025-10-30,Subscription,Amended
CON_000278,ACC_00579,OPP_001284,2025-05-07,225887.68,2025-05-11,2025-08-09,Enterprise Services,Active
CON_000279,ACC_00276,OPP_001285,2025-05-20,9886.47,2025-05-25,2025-08-23,Transactional,Active
CON_000280,ACC_00511,OPP_001289,2024-10-03,3661.99,2024-10-11,2024-11-10,Transactional,Active
CON_000281,ACC_00785,OPP_001294,2024-07-11,100834.44,2024-07-12,2024-08-11,Transactional,Active
CON_000282,ACC_00679,OPP_001305,2025-09-21,2485.01,2025-09-27,2026-09-22,Subscription,Active
CON_000283,ACC_00326,OPP_001307,2024-04-13,32190.58,2024-04-18,2025-04-13,Subscription,Active
CON_000284,ACC_01124,OPP_001314,2025-11-09,22611.26,2025-11-21,2026-11-16,Usage-Based,Active
CON_000285,ACC_00643,OPP_001315,2024-12-30,3521.56,2025-01-09,2026-01-04,Subscription,Active
CON_000286,ACC_00646,OPP_001318,2025-08-27,105116.32,2025-08-31,2028-08-15,Subscription,Active
CON_000287,ACC_00143,OPP_001329,2024-12-14,99627.92,2024-12-23,2027-12-08,Subscription,Active
CON_000288,ACC_00526,OPP_001335,2024-06-15,5392.43,2024-06-21,2024-12-18,Enterprise Services,Active
CON_000289,ACC_00663,OPP_001336,2024-08-12,11172.73,2024-08-19,2025-02-15,Subscription,Active
CON_000290,ACC_00214,OPP_001353,2025-01-28,6296.27,2025-02-08,2025-03-10,Advertising,Amended
CON_000291,ACC_00552,OPP_001358,2024-11-01,7910.32,2024-11-05,2026-10-26,Subscription,Active
CON_000292,ACC_00466,OPP_001367,2025-09-10,3543.64,2025-09-18,2026-09-13,Usage-Based,Active
CON_000293,ACC_00536,OPP_001368,2024-07-15,17882.35,2024-07-21,2025-07-16,Subscription,Active
CON_000294,ACC_00971,OPP_001371,2025-01-06,4819.76,2025-01-15,2025-07-14,Transactional,Active
CON_000295,ACC_01037,OPP_001374,2025-11-30,10850.66,2025-12-05,2026-11-30,Subscription,Active
CON_000296,ACC_00721,OPP_001383,2025-02-08,10174.36,2025-02-22,2027-02-12,Subscription,Active
CON_000297,ACC_00825,OPP_001387,2025-04-21,48062.13,2025-04-26,2025-05-26,Advertising,Active
CON_000298,ACC_00384,OPP_001394,2025-03-05,2359.94,2025-03-06,2025-09-02,Transactional,Active
CON_000299,ACC_00141,OPP_001408,2024-11-23,13657.28,2024-11-30,2025-11-25,Subscription,Amended
CON_000300,ACC_00135,OPP_001433,2025-08-26,16635.11,2025-08-29,2026-08-24,Subscription,Amended
CON_000301,ACC_00769,OPP_001438,2024-07-11,9256.83,2024-07-17,2024-10-15,Usage-Based,Active
CON_000302,ACC_00816,OPP_001445,2024-10-02,58794.86,2024-10-15,2025-10-10,Subscription,Active
CON_000303,ACC_00293,OPP_001450,2025-07-23,39704.37,2025-07-24,2025-10-22,Usage-Based,Cancelled
CON_000304,ACC_00117,OPP_001454,2024-03-31,32857.48,2024-03-31,2025-03-26,Subscription,Active
CON_000305,ACC_00329,OPP_001456,2024-09-01,20350.44,2024-09-05,2026-08-26,Subscription,Active
CON_000306,ACC_00444,OPP_001457,2025-10-28,43242.92,2025-11-03,2026-10-29,Usage-Based,Active
CON_000307,ACC_00002,OPP_001466,2025-11-14,82948.66,2025-11-15,2026-11-10,Subscription,Active
CON_000308,ACC_00604,OPP_001469,2025-11-08,14400.33,2025-11-18,2027-11-08,Subscription,Active
CON_000309,ACC_00312,OPP_001475,2026-01-14,13535.99,2026-01-23,2026-07-22,Usage-Based,Active
CON_000310,ACC_00565,OPP_001480,2025-01-13,27654.56,2025-01-23,2026-01-18,Subscription,Active
CON_000311,ACC_00219,OPP_001485,2024-08-18,42603.3,2024-08-24,2025-08-19,Subscription,Active
CON_000312,ACC_00211,OPP_001491,2025-11-18,41576.47,2025-12-01,2026-11-26,Subscription,Active
CON_000313,ACC_00364,OPP_001493,2025-09-10,20699.85,2025-09-20,2026-09-15,Subscription,Active
CON_000314,ACC_ORPHAN_2,OPP_001504,2024-07-30,15156.24,2024-08-12,2026-08-02,Subscription,Active
CON_000315,ACC_00949,OPP_001509,2024-08-18,134054.66,2024-08-19,2024-09-18,Transactional,Active
CON_000316,ACC_01018,OPP_001515,2024-05-26,26625.57,2024-06-05,2025-05-31,Subscription,Active
CON_000317,ACC_01041,OPP_001519,2024-08-27,2505.07,2024-09-01,2024-10-01,Transactional,Active
CON_000318,ACC_00171,OPP_001523,2024-07-02,6607.36,2024-07-04,2024-12-31,Enterprise Services,Active
CON_000319,ACC_00786,OPP_001524,2024-04-07,6582.05,2024-04-09,2024-05-09,Advertising,Active
CON_000320,ACC_00409,OPP_001527,2025-07-11,18736.84,2025-07-13,2025-10-11,Transactional,Active
CON_000321,ACC_00889,OPP_001540,2024-08-21,9442.29,2024-08-22,2024-09-21,Advertising,Active
CON_000322,ACC_00151,OPP_001542,2024-08-28,77922.56,2024-09-03,2024-10-03,Usage-Based,Active
CON_000323,ACC_00890,OPP_001543,2025-11-04,18707.42,2025-11-15,2026-02-13,Advertising,Active
CON_000324,ACC_00758,OPP_001546,2024-05-25,89633.38,2024-05-31,2025-05-26,Usage-Based,Active
CON_000325,ACC_00413,OPP_001548,2024-09-17,3722.72,2024-09-18,2026-09-08,Subscription,Active
CON_000326,ACC_00018,OPP_001558,2024-10-04,9851.93,2024-10-14,2025-10-09,Usage-Based,Active
CON_000327,ACC_00952,OPP_001559,2025-01-17,2944.68,2025-01-19,2025-02-18,Enterprise Services,Active
CON_000328,ACC_00903,OPP_001576,2025-09-21,4059.99,2025-10-04,2026-01-02,Transactional,Active
CON_000329,ACC_01018,OPP_001579,2024-08-12,54739.92,2024-08-17,2025-08-12,Subscription,Active
CON_000330,ACC_01156,OPP_001582,2025-10-20,9410.28,2025-10-20,2025-11-19,Transactional,Active
CON_000331,ACC_01128,OPP_001584,2024-05-14,8172.21,2024-05-18,2025-05-13,Subscription,Active
CON_000332,ACC_01000,OPP_001587,2024-09-17,10517.35,2024-09-29,2024-10-29,Transactional,Active
CON_000333,ACC_00764,OPP_001589,2024-09-06,7181.1,2024-09-19,2025-03-18,Transactional,Cancelled
CON_000334,ACC_00551,OPP_001590,2024-12-23,3163.68,2024-12-29,2025-06-27,Usage-Based,Active
CON_000335,ACC_01141,OPP_001600,2025-07-07,9447.59,2025-07-21,2026-07-16,Subscription,Active
CON_000336,ACC_00121,OPP_001603,2024-09-21,17047.05,2024-09-24,2025-09-19,Subscription,Active
CON_000337,ACC_00117,OPP_001606,2024-05-06,95369.17,2024-05-12,2025-05-07,Subscription,Cancelled
CON_000338,ACC_00049,OPP_001613,2024-10-13,13953.89,2024-10-19,2025-10-14,Subscription,Active
CON_000339,ACC_00558,OPP_001620,2024-12-08,13670.23,2024-12-11,2025-12-06,Subscription,Active
CON_000340,ACC_01169,OPP_001626,2025-12-05,15236.35,2025-12-10,2026-01-09,Advertising,Active
CON_000341,ACC_00848,OPP_001628,2024-11-04,9598.34,2024-11-11,2025-11-06,Subscription,Active
CON_000342,ACC_00025,OPP_001632,2026-01-20,24724.19,2026-01-30,2026-04-30,Usage-Based,Active
CON_000343,ACC_00583,OPP_001636,2025-05-28,3779.72,2025-06-04,2025-07-04,Transactional,Active
CON_000344,ACC_00074,OPP_001637,2024-10-28,7896.65,2024-10-29,2025-10-24,Subscription,Active
CON_000345,ACC_00246,OPP_001645,2024-08-13,25422.89,2024-08-19,2025-08-14,Subscription,Amended
CON_000346,ACC_00723,OPP_001646,2025-06-08,14746.09,2025-06-20,2026-06-15,Subscription,Active
CON_000347,ACC_00197,OPP_001655,2025-03-29,48811.63,2025-03-29,2025-06-27,Transactional,Amended
CON_000348,ACC_00541,OPP_001656,2024-12-10,21946.54,2024-12-24,2025-12-19,Usage-Based,Active
CON_000349,ACC_00807,OPP_001661,2024-12-18,207380.04,2024-12-19,2025-01-18,Advertising,Active
CON_000350,ACC_01009,OPP_001662,2025-06-03,17893.77,2025-06-03,2028-05-18,Subscription,Active
CON_000351,ACC_00869,OPP_001664,2024-10-21,8164.98,2024-10-23,2024-11-22,Transactional,Active
CON_000352,ACC_00955,OPP_001671,2025-09-05,20883.35,2025-09-08,2025-12-07,Transactional,Active
CON_000353,ACC_00564,OPP_001688,2025-09-05,11175.49,2025-09-10,2026-03-09,Enterprise Services,Active
CON_000354,ACC_00541,OPP_001692,2024-07-28,13342.34,2024-08-09,2025-08-04,Usage-Based,Cancelled
CON_000355,ACC_00775,OPP_001694,2024-05-31,3103.81,2024-06-08,2024-12-05,Advertising,Active
CON_000356,ACC_00034,OPP_001699,2025-08-28,15502.71,2025-09-06,2026-09-01,Subscription,Active
CON_000357,ACC_00055,OPP_001703,2024-09-28,77558.29,2024-10-11,2026-10-01,Subscription,Active
CON_000358,ACC_00846,OPP_001713,2024-09-29,53434.78,2024-09-30,2025-09-25,Subscription,Active
CON_000359,ACC_00851,OPP_001716,2025-09-02,6650.91,2025-09-05,2025-10-05,Enterprise Services,Active
CON_000360,ACC_00345,OPP_001719,2026-01-09,23251.33,2026-01-23,2028-01-13,Subscription,Cancelled
CON_000361,ACC_00315,OPP_001721,2024-11-25,28706.32,2024-12-06,2025-06-04,Transactional,Active
CON_000362,ACC_00221,OPP_001723,2026-02-11,2706.93,2026-02-11,2027-02-06,Subscription,Active
CON_000363,ACC_00827,OPP_001726,2025-02-08,11877.45,2025-02-11,2025-08-10,Subscription,Active
CON_000364,ACC_00685,OPP_001740,2025-01-11,8626.45,2025-01-16,2026-01-11,Subscription,Active
CON_000365,ACC_00776,OPP_001742,2024-08-15,18221.96,2024-08-15,2026-08-05,Subscription,Active
CON_000366,ACC_00727,OPP_001750,2024-07-27,73959.91,2024-08-04,2026-07-25,Subscription,Active
CON_000367,ACC_00453,OPP_001753,2024-08-16,9523.1,2024-08-25,2025-08-20,Advertising,Active
CON_000368,ACC_00197,OPP_001757,2025-07-03,10425.09,2025-07-08,2025-08-07,Transactional,Active
CON_000369,ACC_00309,OPP_001774,2025-09-04,15485.42,2025-09-07,2028-08-22,Subscription,Active
CON_000370,ACC_01130,OPP_001785,2025-03-20,29112.78,2025-03-26,2026-03-21,Subscription,Amended
CON_000371,ACC_00933,OPP_001789,2026-03-05,4666.14,2026-03-18,2026-06-16,Advertising,Active
CON_000372,ACC_00555,OPP_001791,2024-10-09,19900.85,2024-10-19,2026-10-09,Subscription,Active
CON_000373,ACC_01196,OPP_001796,2025-02-04,6747.91,2025-02-18,2025-08-17,Enterprise Services,Active
CON_000151,ACC_00396,OPP_000751,2024-06-13,42472.89,2024-06-25,2024-07-25,Transactional,Cancelled
CON_000355,ACC_00775,OPP_001694,2024-05-31,3062.86,2024-06-08,2024-12-05,Advertising,Active
CON_000055,ACC_00393,OPP_000262,2025-07-31,8470.67,2025-08-04,2026-01-31,Subscription,Active
CON_000103,ACC_00305,OPP_000504,2024-12-23,478340.25,2024-12-31,2025-12-26,Transactional,Active
