account_id,user_id,signup_date,channel,campaign_id,ad_group_id,creative_id,persona_segment,subscription_tier,is_missing_attribution,data_origin
acct_001894,usr_001894,2026-01-24,TIKTOK,camp_tiktok_003,ag_tiktok_003_003,cr_tiktok_021_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001891,usr_001891,2026-01-24,TIKTOK,camp_tiktok_003,ag_tiktok_003_003,cr_tiktok_021_001,GROWTH_MINDED,,False,SYNTHETIC
acct_000910,usr_000910,2026-01-24,,,,,NEW_OWNER,,True,SYNTHETIC
acct_001372,usr_001372,2026-01-24,TIKTOK,camp_tiktok_002,ag_tiktok_002_002,cr_tiktok_017_002,GROWTH_MINDED,,False,SYNTHETIC
acct_000978,usr_000978,2026-01-24,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000085,usr_000085,2026-01-24,GOOGLE_SEARCH,camp_google_001,ag_google_001_002,cr_google_023_002,NEW_OWNER,,False,SYNTHETIC
acct_001531,usr_001531,2026-01-24,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_002,GROWTH_MINDED,,False,SYNTHETIC
acct_001024,usr_001024,2026-01-24,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001429,usr_001429,2026-01-24,TIKTOK,camp_tiktok_002,ag_tiktok_002_002,cr_tiktok_017_003,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001032,usr_001032,2026-01-24,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000782,usr_000782,2026-01-24,META,camp_meta_003,ag_meta_003_001,cr_meta_007_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000052,usr_000052,2026-01-24,GOOGLE_SEARCH,camp_google_001,ag_google_001_001,cr_google_022_003,GROWTH_MINDED,,False,SYNTHETIC
acct_001704,usr_001704,2026-01-24,TIKTOK,camp_tiktok_003,ag_tiktok_003_001,cr_tiktok_019_003,COMMUNITY_FOCUSED,,False,SYNTHETIC
acct_000864,usr_000864,2026-01-25,META,camp_meta_004,ag_meta_004_001,cr_meta_010_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001474,usr_001474,2026-01-25,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_001,GROWTH_MINDED,,False,SYNTHETIC
acct_000718,usr_000718,2026-01-25,META,camp_meta_002,ag_meta_002_003,cr_meta_006_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001734,usr_001734,2026-01-25,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_001,GROWTH_MINDED,,False,SYNTHETIC
acct_000907,usr_000907,2026-01-25,META,camp_meta_004,ag_meta_004_002,cr_meta_011_002,NEW_OWNER,,False,SYNTHETIC
acct_000124,usr_000124,2026-01-25,GOOGLE_SEARCH,camp_google_001,ag_google_001_003,cr_google_024_001,NEW_OWNER,,False,SYNTHETIC
acct_001236,usr_001236,2026-01-25,TIKTOK,camp_tiktok_002,ag_tiktok_002_001,cr_tiktok_016_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001496,usr_001496,2026-01-25,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_001,GROWTH_MINDED,,False,SYNTHETIC
acct_000745,usr_000745,2026-01-25,META,camp_meta_002,ag_meta_002_003,cr_meta_006_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001213,usr_001213,2026-01-25,TIKTOK,camp_tiktok_001,ag_tiktok_001_003,cr_tiktok_015_003,COMMUNITY_FOCUSED,,False,SYNTHETIC
acct_000159,usr_000159,2026-01-25,GOOGLE_SEARCH,camp_google_001,ag_google_001_003,cr_google_024_002,GROWTH_MINDED,,False,SYNTHETIC
acct_000704,usr_000704,2026-01-25,META,camp_meta_002,ag_meta_002_002,cr_meta_005_003,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001691,usr_001691,2026-01-25,TIKTOK,camp_tiktok_003,ag_tiktok_003_001,cr_tiktok_019_002,NEW_OWNER,,False,SYNTHETIC
acct_001846,usr_001846,2026-01-25,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_003,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001178,usr_001178,2026-01-25,TIKTOK,camp_tiktok_001,ag_tiktok_001_003,cr_tiktok_015_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001515,usr_001515,2026-01-25,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_002,GROWTH_MINDED,,False,SYNTHETIC
acct_001535,usr_001535,2026-01-25,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_002,GROWTH_MINDED,,False,SYNTHETIC
acct_001175,usr_001175,2026-01-25,TIKTOK,camp_tiktok_001,ag_tiktok_001_003,cr_tiktok_015_001,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000993,usr_000993,2026-01-25,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001397,usr_001397,2026-01-25,,,,,GROWTH_MINDED,,True,SYNTHETIC
acct_000489,usr_000489,2026-01-25,GOOGLE_SEARCH,camp_google_002,ag_google_002_003,cr_google_027_003,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_000903,usr_000903,2026-01-25,META,camp_meta_004,ag_meta_004_002,cr_meta_011_002,NEW_OWNER,,False,SYNTHETIC
acct_000493,usr_000493,2026-01-25,GOOGLE_SEARCH,camp_google_002,ag_google_002_003,cr_google_027_003,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001735,usr_001735,2026-01-26,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001678,usr_001678,2026-01-26,TIKTOK,camp_tiktok_003,ag_tiktok_003_001,cr_tiktok_019_002,NEW_OWNER,,False,SYNTHETIC
acct_001008,usr_001008,2026-01-26,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001057,usr_001057,2026-01-26,TIKTOK,camp_tiktok_001,ag_tiktok_001_002,cr_tiktok_014_001,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000227,usr_000227,2026-01-26,GOOGLE_SEARCH,camp_google_002,ag_google_002_001,cr_google_025_002,GROWTH_MINDED,,False,SYNTHETIC
acct_000555,usr_000555,2026-01-26,META,camp_meta_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_000200,usr_000200,2026-01-26,GOOGLE_SEARCH,camp_google_002,ag_google_002_001,cr_google_025_001,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001199,usr_001199,2026-01-26,TIKTOK,camp_tiktok_001,ag_tiktok_001_003,cr_tiktok_015_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001267,usr_001267,2026-01-26,,,,,SCRAPPY_INDEPENDENT,,True,SYNTHETIC
acct_001001,usr_001001,2026-01-26,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000715,usr_000715,2026-01-26,META,camp_meta_002,ag_meta_002_002,cr_meta_005_003,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001351,usr_001351,2026-01-26,TIKTOK,camp_tiktok_002,ag_tiktok_002_002,cr_tiktok_017_001,GROWTH_MINDED,,False,SYNTHETIC
acct_000139,usr_000139,2026-01-26,GOOGLE_SEARCH,camp_google_001,ag_google_001_003,cr_google_024_002,GROWTH_MINDED,,False,SYNTHETIC
acct_001524,usr_001524,2026-01-26,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_002,GROWTH_MINDED,,False,SYNTHETIC
acct_000779,usr_000779,2026-01-26,META,camp_meta_003,ag_meta_003_001,cr_meta_007_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001472,usr_001472,2026-01-26,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_001,GROWTH_MINDED,,False,SYNTHETIC
acct_000868,usr_000868,2026-01-26,,,,,GROWTH_MINDED,,True,SYNTHETIC
acct_001325,usr_001325,2026-01-26,TIKTOK,camp_tiktok_002,ag_tiktok_002_002,cr_tiktok_017_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001562,usr_001562,2026-01-26,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_003,NEW_OWNER,,False,SYNTHETIC
acct_001829,usr_001829,2026-01-26,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_003,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001612,usr_001612,2026-01-26,TIKTOK,camp_tiktok_003,ag_tiktok_003_001,cr_tiktok_019_001,NEW_OWNER,,False,SYNTHETIC
acct_000832,usr_000832,2026-01-27,META,camp_meta_003,ag_meta_003_002,cr_meta_008_003,NEW_OWNER,,False,SYNTHETIC
acct_001839,usr_001839,2026-01-27,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_003,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000787,usr_000787,2026-01-27,META,camp_meta_003,ag_meta_003_001,cr_meta_007_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001591,usr_001591,2026-01-27,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_003,NEW_OWNER,,False,SYNTHETIC
acct_001161,usr_001161,2026-01-27,TIKTOK,camp_tiktok_001,ag_tiktok_001_003,cr_tiktok_015_001,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000151,usr_000151,2026-01-27,GOOGLE_SEARCH,camp_google_001,ag_google_001_003,cr_google_024_002,GROWTH_MINDED,,False,SYNTHETIC
acct_001814,usr_001814,2026-01-27,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_000769,usr_000769,2026-01-27,META,camp_meta_003,ag_meta_003_001,cr_meta_007_001,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_000084,usr_000084,2026-01-27,GOOGLE_SEARCH,camp_google_001,ag_google_001_002,cr_google_023_002,NEW_OWNER,,False,SYNTHETIC
acct_001969,usr_001969,2026-01-27,TIKTOK,camp_tiktok_003,ag_tiktok_003_003,cr_tiktok_021_003,GROWTH_MINDED,,False,SYNTHETIC
acct_000108,usr_000108,2026-01-27,,,,,NEW_OWNER,,True,SYNTHETIC
acct_000034,usr_000034,2026-01-27,GOOGLE_SEARCH,camp_google_001,ag_google_001_001,cr_google_022_002,GROWTH_MINDED,,False,SYNTHETIC
acct_000458,usr_000458,2026-01-27,GOOGLE_SEARCH,camp_google_002,ag_google_002_003,cr_google_027_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001311,usr_001311,2026-01-27,,,,,SCRAPPY_INDEPENDENT,,True,SYNTHETIC
acct_000277,usr_000277,2026-01-27,GOOGLE_SEARCH,camp_google_002,ag_google_002_002,cr_google_026_001,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001330,usr_001330,2026-01-27,TIKTOK,camp_tiktok_002,ag_tiktok_002_002,cr_tiktok_017_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001759,usr_001759,2026-01-27,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001443,usr_001443,2026-01-27,TIKTOK,camp_tiktok_002,ag_tiktok_002_002,cr_tiktok_017_003,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001337,usr_001337,2026-01-27,TIKTOK,camp_tiktok_002,ag_tiktok_002_002,cr_tiktok_017_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001490,usr_001490,2026-01-27,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001906,usr_001906,2026-01-27,TIKTOK,camp_tiktok_003,ag_tiktok_003_003,cr_tiktok_021_001,GROWTH_MINDED,,False,SYNTHETIC
acct_000122,usr_000122,2026-01-27,GOOGLE_SEARCH,camp_google_001,ag_google_001_003,cr_google_024_001,NEW_OWNER,,False,SYNTHETIC
acct_000757,usr_000757,2026-01-28,,,,,DELIVERY_HEAVY,,True,SYNTHETIC
acct_000707,usr_000707,2026-01-28,META,camp_meta_002,ag_meta_002_002,cr_meta_005_003,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001483,usr_001483,2026-01-28,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001041,usr_001041,2026-01-28,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_003,COMMUNITY_FOCUSED,,False,SYNTHETIC
acct_000536,usr_000536,2026-01-28,META,camp_meta_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_000525,usr_000525,2026-01-28,META,camp_meta_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_000731,usr_000731,2026-01-28,META,camp_meta_002,ag_meta_002_003,cr_meta_006_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_000995,usr_000995,2026-01-28,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000807,usr_000807,2026-01-28,META,camp_meta_003,ag_meta_003_002,cr_meta_008_002,GROWTH_MINDED,,False,SYNTHETIC
acct_000639,usr_000639,2026-01-28,META,camp_meta_001,ag_meta_001_003,cr_meta_003_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_000812,usr_000812,2026-01-28,META,camp_meta_003,ag_meta_003_002,cr_meta_008_002,GROWTH_MINDED,,False,SYNTHETIC
acct_000819,usr_000819,2026-01-28,,,,,NEW_OWNER,,True,SYNTHETIC
acct_000958,usr_000958,2026-01-28,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_001,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000566,usr_000566,2026-01-28,META,camp_meta_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001344,usr_001344,2026-01-28,TIKTOK,camp_tiktok_002,ag_tiktok_002_002,cr_tiktok_017_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001595,usr_001595,2026-01-28,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_003,NEW_OWNER,,False,SYNTHETIC
acct_000570,usr_000570,2026-01-28,META,camp_meta_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,,False,SYNTHETIC
acct_000128,usr_000128,2026-01-28,GOOGLE_SEARCH,camp_google_001,ag_google_001_003,cr_google_024_001,NEW_OWNER,,False,SYNTHETIC
acct_000879,usr_000879,2026-01-28,META,camp_meta_004,ag_meta_004_001,cr_meta_010_002,NEW_OWNER,,False,SYNTHETIC
acct_000882,usr_000882,2026-01-28,META,camp_meta_004,ag_meta_004_001,cr_meta_010_002,NEW_OWNER,,False,SYNTHETIC
acct_000760,usr_000760,2026-01-28,META,camp_meta_003,ag_meta_003_001,cr_meta_007_001,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_000783,usr_000783,2026-01-28,META,camp_meta_003,ag_meta_003_001,cr_meta_007_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000001,usr_000001,2026-01-28,GOOGLE_SEARCH,camp_google_001,ag_google_001_001,cr_google_022_001,GROWTH_MINDED,,False,SYNTHETIC
acct_000505,usr_000505,2026-01-28,META,camp_meta_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001711,usr_001711,2026-01-28,TIKTOK,camp_tiktok_003,ag_tiktok_003_001,cr_tiktok_019_003,COMMUNITY_FOCUSED,,False,SYNTHETIC
acct_000003,usr_000003,2026-01-28,GOOGLE_SEARCH,camp_google_001,ag_google_001_001,cr_google_022_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001707,usr_001707,2026-01-28,TIKTOK,camp_tiktok_003,ag_tiktok_003_001,cr_tiktok_019_003,COMMUNITY_FOCUSED,,False,SYNTHETIC
acct_001921,usr_001921,2026-01-29,TIKTOK,camp_tiktok_003,ag_tiktok_003_003,cr_tiktok_021_002,GROWTH_MINDED,,False,SYNTHETIC
acct_001914,usr_001914,2026-01-29,TIKTOK,camp_tiktok_003,ag_tiktok_003_003,cr_tiktok_021_002,GROWTH_MINDED,,False,SYNTHETIC
acct_000177,usr_000177,2026-01-29,GOOGLE_SEARCH,camp_google_001,ag_google_001_003,cr_google_024_003,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001210,usr_001210,2026-01-29,TIKTOK,camp_tiktok_001,ag_tiktok_001_003,cr_tiktok_015_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_000965,usr_000965,2026-01-29,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_001,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001719,usr_001719,2026-01-29,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001245,usr_001245,2026-01-29,TIKTOK,camp_tiktok_002,ag_tiktok_002_001,cr_tiktok_016_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001666,usr_001666,2026-01-29,TIKTOK,camp_tiktok_003,ag_tiktok_003_001,cr_tiktok_019_002,NEW_OWNER,,False,SYNTHETIC
acct_001627,usr_001627,2026-01-29,TIKTOK,camp_tiktok_003,ag_tiktok_003_001,cr_tiktok_019_001,NEW_OWNER,,False,SYNTHETIC
acct_001261,usr_001261,2026-01-29,TIKTOK,camp_tiktok_002,ag_tiktok_002_001,cr_tiktok_016_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001392,usr_001392,2026-01-29,TIKTOK,camp_tiktok_002,ag_tiktok_002_002,cr_tiktok_017_002,GROWTH_MINDED,,False,SYNTHETIC
acct_001390,usr_001390,2026-01-29,TIKTOK,camp_tiktok_002,ag_tiktok_002_002,cr_tiktok_017_002,GROWTH_MINDED,,False,SYNTHETIC
acct_000887,usr_000887,2026-01-29,META,camp_meta_004,ag_meta_004_001,cr_meta_010_002,NEW_OWNER,,False,SYNTHETIC
acct_001837,usr_001837,2026-01-29,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_003,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000927,usr_000927,2026-01-29,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_001,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000088,usr_000088,2026-01-29,,,,,NEW_OWNER,,True,SYNTHETIC
acct_001722,usr_001722,2026-01-29,,,,,GROWTH_MINDED,,True,SYNTHETIC
acct_001377,usr_001377,2026-01-29,TIKTOK,camp_tiktok_002,ag_tiktok_002_002,cr_tiktok_017_002,GROWTH_MINDED,,False,SYNTHETIC
acct_001753,usr_001753,2026-01-29,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_001,GROWTH_MINDED,,False,SYNTHETIC
acct_000162,usr_000162,2026-01-29,GOOGLE_SEARCH,camp_google_001,ag_google_001_003,cr_google_024_003,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_000107,usr_000107,2026-01-29,GOOGLE_SEARCH,camp_google_001,ag_google_001_002,cr_google_023_003,NEW_OWNER,,False,SYNTHETIC
acct_001801,usr_001801,2026-01-29,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001463,usr_001463,2026-01-29,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001971,usr_001971,2026-01-29,TIKTOK,camp_tiktok_003,ag_tiktok_003_003,cr_tiktok_021_003,GROWTH_MINDED,,False,SYNTHETIC
acct_001127,usr_001127,2026-01-29,TIKTOK,camp_tiktok_001,ag_tiktok_001_002,cr_tiktok_014_003,COMMUNITY_FOCUSED,,False,SYNTHETIC
acct_000663,usr_000663,2026-01-29,META,camp_meta_002,ag_meta_002_001,cr_meta_004_002,GROWTH_MINDED,,False,SYNTHETIC
acct_001820,usr_001820,2026-01-29,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_003,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001582,usr_001582,2026-01-29,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_003,NEW_OWNER,,False,SYNTHETIC
acct_001622,usr_001622,2026-01-30,TIKTOK,camp_tiktok_003,ag_tiktok_003_001,cr_tiktok_019_001,NEW_OWNER,,False,SYNTHETIC
acct_001586,usr_001586,2026-01-30,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_003,NEW_OWNER,,False,SYNTHETIC
acct_001415,usr_001415,2026-01-30,TIKTOK,camp_tiktok_002,ag_tiktok_002_002,cr_tiktok_017_002,GROWTH_MINDED,,False,SYNTHETIC
acct_000399,usr_000399,2026-01-30,GOOGLE_SEARCH,camp_google_002,ag_google_002_002,cr_google_026_003,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001396,usr_001396,2026-01-30,TIKTOK,camp_tiktok_002,ag_tiktok_002_002,cr_tiktok_017_002,GROWTH_MINDED,,False,SYNTHETIC
acct_000061,usr_000061,2026-01-30,GOOGLE_SEARCH,camp_google_001,ag_google_001_002,cr_google_023_001,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001450,usr_001450,2026-01-30,,,,,DELIVERY_HEAVY,,True,SYNTHETIC
acct_000762,usr_000762,2026-01-30,META,camp_meta_003,ag_meta_003_001,cr_meta_007_001,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001575,usr_001575,2026-01-30,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_003,NEW_OWNER,,False,SYNTHETIC
acct_000640,usr_000640,2026-01-30,META,camp_meta_001,ag_meta_001_003,cr_meta_003_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001867,usr_001867,2026-01-30,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_003,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001022,usr_001022,2026-01-30,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001132,usr_001132,2026-01-30,TIKTOK,camp_tiktok_001,ag_tiktok_001_003,cr_tiktok_015_001,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000187,usr_000187,2026-01-30,GOOGLE_SEARCH,camp_google_002,ag_google_002_001,cr_google_025_001,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001039,usr_001039,2026-01-30,,,,,COMMUNITY_FOCUSED,,True,SYNTHETIC
acct_001033,usr_001033,2026-01-30,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001162,usr_001162,2026-01-30,TIKTOK,camp_tiktok_001,ag_tiktok_001_003,cr_tiktok_015_001,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000115,usr_000115,2026-01-30,GOOGLE_SEARCH,camp_google_001,ag_google_001_002,cr_google_023_003,NEW_OWNER,,False,SYNTHETIC
acct_001644,usr_001644,2026-01-30,TIKTOK,camp_tiktok_003,ag_tiktok_003_001,cr_tiktok_019_001,NEW_OWNER,,False,SYNTHETIC
acct_000537,usr_000537,2026-01-30,META,camp_meta_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001598,usr_001598,2026-01-30,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_003,NEW_OWNER,,False,SYNTHETIC
acct_000971,usr_000971,2026-01-30,TIKTOK,camp_tiktok_001,ag_tiktok_001_001,cr_tiktok_013_002,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001218,usr_001218,2026-01-30,TIKTOK,camp_tiktok_001,ag_tiktok_001_003,cr_tiktok_015_003,COMMUNITY_FOCUSED,,False,SYNTHETIC
acct_000897,usr_000897,2026-01-30,META,camp_meta_004,ag_meta_004_002,cr_meta_011_001,NEW_OWNER,,False,SYNTHETIC
acct_001414,usr_001414,2026-01-31,,,,,GROWTH_MINDED,,True,SYNTHETIC
acct_001998,usr_001998,2026-01-31,TIKTOK,camp_tiktok_003,ag_tiktok_003_003,cr_tiktok_021_003,GROWTH_MINDED,,False,SYNTHETIC
acct_001128,usr_001128,2026-01-31,TIKTOK,camp_tiktok_001,ag_tiktok_001_002,cr_tiktok_014_003,COMMUNITY_FOCUSED,,False,SYNTHETIC
acct_000600,usr_000600,2026-01-31,META,camp_meta_001,ag_meta_001_002,cr_meta_002_001,NEW_OWNER,,False,SYNTHETIC
acct_001868,usr_001868,2026-01-31,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_003,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000044,usr_000044,2026-01-31,GOOGLE_SEARCH,camp_google_001,ag_google_001_001,cr_google_022_003,GROWTH_MINDED,,False,SYNTHETIC
acct_001301,usr_001301,2026-01-31,TIKTOK,camp_tiktok_002,ag_tiktok_002_001,cr_tiktok_016_003,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001781,usr_001781,2026-01-31,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_000692,usr_000692,2026-01-31,META,camp_meta_002,ag_meta_002_002,cr_meta_005_001,NEW_OWNER,,False,SYNTHETIC
acct_000025,usr_000025,2026-01-31,GOOGLE_SEARCH,camp_google_001,ag_google_001_001,cr_google_022_002,GROWTH_MINDED,,False,SYNTHETIC
acct_001486,usr_001486,2026-01-31,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001822,usr_001822,2026-01-31,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_003,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001484,usr_001484,2026-01-31,TIKTOK,camp_tiktok_002,ag_tiktok_002_003,cr_tiktok_018_001,GROWTH_MINDED,,False,SYNTHETIC
acct_001788,usr_001788,2026-01-31,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_002,SCRAPPY_INDEPENDENT,,False,SYNTHETIC
acct_001144,usr_001144,2026-01-31,TIKTOK,camp_tiktok_001,ag_tiktok_001_003,cr_tiktok_015_001,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001146,usr_001146,2026-01-31,TIKTOK,camp_tiktok_001,ag_tiktok_001_003,cr_tiktok_015_001,DELIVERY_HEAVY,,False,SYNTHETIC
acct_001842,usr_001842,2026-01-31,TIKTOK,camp_tiktok_003,ag_tiktok_003_002,cr_tiktok_020_003,DELIVERY_HEAVY,,False,SYNTHETIC
acct_000909,usr_000909,2026-01-31,META,camp_meta_004,ag_meta_004_002,cr_meta_011_002,NEW_OWNER,,False,SYNTHETIC
